"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"psychotic disorders","0.36170","mental or behavioral dysfunction"
"schizophrenia","0.27660","mental or behavioral dysfunction"
"bipolar disorder","0.24468","mental or behavioral dysfunction"
"ethanol","0.24468","organic chemical - pharmacologic substance"
"allergy severity - severe","0.24468","finding"
"substance dependence","0.22340","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.21277","organic chemical - pharmacologic substance"
"pharmacologic substance","0.15957","pharmacologic substance - therapeutic or preventive procedure"
"unstable status","0.15957","finding"
"gravidity","0.14894","finding"
"post-traumatic stress disorder","0.14894","mental or behavioral dysfunction"
"psychotherapy","0.12766","therapeutic or preventive procedure"
"intravenous infusion procedures","0.11702","therapeutic or preventive procedure"
"brain injuries","0.11702","injury or poisoning"
"substance abuse problem","0.10638","mental or behavioral dysfunction"
"traumatic brain injury","0.10638","disease or syndrome - injury or poisoning"
"moderate adverse event","0.10638","finding"
"kidney","0.10638","body part, organ, or organ component"
"antidepressive agents","0.10638","pharmacologic substance"
"depressed mood","0.10638","finding - mental or behavioral dysfunction"
"schizoaffective disorder","0.09574","mental or behavioral dysfunction"
"alcoholic intoxication chronic","0.09574","mental or behavioral dysfunction"
"unconscious state","0.09574","disease or syndrome - finding"
"consciousness related finding","0.09574","finding"
"cerebrovascular accident","0.09574","disease or syndrome - therapeutic or preventive procedure"
"mental disorders","0.09574","mental or behavioral dysfunction"
"craniocerebral trauma","0.08511","injury or poisoning"
"physical assessment findings","0.08511","finding"
"contraceptive methods","0.07447","therapeutic or preventive procedure"
"injury wounds","0.07447","body substance - injury or poisoning"
"instability","0.07447","finding"
"epilepsy","0.06383","disease or syndrome"
"hepatic","0.06383","body location or region"
"positive finding","0.06383","finding"
"antipsychotic agents","0.06383","pharmacologic substance"
"cognition disorders","0.06383","mental or behavioral dysfunction"
"impaired cognition","0.06383","finding - mental or behavioral dysfunction"
"adverse reactions","0.06383","antibiotic - biologically active substance - disease or syndrome - finding - organic chemical - pathologic function - pharmacologic substance - receptor"
