"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"pharmacologic substance","0.27433","pharmacologic substance - therapeutic or preventive procedure"
"gravidity","0.24609","finding"
"antipsychotic agents","0.24054","pharmacologic substance"
"substance abuse problem","0.23248","mental or behavioral dysfunction"
"ethanol","0.23147","organic chemical - pharmacologic substance"
"intravenous infusion procedures","0.21785","therapeutic or preventive procedure"
"unstable status","0.20121","finding"
"schizophrenia","0.19667","mental or behavioral dysfunction"
"hypersensitivity","0.14977","clinical attribute - finding - pathologic function"
"mental retardation","0.14624","mental or behavioral dysfunction"
"allergy severity - severe","0.13565","finding"
"substance dependence","0.13414","mental or behavioral dysfunction"
"positive finding","0.12456","finding"
"clozapine","0.12204","organic chemical - pharmacologic substance"
"mental disorders","0.11901","mental or behavioral dysfunction"
"pharmaceutical preparations","0.11548","pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.11246","organic chemical - pharmacologic substance"
"psychotic disorders","0.10893","mental or behavioral dysfunction"
"craniocerebral trauma","0.10489","injury or poisoning"
"suicidal","0.10439","finding"
"hepatic","0.10086","body location or region"
"nicotine","0.10086","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"contraceptive methods","0.08775","therapeutic or preventive procedure"
"nervous system disorder","0.08270","disease or syndrome"
"schizoaffective disorder","0.08119","mental or behavioral dysfunction"
"breast","0.08018","body part, organ, or organ component"
"risperidone","0.08018","organic chemical - pharmacologic substance"
"dementia","0.07867","mental or behavioral dysfunction"
"physical assessment findings","0.07766","finding"
"caffeine","0.07211","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"anaplastic oligodendroglioma","0.06858","neoplastic process"
"injury wounds","0.06707","body substance - injury or poisoning"
"neuroleptic malignant syndrome","0.06606","disease or syndrome"
"bipolar disorder","0.06455","mental or behavioral dysfunction"
"hypertensive disease","0.06455","biologically active substance - disease or syndrome - finding"
"electrocardiogram","0.06304","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"malignant syndrome nos","0.06253","disease or syndrome"
"malignant neoplasms","0.06152","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"congenital abnormality","0.05900","congenital abnormality - disease or syndrome"
"screening for cancer","0.05900","diagnostic procedure"
"depressed mood","0.05345","finding - mental or behavioral dysfunction"
"pregnancy tests","0.05043","diagnostic procedure"
"antidepressive agents","0.04992","pharmacologic substance"
"cerebrovascular accident","0.04841","disease or syndrome - therapeutic or preventive procedure"
"psychotropic drugs","0.04791","pharmacologic substance"
"benzodiazepines","0.04740","organic chemical - pharmacologic substance"
"dyskinetic syndrome","0.04690","disease or syndrome - finding"
