"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"schizophrenia","0.729","mental or behavioral dysfunction"
"intravenous infusion procedures","0.481","therapeutic or preventive procedure"
"antipsychotic agents","0.457","pharmacologic substance"
"schizoaffective disorder","0.355","mental or behavioral dysfunction"
"pharmacologic substance","0.314","pharmacologic substance - therapeutic or preventive procedure"
"gravidity","0.273","finding"
"ethanol","0.244","organic chemical - pharmacologic substance"
"substance abuse problem","0.244","mental or behavioral dysfunction"
"mental disorders","0.225","mental or behavioral dysfunction"
"contraceptive methods","0.213","therapeutic or preventive procedure"
"positive finding","0.210","finding"
"psychotic disorders","0.207","mental or behavioral dysfunction"
"unstable status","0.206","finding"
"clozapine","0.165","organic chemical - pharmacologic substance"
"allergy severity - severe","0.158","finding"
"negative finding","0.157","finding"
"mental retardation","0.152","mental or behavioral dysfunction"
"hypersensitivity","0.151","clinical attribute - finding - pathologic function"
"active brand of pseudoephedrine-triprolidine","0.146","organic chemical - pharmacologic substance"
"risperidone","0.141","organic chemical - pharmacologic substance"
"physical assessment findings","0.140","finding"
"substance dependence","0.138","mental or behavioral dysfunction"
"pharmaceutical preparations","0.132","pharmacologic substance"
"bipolar disorder","0.118","mental or behavioral dysfunction"
"suicidal","0.110","finding"
"craniocerebral trauma","0.108","injury or poisoning"
"nicotine","0.105","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"hepatic","0.101","body location or region"
"depressed mood","0.099","finding - mental or behavioral dysfunction"
"pregnancy tests","0.097","diagnostic procedure"
"electrocardiogram","0.095","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"body mass index","0.090","clinical attribute - diagnostic procedure"
"olanzapine","0.087","organic chemical - pharmacologic substance"
"nervous system disorder","0.087","disease or syndrome"
"breast","0.086","body part, organ, or organ component"
"dementia","0.082","mental or behavioral dysfunction"
"schizophreniform disorders","0.079","mental or behavioral dysfunction"
"moderate adverse event","0.077","finding"
"caffeine","0.074","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"psychotropic drugs","0.073","pharmacologic substance"
"hypertensive disease","0.072","biologically active substance - disease or syndrome - finding"
"operative surgical procedures","0.070","diagnostic procedure - therapeutic or preventive procedure"
"screening for cancer","0.069","diagnostic procedure"
"injury wounds","0.069","body substance - injury or poisoning"
"anaplastic oligodendroglioma","0.069","neoplastic process"
"medical history","0.068","finding"
"congenital abnormality","0.067","congenital abnormality - disease or syndrome"
"psychotic symptoms","0.067","sign or symptom"
"neuroleptic malignant syndrome","0.066","disease or syndrome"
"malignant neoplasms","0.064","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"antidepressive agents","0.064","pharmacologic substance"
"mass of body structure","0.064","finding"
"malignant syndrome nos","0.063","disease or syndrome"
"benzodiazepines","0.057","organic chemical - pharmacologic substance"
"major depressive disorder","0.057","mental or behavioral dysfunction"
"atypia morphology","0.055","finding"
"aripiprazole","0.054","organic chemical - pharmacologic substance"
"quetiapine","0.053","organic chemical - pharmacologic substance"
"multiple endocrine neoplasia","0.051","antibiotic - neoplastic process - organic chemical"
"cerebrovascular accident","0.050","disease or syndrome - therapeutic or preventive procedure"
"dyskinetic syndrome","0.049","disease or syndrome - finding"
"blood pressure finding","0.048","finding"
"severe combined immunodeficiency","0.048","diagnostic procedure - disease or syndrome"
"investigational new drugs","0.048","pharmacologic substance - therapeutic or preventive procedure"
"tardive dyskinesia","0.047","disease or syndrome"
"consciousness related finding","0.045","finding"
"electroconvulsive therapy","0.045","disease or syndrome - therapeutic or preventive procedure"
"stabilizer - function","0.045","organ or tissue function"
"alcohol abuse","0.044","mental or behavioral dysfunction"
"drug abuse","0.044","mental or behavioral dysfunction"
"injectables","0.044","pharmacologic substance"
"serum","0.043","biologically active substance - body substance - pharmacologic substance"
"heart diseases","0.043","disease or syndrome"
"sterility","0.042","pathologic function"
"unconscious state","0.042","disease or syndrome - finding"
"unipolar depression","0.042","mental or behavioral dysfunction"
"treatment protocols","0.041","therapeutic or preventive procedure"
"hiv","0.041","disease or syndrome - pharmacologic substance - virus"
"magnetic resonance imaging","0.041","diagnostic procedure"
"marihuana","0.040","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"relate - vinyl resin","0.039","organic chemical"
"paliperidone","0.039","organic chemical - pharmacologic substance"
"nervousness","0.039","sign or symptom"
"liver diseases","0.039","disease or syndrome"
"cardiovascular diseases","0.039","disease or syndrome"
"delusions","0.039","mental or behavioral dysfunction"
"neurological observations","0.039","finding"
"current therapy","0.039","therapeutic or preventive procedure"
"brain diseases","0.038","disease or syndrome"
"sexually active","0.038","finding"
"mood disorders","0.038","mental or behavioral dysfunction"
"ziprasidone","0.038","organic chemical - pharmacologic substance"
"diabetes mellitus","0.037","disease or syndrome - pharmacologic substance"
"suicide attempt","0.037","finding - mental or behavioral dysfunction"
"exacerbation acute","0.037","finding"
"alcoholic intoxication chronic","0.036","mental or behavioral dysfunction"
"violent","0.036","mental or behavioral dysfunction"
"antimicrobial resistance result","0.035","laboratory or test result"
"nitric oxide synthase","0.035","enzyme"
"anxiety disorders","0.034","finding - mental or behavioral dysfunction"
"brain injuries","0.034","injury or poisoning"
"cardiac arrhythmia","0.034","finding - pathologic function"
"kidney diseases","0.033","disease or syndrome"
"illicit drugs","0.033","hazardous or poisonous substance - pharmacologic substance"
"lactation","0.033","organ or tissue function"
"delirium","0.033","mental or behavioral dysfunction"
"current non-drinker of alcohol","0.033","individual behavior"
"thyroid gland","0.033","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"benign rolandic epilepsy","0.033","disease or syndrome - therapeutic or preventive procedure"
"myocardial infarction","0.032","disease or syndrome - finding"
"disability","0.031","finding"
"type ii mucolipidosis","0.031","disease or syndrome"
"vital signs","0.031","clinical attribute"
"cocaine","0.030","hazardous or poisonous substance - injury or poisoning - organic chemical - pharmacologic substance"
"immunologic deficiency syndromes","0.030","disease or syndrome"
"hallucinations","0.030","mental or behavioral dysfunction"
