"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"opioids","0.494","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"opiate addiction","0.433","mental or behavioral dysfunction"
"gravidity","0.360","finding"
"pharmacologic substance","0.348","pharmacologic substance - therapeutic or preventive procedure"
"ethanol","0.341","organic chemical - pharmacologic substance"
"intravenous infusion procedures","0.341","therapeutic or preventive procedure"
"mental disorders","0.304","mental or behavioral dysfunction"
"opiates","0.278","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"contraceptive methods","0.273","therapeutic or preventive procedure"
"positive finding","0.238","finding"
"psychotic disorders","0.209","mental or behavioral dysfunction"
"benzodiazepines","0.202","organic chemical - pharmacologic substance"
"physical assessment findings","0.169","finding"
"buprenorphine","0.169","organic chemical - pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.167","organic chemical - pharmacologic substance"
"pharmaceutical preparations","0.160","pharmacologic substance"
"allergy severity - severe","0.151","finding"
"schizophrenia","0.148","mental or behavioral dysfunction"
"hypersensitivity","0.144","clinical attribute - finding - pathologic function"
"unstable status","0.144","finding"
"negative finding","0.132","finding"
"chronic pain","0.113","disease or syndrome"
"methadone maintenance","0.113","therapeutic or preventive procedure"
"suicidal","0.111","finding"
"hiv","0.111","disease or syndrome - pharmacologic substance - virus"
"alanine transaminase","0.111","congenital abnormality - disease or syndrome - enzyme"
"depressed mood","0.108","finding - mental or behavioral dysfunction"
"pregnancy tests","0.106","diagnostic procedure"
"substance abuse problem","0.104","mental or behavioral dysfunction"
"screening for cancer","0.096","diagnostic procedure"
"treatment and maintenance","0.096","therapeutic or preventive procedure"
"aspartate transaminase","0.094","enzyme"
"electrocardiogram","0.094","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"hepatic","0.092","body location or region"
"hypertensive disease","0.092","biologically active substance - disease or syndrome - finding"
"naloxone","0.092","organic chemical - pharmacologic substance"
"detoxification procedure","0.087","therapeutic or preventive procedure"
"bipolar disorder","0.085","mental or behavioral dysfunction"
"psychotropic drugs","0.082","pharmacologic substance"
"alcoholic intoxication chronic","0.080","mental or behavioral dysfunction"
"nicotine","0.080","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"congenital abnormality","0.078","congenital abnormality - disease or syndrome"
"blood pressure finding","0.078","finding"
"liver diseases","0.078","disease or syndrome"
