"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"opioids","0.43529","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"opiate addiction","0.40000","mental or behavioral dysfunction"
"intravenous infusion procedures","0.28000","therapeutic or preventive procedure"
"opiates","0.23529","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"contraceptive methods","0.18118","therapeutic or preventive procedure"
"pharmacologic substance","0.15765","pharmacologic substance - therapeutic or preventive procedure"
"positive finding","0.13882","finding"
"buprenorphine","0.12235","organic chemical - pharmacologic substance"
"negative finding","0.10824","finding"
"physical assessment findings","0.09647","finding"
"methadone maintenance","0.08706","therapeutic or preventive procedure"
"treatment and maintenance","0.08000","therapeutic or preventive procedure"
"gravidity","0.07059","finding"
"pregnancy tests","0.06353","diagnostic procedure"
"screening for cancer","0.06353","diagnostic procedure"
"mental disorders","0.04941","mental or behavioral dysfunction"
"pharmaceutical preparations","0.04706","pharmacologic substance"
"ethanol","0.04706","organic chemical - pharmacologic substance"
"naloxone","0.04471","organic chemical - pharmacologic substance"
"medical history","0.04471","finding"
"detoxification procedure","0.04235","therapeutic or preventive procedure"
"body mass index","0.04000","clinical attribute - diagnostic procedure"
"substance abuse problem","0.04000","mental or behavioral dysfunction"
"personal satisfaction","0.03765","finding"
"mass of body structure","0.03765","finding"
"hiv","0.03529","disease or syndrome - pharmacologic substance - virus"
"heroin dependence","0.03529","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.03529","organic chemical - pharmacologic substance"
"pregnancy test negative","0.03529","finding - laboratory or test result"
"electrocardiogram","0.03294","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"illicit drugs","0.03059","hazardous or poisonous substance - pharmacologic substance"
"operative surgical procedures","0.03059","diagnostic procedure - therapeutic or preventive procedure"
"morphine","0.03059","organic chemical - pharmacologic substance"
"chronic pain","0.02824","disease or syndrome"
"disease of diaphragm","0.02824","body part, organ, or organ component - disease or syndrome"
"cocaine dependence","0.02588","mental or behavioral dysfunction"
"sterility","0.02588","pathologic function"
"severe combined immunodeficiency","0.02588","diagnostic procedure - disease or syndrome"
"drug dependence","0.02588","mental or behavioral dysfunction"
"spermatocidal agents","0.02588","pharmacologic substance"
"follow-up status","0.02588","finding"
"methadone treatment","0.02353","therapeutic or preventive procedure"
"relate - vinyl resin","0.02118","organic chemical"
"physical dependence","0.02118","mental or behavioral dysfunction"
"sexually active","0.02118","finding"
"pharmacotherapy","0.01882","therapeutic or preventive procedure"
"alanine transaminase","0.01882","congenital abnormality - disease or syndrome - enzyme"
"naltrexone","0.01882","organic chemical - pharmacologic substance"
"benzodiazepines","0.01647","organic chemical - pharmacologic substance"
"opioid withdrawal","0.01647","mental or behavioral dysfunction"
"serum","0.01647","biologically active substance - body substance - pharmacologic substance"
"aspartate transaminase","0.01647","enzyme"
"infantile neuroaxonal dystrophy","0.01176","disease or syndrome"
"psychotropic drugs","0.01176","pharmacologic substance"
"blood pressure finding","0.01176","finding"
"transaminases","0.01176","enzyme"
"bilirubin","0.01176","biologically active substance - laboratory or test result - organic chemical"
"malignant neoplasms","0.01176","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"psychotic disorders","0.00941","mental or behavioral dysfunction"
"congenital abnormality","0.00941","congenital abnormality - disease or syndrome"
"overdose","0.00941","injury or poisoning"
"depressed mood","0.00941","finding - mental or behavioral dysfunction"
"nicotine","0.00706","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"allergy severity - severe","0.00706","finding"
"caffeine","0.00706","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"systolic pressure","0.00706","clinical attribute - diagnostic procedure"
"unconscious state","0.00706","disease or syndrome - finding"
"impaired cognition","0.00706","finding - mental or behavioral dysfunction"
"analgesics","0.00706","organic chemical - pharmacologic substance"
"clonidine","0.00471","organic chemical - pharmacologic substance"
"manic","0.00471","finding - mental or behavioral dysfunction"
"tobacco","0.00471","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"cardiovascular diseases","0.00471","disease or syndrome"
"immunologic deficiency syndromes","0.00471","disease or syndrome"
"schizophrenia","0.00471","mental or behavioral dysfunction"
"allergic reaction","0.00471","pathologic function"
"bipolar disorder","0.00471","mental or behavioral dysfunction"
"unipolar depression","0.00471","mental or behavioral dysfunction"
"bilateral prophylactic mastectomy","0.00471","organic chemical - therapeutic or preventive procedure"
"mercury","0.00471","hazardous or poisonous substance"
"marihuana","0.00471","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"acute hepatitis","0.00471","disease or syndrome"
"unstable status","0.00471","finding"
"suicide risk","0.00471","finding"
"hypertensive disease","0.00471","biologically active substance - disease or syndrome - finding"
"suicide attempt","0.00471","finding - mental or behavioral dysfunction"
"suicidal","0.00235","finding"
"breast","0.00235","body part, organ, or organ component"
"homicidal","0.00235","mental or behavioral dysfunction"
"drugs non-prescription","0.00235","pharmacologic substance - therapeutic or preventive procedure"
"lactation","0.00235","organ or tissue function"
"heart diseases","0.00235","disease or syndrome"
"creatinine","0.00235","biologically active substance - finding - organic chemical"
"diastolic blood pressure","0.00235","clinical attribute - diagnostic procedure - finding"
"hypersensitivity","0.00235","clinical attribute - finding - pathologic function"
"diastole","0.00235","clinical attribute"
"alcoholic intoxication chronic","0.00235","mental or behavioral dysfunction"
