"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"intravenous infusion procedures","0.39098","therapeutic or preventive procedure"
"anxiety disorders","0.32331","finding - mental or behavioral dysfunction"
"generalized anxiety disorder","0.21805","mental or behavioral dysfunction"
"anxiety generalized","0.18797","mental or behavioral dysfunction"
"depressed mood","0.15789","finding - mental or behavioral dysfunction"
"panic attacks","0.14286","mental or behavioral dysfunction"
"observation of attack","0.14286","finding"
"progressive disease","0.13534","disease or syndrome - finding - neoplastic process"
"major depressive disorder","0.12782","mental or behavioral dysfunction"
"contraceptive methods","0.12030","therapeutic or preventive procedure"
"post-traumatic stress disorder","0.11278","mental or behavioral dysfunction"
"mental disorders","0.10526","mental or behavioral dysfunction"
"phobia social","0.08271","mental or behavioral dysfunction"
"phobic anxiety disorder","0.08271","mental or behavioral dysfunction"
"pharmacologic substance","0.07519","pharmacologic substance - therapeutic or preventive procedure"
"panic disorder with agoraphobia","0.07519","mental or behavioral dysfunction"
"anti-anxiety agents","0.06015","pharmacologic substance"
"negative finding","0.06015","finding"
"psychotropic drugs","0.05263","pharmacologic substance"
"operative surgical procedures","0.05263","diagnostic procedure - therapeutic or preventive procedure"
"unipolar depression","0.05263","mental or behavioral dysfunction"
"pregnancy tests","0.05263","diagnostic procedure"
"mood disorders","0.05263","mental or behavioral dysfunction"
"stress disorders traumatic","0.05263","mental or behavioral dysfunction"
"fluoxetine","0.04511","organic chemical - pharmacologic substance"
"anxiety symptoms","0.04511","finding"
"gravidity","0.04511","finding"
"allergy severity - severe","0.04511","finding"
"obsessive-compulsive disorder","0.04511","disease or syndrome - mental or behavioral dysfunction"
"contraception barrier","0.04511","therapeutic or preventive procedure"
"dysthymic disorder","0.03759","mental or behavioral dysfunction"
"social disorder","0.03759","finding"
"bleomycin-cisplatin protocol","0.03759","therapeutic or preventive procedure"
"nitric oxide synthase","0.03759","enzyme"
"moderate adverse event","0.03759","finding"
"social anxiety","0.03759","mental or behavioral dysfunction"
"paroxetine","0.03759","organic chemical - pharmacologic substance"
"benzodiazepines","0.03759","organic chemical - pharmacologic substance"
"physical assessment findings","0.03759","finding"
"cognitive therapy","0.03759","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"neoplasm metastasis","0.03008","neoplastic process"
"tropical spastic paraparesis","0.03008","disease or syndrome - therapeutic or preventive procedure"
"severe combined immunodeficiency","0.03008","diagnostic procedure - disease or syndrome"
"antipsychotic agents","0.03008","pharmacologic substance"
"injury wounds","0.03008","body substance - injury or poisoning"
"selective serotonin re-uptake inhibitor","0.03008","pharmacologic substance"
"pregnancy test negative","0.03008","finding - laboratory or test result"
"electrocardiogram","0.03008","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"follow-up status","0.03008","finding"
"multiple endocrine neoplasia","0.03008","antibiotic - neoplastic process - organic chemical"
"suicidal","0.02256","finding"
"substance abuse problem","0.02256","mental or behavioral dysfunction"
"pharmacotherapy","0.02256","therapeutic or preventive procedure"
"chest pain","0.02256","sign or symptom"
"body mass index","0.02256","clinical attribute - diagnostic procedure"
"positive finding","0.02256","finding"
"unmarried","0.02256","finding"
"alcoholic intoxication chronic","0.02256","mental or behavioral dysfunction"
"seasonal affective disorder","0.02256","finding - mental or behavioral dysfunction"
"osteochondritis dissecans","0.02256","disease or syndrome - mental or behavioral dysfunction"
"phobia specific","0.02256","mental or behavioral dysfunction"
"compulsive disorder","0.02256","finding"
"behavior therapy","0.02256","therapeutic or preventive procedure"
"tricyclic antidepressive agents","0.01504","pharmacologic substance"
"sertraline","0.01504","organic chemical - pharmacologic substance"
"congenital abnormality","0.01504","congenital abnormality - disease or syndrome"
"asthma","0.01504","disease or syndrome"
"hepatic","0.01504","body location or region"
"relate - vinyl resin","0.01504","organic chemical"
"infantile neuroaxonal dystrophy","0.01504","disease or syndrome"
"oral contraception","0.01504","pharmacologic substance - therapeutic or preventive procedure"
"pharmaceutical preparations","0.01504","pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.01504","organic chemical - pharmacologic substance"
"surgical revision","0.01504","therapeutic or preventive procedure"
"ethanol","0.01504","organic chemical - pharmacologic substance"
"diagnosis psychiatric","0.01504","mental or behavioral dysfunction"
"unstable status","0.00752","finding"
"congestive heart failure","0.00752","congenital abnormality - disease or syndrome"
"craniocerebral trauma","0.00752","injury or poisoning"
"arteries","0.00752","body part, organ, or organ component"
"personality disorders","0.00752","mental or behavioral dysfunction"
"arteriopathic disease","0.00752","disease or syndrome"
"schizoaffective disorder","0.00752","mental or behavioral dysfunction"
"lithium","0.00752","congenital abnormality - disease or syndrome - pharmacologic substance"
"magnetic resonance imaging","0.00752","diagnostic procedure"
"schizophrenia","0.00752","mental or behavioral dysfunction"
"bipolar disorder","0.00752","mental or behavioral dysfunction"
"caffeine","0.00752","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"disability","0.00752","finding"
"thyroid gland","0.00752","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"cardiac arrhythmia","0.00752","finding - pathologic function"
"contraceptives oral","0.00752","pharmacologic substance - therapeutic or preventive procedure"
"screening for cancer","0.00752","diagnostic procedure"
"psychotherapy","0.00752","therapeutic or preventive procedure"
"mental suffering","0.00752","mental or behavioral dysfunction"
"eating disorders","0.00752","mental or behavioral dysfunction"
"attention deficit hyperactivity disorder","0.00752","disease or syndrome - mental or behavioral dysfunction"
"nervous system disorder","0.00752","disease or syndrome"
"current therapy","0.00752","therapeutic or preventive procedure"
"clonazepam","0.00752","organic chemical - pharmacologic substance"
"alcohol consumption","0.00752","individual behavior"
"coronary artery disease","0.00752","diagnostic procedure - disease or syndrome - therapeutic or preventive procedure"
