"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"penile erection","0.554","organ or tissue function"
"erectile dysfunction","0.529","disease or syndrome - finding"
"penis","0.353","body part, organ, or organ component - disease or syndrome - organic chemical - pharmacologic substance"
"myocardial infarction","0.322","disease or syndrome - finding"
"congenital abnormality","0.304","congenital abnormality - disease or syndrome"
"malignant neoplasms","0.298","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"cardiac arrhythmia","0.270","finding - pathologic function"
"cerebrovascular accident","0.260","disease or syndrome - therapeutic or preventive procedure"
"phosphodiesterase 5 inhibitor","0.235","pharmacologic substance"
"pharmacologic substance","0.232","pharmacologic substance - therapeutic or preventive procedure"
"multiple endocrine neoplasia","0.225","antibiotic - neoplastic process - organic chemical"
"unstable status","0.218","finding"
"hypertensive disease","0.215","biologically active substance - disease or syndrome - finding"
"angina pectoris","0.211","sign or symptom"
"hypersensitivity","0.211","clinical attribute - finding - pathologic function"
"cord - body parts","0.194","body part, organ, or organ component - disease or syndrome"
"androgens","0.190","pharmacologic substance"
"pelvis","0.180","body location or region - body part, organ, or organ component"
"blood pressure finding","0.180","finding"
"prostate carcinoma","0.176","neoplastic process"
"allergy severity - severe","0.176","finding"
"spinal cord injuries","0.173","injury or poisoning"
"androgen antagonists","0.170","pharmacologic substance"
"radical prostatectomy","0.163","therapeutic or preventive procedure"
"nitrate","0.163","inorganic chemical"
"phosphoric diester hydrolase","0.156","disease or syndrome - enzyme"
"angina unstable","0.152","disease or syndrome"
"ethanol","0.145","organic chemical - pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.145","organic chemical - pharmacologic substance"
"erotic interest","0.128","finding"
"arteries","0.128","body part, organ, or organ component"
"positive finding","0.125","finding"
"retinitis pigmentosa","0.125","body part, organ, or organ component - disease or syndrome"
"systolic pressure","0.111","clinical attribute - diagnostic procedure"
"operative surgical procedures","0.111","diagnostic procedure - therapeutic or preventive procedure"
"diastole","0.111","clinical attribute"
"substance abuse problem","0.111","mental or behavioral dysfunction"
"pharmaceutical preparations","0.107","pharmacologic substance"
"diastolic blood pressure","0.104","clinical attribute - diagnostic procedure - finding"
"implantation procedure","0.100","therapeutic or preventive procedure"
"mental disorders","0.100","mental or behavioral dysfunction"
"pharmacotherapy","0.097","therapeutic or preventive procedure"
"vardenafil","0.097","organic chemical - pharmacologic substance"
"erythromycin","0.097","antibiotic - organic chemical"
