"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"osteochondritis dissecans","0.667","disease or syndrome - mental or behavioral dysfunction"
"intravenous infusion procedures","0.533","therapeutic or preventive procedure"
"bipolar disorder","0.417","mental or behavioral dysfunction"
"psychotic disorders","0.400","mental or behavioral dysfunction"
"obsessive-compulsive disorder","0.383","disease or syndrome - mental or behavioral dysfunction"
"psychotropic drugs","0.367","pharmacologic substance"
"suicidality","0.317","clinical attribute"
"cognitive therapy","0.317","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"substance abuse problem","0.300","mental or behavioral dysfunction"
"anxiety disorders","0.300","finding - mental or behavioral dysfunction"
"mental disorders","0.267","mental or behavioral dysfunction"
"schizophrenia","0.267","mental or behavioral dysfunction"
"antipsychotic agents","0.250","pharmacologic substance"
"psychotherapy","0.233","therapeutic or preventive procedure"
"depressed mood","0.233","finding - mental or behavioral dysfunction"
"mental retardation","0.217","mental or behavioral dysfunction"
"unstable status","0.217","finding"
"autistic disorder","0.217","mental or behavioral dysfunction"
"antidepressive agents","0.200","pharmacologic substance"
"compulsive disorder","0.183","finding"
"gravidity","0.183","finding"
"attention deficit hyperactivity disorder","0.167","disease or syndrome - mental or behavioral dysfunction"
"generalized anxiety disorder","0.150","mental or behavioral dysfunction"
"pervasive development disorder","0.150","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"behavior therapy","0.150","therapeutic or preventive procedure"
"substance dependence","0.133","mental or behavioral dysfunction"
"developmental disabilities","0.133","mental or behavioral dysfunction"
"epilepsy","0.133","disease or syndrome"
"anxiety generalized","0.133","mental or behavioral dysfunction"
"phobic anxiety disorder","0.133","mental or behavioral dysfunction"
"schizoaffective disorder","0.133","mental or behavioral dysfunction"
"kidney","0.133","body part, organ, or organ component"
"fluoxetine","0.117","organic chemical - pharmacologic substance"
"contraceptive methods","0.117","therapeutic or preventive procedure"
"eating disorders","0.117","mental or behavioral dysfunction"
"major depressive disorder","0.117","mental or behavioral dysfunction"
"panic disorder","0.117","disease or syndrome - mental or behavioral dysfunction"
"allergy severity - severe","0.117","finding"
"autism spectrum disorders","0.117","congenital abnormality - mental or behavioral dysfunction"
"psychiatric problem","0.117","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.117","organic chemical - pharmacologic substance"
"skills","0.100","individual behavior"
"positive finding","0.100","finding"
"phobia social","0.100","mental or behavioral dysfunction"
"personality disorders","0.100","mental or behavioral dysfunction"
"physical assessment findings","0.100","finding"
"tic disorder","0.100","mental or behavioral dysfunction"
"delirium dementia amnestic cognitive disorders","0.100","mental or behavioral dysfunction"
"selective serotonin re-uptake inhibitor","0.100","pharmacologic substance"
"ethanol","0.083","organic chemical - pharmacologic substance"
"treatment-psychosocial effects","0.083","finding"
"sertraline","0.083","organic chemical - pharmacologic substance"
"conduct disorder","0.083","mental or behavioral dysfunction"
"hyperactive behavior","0.083","finding"
"diastasis","0.083","pathologic function"
"post-traumatic stress disorder","0.083","mental or behavioral dysfunction"
"separation anxiety disorder","0.083","mental or behavioral dysfunction"
"pharmacologic substance","0.067","pharmacologic substance - therapeutic or preventive procedure"
"prophylactic treatment","0.067","therapeutic or preventive procedure"
"hypersensitivity","0.067","clinical attribute - finding - pathologic function"
"pharmacotherapy","0.067","therapeutic or preventive procedure"
"phobia specific","0.067","mental or behavioral dysfunction"
"therapeutic brand of coal tar","0.067","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"multiple endocrine neoplasia","0.067","antibiotic - neoplastic process - organic chemical"
"anti-anxiety agents","0.067","pharmacologic substance"
"neoplasm metastasis","0.067","neoplastic process"
"suicidal intent","0.067","finding"
"seasonal affective disorder","0.067","finding - mental or behavioral dysfunction"
"obsessive compulsive behavior","0.067","mental or behavioral dysfunction"
"monoamine oxidase inhibitors","0.067","organic chemical - pharmacologic substance"
"congenital abnormality","0.067","congenital abnormality - disease or syndrome"
"obsessions","0.067","mental or behavioral dysfunction"
"serotonin uptake inhibitors","0.067","pharmacologic substance"
"therapeutic diet","0.067","finding"
"suicide attempt","0.067","finding - mental or behavioral dysfunction"
"nervous system disorder","0.067","disease or syndrome"
"manic","0.050","finding - mental or behavioral dysfunction"
"homicidal","0.050","mental or behavioral dysfunction"
"disruptive behavior disorder","0.050","mental or behavioral dysfunction"
"moderate adverse event","0.050","finding"
"attention deficit disorder","0.050","disease or syndrome - mental or behavioral dysfunction"
"autoimmune diseases","0.050","disease or syndrome"
"severity of symptoms","0.050","finding"
"lactation","0.050","organ or tissue function"
"fluvoxamine","0.050","organic chemical - pharmacologic substance"
"asperger syndrome","0.050","disease or syndrome"
"stabilizer - function","0.050","organ or tissue function"
"relate - vinyl resin","0.050","organic chemical"
"medical history","0.050","finding"
"borderline personality disorder","0.050","disease or syndrome - mental or behavioral dysfunction"
"stress disorders traumatic","0.050","mental or behavioral dysfunction"
"implantation procedure","0.050","therapeutic or preventive procedure"
"brain diseases","0.050","disease or syndrome"
"psychotic symptoms","0.050","sign or symptom"
"negative finding","0.050","finding"
"current therapy","0.050","therapeutic or preventive procedure"
"claustrophobia","0.050","mental or behavioral dysfunction"
"hepatic","0.050","body location or region"
"poly(adp-ribose) polymerases","0.050","enzyme"
"hoarding","0.050","finding"
"brain injuries","0.050","injury or poisoning"
"behavior disorders","0.050","injury or poisoning - mental or behavioral dysfunction"
