"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"bipolar disorder","0.40000","mental or behavioral dysfunction"
"psychotic disorders","0.38333","mental or behavioral dysfunction"
"suicidality","0.31667","clinical attribute"
"cognitive therapy","0.31667","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"substance abuse problem","0.30000","mental or behavioral dysfunction"
"osteochondritis dissecans","0.28333","disease or syndrome - mental or behavioral dysfunction"
"intravenous infusion procedures","0.28333","therapeutic or preventive procedure"
"psychotropic drugs","0.25000","pharmacologic substance"
"schizophrenia","0.23333","mental or behavioral dysfunction"
"antipsychotic agents","0.23333","pharmacologic substance"
"unstable status","0.21667","finding"
"psychotherapy","0.21667","therapeutic or preventive procedure"
"mental retardation","0.21667","mental or behavioral dysfunction"
"antidepressive agents","0.18333","pharmacologic substance"
"mental disorders","0.18333","mental or behavioral dysfunction"
"gravidity","0.15000","finding"
"behavior therapy","0.15000","therapeutic or preventive procedure"
"epilepsy","0.13333","disease or syndrome"
"substance dependence","0.13333","mental or behavioral dysfunction"
"autistic disorder","0.13333","mental or behavioral dysfunction"
"kidney","0.13333","body part, organ, or organ component"
"schizoaffective disorder","0.11667","mental or behavioral dysfunction"
"depressed mood","0.11667","finding - mental or behavioral dysfunction"
"developmental disabilities","0.11667","mental or behavioral dysfunction"
"delirium dementia amnestic cognitive disorders","0.10000","mental or behavioral dysfunction"
"psychiatric problem","0.10000","mental or behavioral dysfunction"
"personality disorders","0.10000","mental or behavioral dysfunction"
"pervasive development disorder","0.10000","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"positive finding","0.10000","finding"
"active brand of pseudoephedrine-triprolidine","0.10000","organic chemical - pharmacologic substance"
"allergy severity - severe","0.10000","finding"
"physical assessment findings","0.10000","finding"
"contraceptive methods","0.08333","therapeutic or preventive procedure"
"anxiety disorders","0.08333","finding - mental or behavioral dysfunction"
"skills","0.08333","individual behavior"
"conduct disorder","0.08333","mental or behavioral dysfunction"
"ethanol","0.08333","organic chemical - pharmacologic substance"
"selective serotonin re-uptake inhibitor","0.08333","pharmacologic substance"
"treatment-psychosocial effects","0.08333","finding"
"pharmacotherapy","0.06667","therapeutic or preventive procedure"
"fluoxetine","0.06667","organic chemical - pharmacologic substance"
"pharmacologic substance","0.06667","pharmacologic substance - therapeutic or preventive procedure"
"suicidal intent","0.06667","finding"
"monoamine oxidase inhibitors","0.06667","organic chemical - pharmacologic substance"
"therapeutic diet","0.06667","finding"
"eating disorders","0.06667","mental or behavioral dysfunction"
"attention deficit hyperactivity disorder","0.06667","disease or syndrome - mental or behavioral dysfunction"
"suicide attempt","0.06667","finding - mental or behavioral dysfunction"
"nervous system disorder","0.06667","disease or syndrome"
"hypersensitivity","0.06667","clinical attribute - finding - pathologic function"
"therapeutic brand of coal tar","0.06667","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"sertraline","0.05000","organic chemical - pharmacologic substance"
"anti-anxiety agents","0.05000","pharmacologic substance"
"manic","0.05000","finding - mental or behavioral dysfunction"
"homicidal","0.05000","mental or behavioral dysfunction"
"hepatic","0.05000","body location or region"
"lactation","0.05000","organ or tissue function"
"congenital abnormality","0.05000","congenital abnormality - disease or syndrome"
"stabilizer - function","0.05000","organ or tissue function"
"hoarding","0.05000","finding"
"prophylactic treatment","0.05000","therapeutic or preventive procedure"
"borderline personality disorder","0.05000","disease or syndrome - mental or behavioral dysfunction"
"autoimmune diseases","0.05000","disease or syndrome"
"brain injuries","0.05000","injury or poisoning"
"brain diseases","0.05000","disease or syndrome"
"psychotic symptoms","0.05000","sign or symptom"
"autism spectrum disorders","0.03333","congenital abnormality - mental or behavioral dysfunction"
"hyperactive behavior","0.03333","finding"
"panic disorder","0.03333","disease or syndrome - mental or behavioral dysfunction"
"neoplasm metastasis","0.03333","neoplastic process"
"relate - vinyl resin","0.03333","organic chemical"
"claustrophobia","0.03333","mental or behavioral dysfunction"
"tic disorder","0.03333","mental or behavioral dysfunction"
"medical history","0.03333","finding"
"fluvoxamine","0.03333","organic chemical - pharmacologic substance"
"obsessive-compulsive disorder","0.03333","disease or syndrome - mental or behavioral dysfunction"
"serotonin uptake inhibitors","0.03333","pharmacologic substance"
"major depressive disorder","0.03333","mental or behavioral dysfunction"
"current therapy","0.03333","therapeutic or preventive procedure"
"obsessions","0.01667","mental or behavioral dysfunction"
"moderate adverse event","0.01667","finding"
"post-traumatic stress disorder","0.01667","mental or behavioral dysfunction"
"attention deficit disorder","0.01667","disease or syndrome - mental or behavioral dysfunction"
"compulsive disorder","0.01667","finding"
"implantation procedure","0.01667","therapeutic or preventive procedure"
"phobic anxiety disorder","0.01667","mental or behavioral dysfunction"
