"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"osteochondritis dissecans","0.56667","disease or syndrome - mental or behavioral dysfunction"
"intravenous infusion procedures","0.40000","therapeutic or preventive procedure"
"obsessive-compulsive disorder","0.36667","disease or syndrome - mental or behavioral dysfunction"
"anxiety disorders","0.25000","finding - mental or behavioral dysfunction"
"compulsive disorder","0.16667","finding"
"generalized anxiety disorder","0.15000","mental or behavioral dysfunction"
"anxiety generalized","0.13333","mental or behavioral dysfunction"
"psychotropic drugs","0.11667","pharmacologic substance"
"depressed mood","0.11667","finding - mental or behavioral dysfunction"
"phobic anxiety disorder","0.11667","mental or behavioral dysfunction"
"attention deficit hyperactivity disorder","0.10000","disease or syndrome - mental or behavioral dysfunction"
"phobia social","0.10000","mental or behavioral dysfunction"
"autism spectrum disorders","0.08333","congenital abnormality - mental or behavioral dysfunction"
"panic disorder","0.08333","disease or syndrome - mental or behavioral dysfunction"
"diastasis","0.08333","pathologic function"
"autistic disorder","0.08333","mental or behavioral dysfunction"
"separation anxiety disorder","0.08333","mental or behavioral dysfunction"
"major depressive disorder","0.08333","mental or behavioral dysfunction"
"mental disorders","0.08333","mental or behavioral dysfunction"
"phobia specific","0.06667","mental or behavioral dysfunction"
"seasonal affective disorder","0.06667","finding - mental or behavioral dysfunction"
"tic disorder","0.06667","mental or behavioral dysfunction"
"post-traumatic stress disorder","0.06667","mental or behavioral dysfunction"
"obsessive compulsive behavior","0.06667","mental or behavioral dysfunction"
"multiple endocrine neoplasia","0.06667","antibiotic - neoplastic process - organic chemical"
"disruptive behavior disorder","0.05000","mental or behavioral dysfunction"
"severity of symptoms","0.05000","finding"
"stress disorders traumatic","0.05000","mental or behavioral dysfunction"
"hyperactive behavior","0.05000","finding"
"schizophrenia","0.05000","mental or behavioral dysfunction"
"obsessions","0.05000","mental or behavioral dysfunction"
"asperger syndrome","0.05000","disease or syndrome"
"negative finding","0.05000","finding"
"behavior disorders","0.05000","injury or poisoning - mental or behavioral dysfunction"
"pervasive development disorder","0.05000","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"eating disorders","0.05000","mental or behavioral dysfunction"
"fluoxetine","0.05000","organic chemical - pharmacologic substance"
"contraceptive methods","0.05000","therapeutic or preventive procedure"
"poly(adp-ribose) polymerases","0.05000","enzyme"
"moderate adverse event","0.03333","finding"
"sertraline","0.03333","organic chemical - pharmacologic substance"
"neoplasm metastasis","0.03333","neoplastic process"
"allergy severity - severe","0.03333","finding"
"attention deficit disorder","0.03333","disease or syndrome - mental or behavioral dysfunction"
"implantation procedure","0.03333","therapeutic or preventive procedure"
"gravidity","0.03333","finding"
"serotonin uptake inhibitors","0.03333","pharmacologic substance"
"bipolar disorder","0.01667","mental or behavioral dysfunction"
"congenital abnormality","0.01667","congenital abnormality - disease or syndrome"
"psychotic disorders","0.01667","mental or behavioral dysfunction"
"psychotherapy","0.01667","therapeutic or preventive procedure"
"nervous system disorder","0.01667","disease or syndrome"
"anti-anxiety agents","0.01667","pharmacologic substance"
"antipsychotic agents","0.01667","pharmacologic substance"
"psychiatric problem","0.01667","mental or behavioral dysfunction"
"prophylactic treatment","0.01667","therapeutic or preventive procedure"
"claustrophobia","0.01667","mental or behavioral dysfunction"
"current therapy","0.01667","therapeutic or preventive procedure"
"physical assessment findings","0.01667","finding"
"pharmacologic substance","0.01667","pharmacologic substance - therapeutic or preventive procedure"
"antidepressive agents","0.01667","pharmacologic substance"
"medical history","0.01667","finding"
"schizoaffective disorder","0.01667","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.01667","organic chemical - pharmacologic substance"
"skills","0.01667","individual behavior"
"developmental disabilities","0.01667","mental or behavioral dysfunction"
"cognitive therapy","0.01667","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"fluvoxamine","0.01667","organic chemical - pharmacologic substance"
"selective serotonin re-uptake inhibitor","0.01667","pharmacologic substance"
"relate - vinyl resin","0.01667","organic chemical"
