"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"pharmacologic substance","0.16199","pharmacologic substance - therapeutic or preventive procedure"
"allergy severity - severe","0.14953","finding"
"hypersensitivity","0.14642","clinical attribute - finding - pathologic function"
"kidney","0.11838","body part, organ, or organ component"
"epilepsy","0.11526","disease or syndrome"
"gravidity","0.10903","finding"
"unstable status","0.09969","finding"
"malignant neoplasms","0.09969","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"hepatic","0.08723","body location or region"
"pharmaceutical preparations","0.08411","pharmacologic substance"
"congenital abnormality","0.08411","congenital abnormality - disease or syndrome"
"active brand of pseudoephedrine-triprolidine","0.07788","organic chemical - pharmacologic substance"
"investigational new drugs","0.07165","pharmacologic substance - therapeutic or preventive procedure"
"mental disorders","0.06854","mental or behavioral dysfunction"
"ethanol","0.06542","organic chemical - pharmacologic substance"
"substance abuse problem","0.05919","mental or behavioral dysfunction"
"intravenous infusion procedures","0.05919","therapeutic or preventive procedure"
"positive finding","0.05607","finding"
"heart diseases","0.05296","disease or syndrome"
"psychotic disorders","0.04984","mental or behavioral dysfunction"
"physical assessment findings","0.04984","finding"
"antipsychotic agents","0.04673","pharmacologic substance"
"tissue growth","0.04673","organ or tissue function"
"nervous system disorder","0.04673","disease or syndrome"
"diabetes mellitus","0.04361","disease or syndrome - pharmacologic substance"
"growth hormone","0.04361","pharmacologic substance"
"schizophrenia","0.04361","mental or behavioral dysfunction"
"magnetic resonance imaging","0.04361","diagnostic procedure"
"psychotropic drugs","0.04050","pharmacologic substance"
"hypertensive disease","0.04050","biologically active substance - disease or syndrome - finding"
"injury wounds","0.04050","body substance - injury or poisoning"
"asthma","0.03738","disease or syndrome"
"craniocerebral trauma","0.03738","injury or poisoning"
"depressed mood","0.03738","finding - mental or behavioral dysfunction"
"lung","0.03427","body part, organ, or organ component - disease or syndrome"
"thyroid gland","0.03427","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"autistic disorder","0.03427","mental or behavioral dysfunction"
"gene therapy","0.03427","therapeutic or preventive procedure"
"contraceptive methods","0.03115","therapeutic or preventive procedure"
"hiv","0.03115","disease or syndrome - pharmacologic substance - virus"
"vitamins","0.03115","organic chemical - pharmacologic substance"
"research outcome","0.03115","finding"
"pregnancy tests","0.03115","diagnostic procedure"
"intestines","0.03115","body part, organ, or organ component"
"liver diseases","0.03115","disease or syndrome"
"memantine","0.03115","organic chemical - pharmacologic substance"
"skeletal bone","0.02804","body location or region - body part, organ, or organ component - body substance - disease or syndrome"
"autism spectrum disorders","0.02804","congenital abnormality - mental or behavioral dysfunction"
"hearing examination finding","0.02804","finding"
"cardiovascular diseases","0.02804","disease or syndrome"
"prader-willi syndrome","0.02804","congenital abnormality - diagnostic procedure"
"dementia","0.02804","mental or behavioral dysfunction"
"medical contraindication","0.02804","finding"
"relate - vinyl resin","0.02492","organic chemical"
"major depressive disorder","0.02492","mental or behavioral dysfunction"
"diethyl sulfate","0.02181","body part, organ, or organ component - hazardous or poisonous substance - organic chemical - pharmacologic substance"
"insulin","0.02181","pharmacologic substance"
"mental retardation","0.02181","mental or behavioral dysfunction"
"operative surgical procedures","0.02181","diagnostic procedure - therapeutic or preventive procedure"
"family history","0.02181","congenital abnormality - disease or syndrome - enzyme - finding"
"electrocardiogram","0.02181","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"fragile x syndrome","0.02181","congenital abnormality - disease or syndrome"
"creatinine clearance","0.01869","finding"
"disability","0.01869","finding"
"personal satisfaction","0.01869","finding"
"serum","0.01869","biologically active substance - body substance - pharmacologic substance"
"weighing patient","0.01558","diagnostic procedure - finding"
"moderate adverse event","0.01558","finding"
"antiepileptic agents","0.01246","pharmacologic substance"
"brain","0.01246","body part, organ, or organ component - disease or syndrome"
"treatment protocols","0.01246","therapeutic or preventive procedure"
"pharmacotherapy","0.01246","therapeutic or preventive procedure"
"rett syndrome","0.01246","disease or syndrome - enzyme"
"obesity","0.01246","disease or syndrome - finding"
"blood specimen","0.01246","body substance"
"medical history","0.01246","finding"
"negative finding","0.00935","finding"
"ultrasonography","0.00935","diagnostic procedure"
"sexual intercourse - finding","0.00935","finding"
"electroencephalography","0.00935","diagnostic procedure - finding - laboratory or test result"
"enzymes","0.00935","enzyme - organic chemical"
"amniocentesis","0.00623","diagnostic procedure"
"mild adverse event","0.00623","finding"
"adrenoleukodystrophy","0.00623","disease or syndrome"
"chorionic villi sampling","0.00623","diagnostic procedure - finding"
"body mass index","0.00312","clinical attribute - diagnostic procedure"
"mucopolysaccharidosis ii","0.00312","disease or syndrome"
"trisomy","0.00312","disease or syndrome"
"atypia morphology","0.00312","finding"
"fish extract","0.00312","organic chemical"
"mass of body structure","0.00312","finding"
