"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"pharmacologic substance","0.181","pharmacologic substance - therapeutic or preventive procedure"
"gravidity","0.178","finding"
"allergy severity - severe","0.174","finding"
"congenital abnormality","0.150","congenital abnormality - disease or syndrome"
"epilepsy","0.150","disease or syndrome"
"hypersensitivity","0.146","clinical attribute - finding - pathologic function"
"gene therapy","0.137","therapeutic or preventive procedure"
"kidney","0.131","body part, organ, or organ component"
"malignant neoplasms","0.109","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"prader-willi syndrome","0.106","congenital abnormality - diagnostic procedure"
"hepatic","0.103","body location or region"
"pharmaceutical preparations","0.100","pharmacologic substance"
"unstable status","0.100","finding"
"physical assessment findings","0.093","finding"
"active brand of pseudoephedrine-triprolidine","0.093","organic chemical - pharmacologic substance"
"mental retardation","0.093","mental or behavioral dysfunction"
"positive finding","0.090","finding"
"contraceptive methods","0.084","therapeutic or preventive procedure"
"intravenous infusion procedures","0.081","therapeutic or preventive procedure"
"trisomy","0.078","disease or syndrome"
"fragile x syndrome","0.078","congenital abnormality - disease or syndrome"
"mental disorders","0.078","mental or behavioral dysfunction"
"investigational new drugs","0.075","pharmacologic substance - therapeutic or preventive procedure"
"body mass index","0.072","clinical attribute - diagnostic procedure"
"ethanol","0.069","organic chemical - pharmacologic substance"
"magnetic resonance imaging","0.069","diagnostic procedure"
"disability","0.065","finding"
"pregnancy tests","0.065","diagnostic procedure"
"moderate adverse event","0.065","finding"
"rett syndrome","0.062","disease or syndrome - enzyme"
"substance abuse problem","0.062","mental or behavioral dysfunction"
"heart diseases","0.062","disease or syndrome"
"autistic disorder","0.062","mental or behavioral dysfunction"
"antipsychotic agents","0.059","pharmacologic substance"
"hearing examination finding","0.056","finding"
"tissue growth","0.056","organ or tissue function"
"psychotic disorders","0.056","mental or behavioral dysfunction"
"skeletal bone","0.056","body location or region - body part, organ, or organ component - body substance - disease or syndrome"
"psychotropic drugs","0.056","pharmacologic substance"
"karyotype result","0.053","laboratory or test result"
"schizophrenia","0.053","mental or behavioral dysfunction"
"growth hormone","0.053","pharmacologic substance"
"negative finding","0.053","finding"
"diethyl sulfate","0.050","body part, organ, or organ component - hazardous or poisonous substance - organic chemical - pharmacologic substance"
"thyroid gland","0.050","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"nervous system disorder","0.050","disease or syndrome"
"treatment protocols","0.047","therapeutic or preventive procedure"
"personal satisfaction","0.047","finding"
"hypertensive disease","0.047","biologically active substance - disease or syndrome - finding"
"serum","0.047","biologically active substance - body substance - pharmacologic substance"
"autism spectrum disorders","0.047","congenital abnormality - mental or behavioral dysfunction"
"lung","0.047","body part, organ, or organ component - disease or syndrome"
"relate - vinyl resin","0.044","organic chemical"
"asthma","0.044","disease or syndrome"
"diabetes mellitus","0.044","disease or syndrome - pharmacologic substance"
"pharmacotherapy","0.044","therapeutic or preventive procedure"
"antiepileptic agents","0.044","pharmacologic substance"
"electrocardiogram","0.044","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"injury wounds","0.040","body substance - injury or poisoning"
"vitamins","0.040","organic chemical - pharmacologic substance"
"depressed mood","0.040","finding - mental or behavioral dysfunction"
"mass of body structure","0.040","finding"
"liver diseases","0.040","disease or syndrome"
"craniocerebral trauma","0.037","injury or poisoning"
"adrenoleukodystrophy","0.037","disease or syndrome"
"enzymes","0.037","enzyme - organic chemical"
"weighing patient","0.037","diagnostic procedure - finding"
"amniocentesis","0.037","diagnostic procedure"
"obesity","0.037","disease or syndrome - finding"
"mild adverse event","0.037","finding"
"sexual intercourse - finding","0.037","finding"
"medical history","0.037","finding"
"atypia morphology","0.037","finding"
"mucopolysaccharidosis ii","0.034","disease or syndrome"
"weeks pregnant","0.034","finding"
"chorionic villi sampling","0.034","diagnostic procedure - finding"
"blood specimen","0.034","body substance"
"major depressive disorder","0.034","mental or behavioral dysfunction"
"ultrasonography","0.034","diagnostic procedure"
"medical contraindication","0.031","finding"
"operative surgical procedures","0.031","diagnostic procedure - therapeutic or preventive procedure"
"brain","0.031","body part, organ, or organ component - disease or syndrome"
"family history","0.031","congenital abnormality - disease or syndrome - enzyme - finding"
"research outcome","0.031","finding"
"electroencephalography","0.031","diagnostic procedure - finding - laboratory or test result"
"fish extract","0.031","organic chemical"
"creatinine clearance","0.031","finding"
"hiv","0.031","disease or syndrome - pharmacologic substance - virus"
"memantine","0.031","organic chemical - pharmacologic substance"
"intestines","0.031","body part, organ, or organ component"
"insulin","0.031","pharmacologic substance"
"dementia","0.031","mental or behavioral dysfunction"
"cardiovascular diseases","0.031","disease or syndrome"
