"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"gravidity","0.47191","finding"
"mental disorders","0.35955","mental or behavioral dysfunction"
"intravenous infusion procedures","0.32584","therapeutic or preventive procedure"
"ethanol","0.30337","organic chemical - pharmacologic substance"
"opioids","0.30337","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"psychotic disorders","0.28090","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.26966","organic chemical - pharmacologic substance"
"pharmacologic substance","0.22472","pharmacologic substance - therapeutic or preventive procedure"
"allergy severity - severe","0.22472","finding"
"benzodiazepines","0.20225","organic chemical - pharmacologic substance"
"hypersensitivity","0.19101","clinical attribute - finding - pathologic function"
"physical assessment findings","0.19101","finding"
"opiate addiction","0.17978","mental or behavioral dysfunction"
"unstable status","0.16854","finding"
"alanine transaminase","0.15730","congenital abnormality - disease or syndrome - enzyme"
"cardiovascular diseases","0.15730","disease or syndrome"
"schizophrenia","0.15730","mental or behavioral dysfunction"
"bipolar disorder","0.15730","mental or behavioral dysfunction"
"contraceptive methods","0.13483","therapeutic or preventive procedure"
"chronic pain","0.13483","disease or syndrome"
"naloxone","0.13483","organic chemical - pharmacologic substance"
"opiates","0.13483","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"aspartate transaminase","0.13483","enzyme"
"suicidal","0.12360","finding"
"manic","0.12360","finding - mental or behavioral dysfunction"
"buprenorphine","0.12360","organic chemical - pharmacologic substance"
"transaminases","0.12360","enzyme"
"detoxification procedure","0.11236","therapeutic or preventive procedure"
"impaired cognition","0.11236","finding - mental or behavioral dysfunction"
"congenital abnormality","0.10112","congenital abnormality - disease or syndrome"
"kidney failure","0.08989","disease or syndrome - finding"
"pharmaceutical preparations","0.08989","pharmacologic substance"
"blood pressure finding","0.08989","finding"
"electrocardiogram","0.08989","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"naltrexone","0.08989","organic chemical - pharmacologic substance"
"heart","0.08989","body part, organ, or organ component - pharmacologic substance"
"creatinine","0.08989","biologically active substance - finding - organic chemical"
"depressed mood","0.08989","finding - mental or behavioral dysfunction"
"clonidine","0.07865","organic chemical - pharmacologic substance"
"nervous system disorder","0.07865","disease or syndrome"
"indinavir","0.07865","organic chemical - pharmacologic substance"
"saquinavir","0.07865","organic chemical - pharmacologic substance"
"asthma","0.07865","disease or syndrome"
"antifungal agents","0.07865","pharmacologic substance"
"azoles","0.07865","organic chemical"
"erythromycin","0.07865","antibiotic - organic chemical"
"lactation","0.07865","organ or tissue function"
"protease inhibitor","0.07865","biologically active substance - pharmacologic substance"
"respiratory insufficiency","0.07865","disease or syndrome - pathologic function"
"craniocerebral trauma","0.07865","injury or poisoning"
"mercury","0.07865","hazardous or poisonous substance"
"anticoagulants","0.07865","pharmacologic substance"
"ritonavir","0.07865","organic chemical - pharmacologic substance"
"psychiatric symptom","0.07865","sign or symptom"
"cytochromes","0.07865","biologically active substance"
"bilirubin","0.07865","biologically active substance - laboratory or test result - organic chemical"
"ketoconazole","0.07865","organic chemical - pharmacologic substance"
"macrolide antibiotics","0.07865","antibiotic - organic chemical"
"azole antifungals","0.07865","organic chemical - pharmacologic substance"
"breast","0.06742","body part, organ, or organ component"
"hepatic","0.06742","body location or region"
"positive finding","0.06742","finding"
"alcoholic intoxication chronic","0.06742","mental or behavioral dysfunction"
"drug dependence","0.06742","mental or behavioral dysfunction"
"cor pulmonale","0.06742","disease or syndrome"
"cocaine","0.06742","hazardous or poisonous substance - injury or poisoning - organic chemical - pharmacologic substance"
"endocrine system diseases","0.06742","disease or syndrome - finding"
"coagulants","0.06742","pharmacologic substance"
"endopeptidases","0.06742","enzyme - pharmacologic substance"
"suicide risk","0.06742","finding"
"hypertensive disease","0.06742","biologically active substance - disease or syndrome - finding"
"warfarin","0.06742","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"macrolides","0.06742","antibiotic - organic chemical - pharmacologic substance"
"diabetes","0.06742","disease or syndrome"
"phobic anxiety disorder","0.06742","mental or behavioral dysfunction"
"hypothyroidism","0.05618","disease or syndrome"
"substance abuse problem","0.05618","mental or behavioral dysfunction"
"liver diseases","0.05618","disease or syndrome"
"lung diseases obstructive","0.05618","disease or syndrome"
"diastolic blood pressure","0.05618","clinical attribute - diagnostic procedure - finding"
"chest pain","0.05618","sign or symptom"
"myxedema","0.05618","disease or syndrome"
"myocardial infarction","0.05618","disease or syndrome - finding"
"allergic reaction","0.05618","pathologic function"
"psychotropic drugs","0.05618","pharmacologic substance"
"methadone maintenance","0.05618","therapeutic or preventive procedure"
"systolic pressure","0.05618","clinical attribute - diagnostic procedure"
"systemic disease","0.05618","disease or syndrome"
"unconscious state","0.05618","disease or syndrome - finding"
"unipolar depression","0.05618","mental or behavioral dysfunction"
"acquired immunodeficiency syndrome","0.05618","disease or syndrome"
"cardiomyopathies","0.05618","disease or syndrome"
"autoimmune diseases","0.05618","disease or syndrome"
"acute hepatitis","0.05618","disease or syndrome"
"blood coagulation disorders","0.05618","disease or syndrome - organ or tissue function - pathologic function"
"investigational new drugs","0.05618","pharmacologic substance - therapeutic or preventive procedure"
"diastole","0.05618","clinical attribute"
"treatment and maintenance","0.05618","therapeutic or preventive procedure"
"cytochrome p450 3a4","0.05618","enzyme"
"neurobehavioral manifestations","0.05618","sign or symptom"
"tricyclic antidepressive agents","0.04494","pharmacologic substance"
"edema","0.04494","disease or syndrome - finding - pathologic function"
"delirium dementia amnestic cognitive disorders","0.04494","mental or behavioral dysfunction"
"immunologic deficiency syndromes","0.04494","disease or syndrome"
"enlarged vestibular aqueduct syndrome","0.04494","disease or syndrome - organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"infantile neuroaxonal dystrophy","0.04494","disease or syndrome"
"physical dependence","0.04494","mental or behavioral dysfunction"
"caffeine","0.04494","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"antipsychotic agents","0.04494","pharmacologic substance"
"sgot - glutamate oxaloacetate transaminase","0.04494","enzyme"
"liver failure","0.04494","disease or syndrome"
"liver function","0.04494","organ or tissue function"
"pregnancy tests","0.04494","diagnostic procedure"
"peripheral neuropathy","0.04494","disease or syndrome"
"injury wounds","0.04494","body substance - injury or poisoning"
"psychoactive substances","0.04494","hazardous or poisonous substance - pharmacologic substance"
"cardiac arrhythmia","0.04494","finding - pathologic function"
"sexually active","0.04494","finding"
"suicide attempt","0.04494","finding - mental or behavioral dysfunction"
"kidney diseases","0.03371","disease or syndrome"
"calcium channel blockers","0.03371","pharmacologic substance"
"anxiety disorders","0.03371","finding - mental or behavioral dysfunction"
"epilepsy","0.03371","disease or syndrome"
"immune deficiency","0.03371","disease or syndrome"
"homicidal","0.03371","mental or behavioral dysfunction"
"partial response","0.03371","finding - receptor"
"hypertension untreated","0.03371","finding"
"blood vessel","0.03371","body part, organ, or organ component - finding"
"methadyl acetate","0.03371","organic chemical - pharmacologic substance"
"hypnotics and sedatives","0.03371","pharmacologic substance"
"wounds and injuries","0.03371","injury or poisoning"
"aids dementia complex","0.03371","disease or syndrome"
"adrenergic beta-antagonists","0.03371","pharmacologic substance"
"mood disorders","0.03371","mental or behavioral dysfunction"
"screening for cancer","0.03371","diagnostic procedure"
"overdose","0.03371","injury or poisoning"
"tuberculosis active","0.03371","disease or syndrome"
"major depressive disorder","0.03371","mental or behavioral dysfunction"
"clonazepam","0.03371","organic chemical - pharmacologic substance"
"physical disorders","0.03371","disease or syndrome"
"operative surgical procedures","0.03371","diagnostic procedure - therapeutic or preventive procedure"
"communicable diseases","0.03371","disease or syndrome"
"substance dependence","0.02247","mental or behavioral dysfunction"
"brain","0.02247","body part, organ, or organ component - disease or syndrome"
"narcotics","0.02247","biologically active substance - hazardous or poisonous substance - pharmacologic substance"
"hiv seropositivity","0.02247","finding"
"psychotherapy","0.02247","therapeutic or preventive procedure"
"hysterectomy","0.02247","therapeutic or preventive procedure"
"nicotine dependence","0.02247","mental or behavioral dysfunction"
"heroin dependence","0.02247","mental or behavioral dysfunction"
"severe combined immunodeficiency","0.02247","diagnostic procedure - disease or syndrome"
"oral contraception","0.02247","pharmacologic substance - therapeutic or preventive procedure"
"bilateral prophylactic mastectomy","0.02247","organic chemical - therapeutic or preventive procedure"
"disease of diaphragm","0.02247","body part, organ, or organ component - disease or syndrome"
"spermatocidal agents","0.02247","pharmacologic substance"
"injectables","0.02247","pharmacologic substance"
"hepatitis active","0.02247","finding"
"implantation procedure","0.02247","therapeutic or preventive procedure"
"pharmacotherapy","0.02247","therapeutic or preventive procedure"
"therapeutic brand of coal tar","0.02247","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"tubal ligation","0.02247","therapeutic or preventive procedure"
"urine sample","0.01124","body substance"
"proline","0.01124","biologically active substance"
"opioid withdrawal","0.01124","mental or behavioral dysfunction"
"medical history","0.01124","finding"
"contraceptives oral","0.01124","pharmacologic substance - therapeutic or preventive procedure"
"placebos","0.01124","therapeutic or preventive procedure"
"pulse rate","0.01124","clinical attribute"
