"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"intravenous infusion procedures","0.46067","therapeutic or preventive procedure"
"opiate addiction","0.44944","mental or behavioral dysfunction"
"opioids","0.39326","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"opiates","0.32584","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"contraceptive methods","0.28090","therapeutic or preventive procedure"
"pharmacologic substance","0.25843","pharmacologic substance - therapeutic or preventive procedure"
"positive finding","0.22472","finding"
"treatment and maintenance","0.21348","therapeutic or preventive procedure"
"methadone maintenance","0.15730","therapeutic or preventive procedure"
"buprenorphine","0.13483","organic chemical - pharmacologic substance"
"heroin dependence","0.12360","mental or behavioral dysfunction"
"substance abuse problem","0.10112","mental or behavioral dysfunction"
"physical assessment findings","0.10112","finding"
"negative finding","0.08989","finding"
"detoxification procedure","0.07865","therapeutic or preventive procedure"
"cocaine","0.07865","hazardous or poisonous substance - injury or poisoning - organic chemical - pharmacologic substance"
"naloxone","0.06742","organic chemical - pharmacologic substance"
"relate - vinyl resin","0.06742","organic chemical"
"active brand of pseudoephedrine-triprolidine","0.06742","organic chemical - pharmacologic substance"
"drug dependence","0.05618","mental or behavioral dysfunction"
"gravidity","0.05618","finding"
"sexually active","0.05618","finding"
"mental disorders","0.05618","mental or behavioral dysfunction"
"cataract anterior polar","0.04494","acquired abnormality - disease or syndrome - therapeutic or preventive procedure"
"infusion of drug","0.04494","therapeutic or preventive procedure"
"naltrexone","0.04494","organic chemical - pharmacologic substance"
"narcotics","0.04494","biologically active substance - hazardous or poisonous substance - pharmacologic substance"
"urine sample","0.03371","body substance"
"proline","0.03371","biologically active substance"
"progesterone","0.03371","pharmacologic substance"
"opioid withdrawal","0.03371","mental or behavioral dysfunction"
"severe combined immunodeficiency","0.03371","diagnostic procedure - disease or syndrome"
"physical dependence","0.03371","mental or behavioral dysfunction"
"track marks","0.03371","finding"
"personal satisfaction","0.03371","finding"
"psychotropic drugs","0.03371","pharmacologic substance"
"ethanol","0.03371","organic chemical - pharmacologic substance"
"disease of diaphragm","0.03371","body part, organ, or organ component - disease or syndrome"
"screening for cancer","0.03371","diagnostic procedure"
"pregnancy tests","0.03371","diagnostic procedure"
"neck","0.03371","body location or region"
"blood pressure finding","0.02247","finding"
"psychotic disorders","0.02247","mental or behavioral dysfunction"
"hysterectomy","0.02247","therapeutic or preventive procedure"
"manic","0.02247","finding - mental or behavioral dysfunction"
"chronic pain","0.02247","disease or syndrome"
"hypertension untreated","0.02247","finding"
"schizophrenia","0.02247","mental or behavioral dysfunction"
"allergic reaction","0.02247","pathologic function"
"bipolar disorder","0.02247","mental or behavioral dysfunction"
"pharmaceutical preparations","0.02247","pharmacologic substance"
"systolic pressure","0.02247","clinical attribute - diagnostic procedure"
"unconscious state","0.02247","disease or syndrome - finding"
"sgot - glutamate oxaloacetate transaminase","0.02247","enzyme"
"clonidine","0.02247","organic chemical - pharmacologic substance"
"congenital abnormality","0.02247","congenital abnormality - disease or syndrome"
"medical history","0.02247","finding"
"aids dementia complex","0.02247","disease or syndrome"
"bilateral prophylactic mastectomy","0.02247","organic chemical - therapeutic or preventive procedure"
"mercury","0.02247","hazardous or poisonous substance"
"spermatocidal agents","0.02247","pharmacologic substance"
"unstable status","0.02247","finding"
"contraceptives oral","0.02247","pharmacologic substance - therapeutic or preventive procedure"
"overdose","0.02247","injury or poisoning"
"acute hepatitis","0.02247","disease or syndrome"
"suicide risk","0.02247","finding"
"hypertensive disease","0.02247","biologically active substance - disease or syndrome - finding"
"pulse rate","0.02247","clinical attribute"
"placebos","0.02247","therapeutic or preventive procedure"
"suicide attempt","0.02247","finding - mental or behavioral dysfunction"
"implantation procedure","0.02247","therapeutic or preventive procedure"
"clonazepam","0.02247","organic chemical - pharmacologic substance"
"diabetes","0.02247","disease or syndrome"
"therapeutic brand of coal tar","0.02247","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"hepatitis active","0.01124","finding"
"brain","0.01124","body part, organ, or organ component - disease or syndrome"
"hiv seropositivity","0.01124","finding"
"delirium dementia amnestic cognitive disorders","0.01124","mental or behavioral dysfunction"
"pharmacotherapy","0.01124","therapeutic or preventive procedure"
"anxiety disorders","0.01124","finding - mental or behavioral dysfunction"
"nicotine dependence","0.01124","mental or behavioral dysfunction"
"injectables","0.01124","pharmacologic substance"
"cardiovascular diseases","0.01124","disease or syndrome"
"infantile neuroaxonal dystrophy","0.01124","disease or syndrome"
"oral contraception","0.01124","pharmacologic substance - therapeutic or preventive procedure"
"substance dependence","0.01124","mental or behavioral dysfunction"
"lactation","0.01124","organ or tissue function"
"operative surgical procedures","0.01124","diagnostic procedure - therapeutic or preventive procedure"
"unipolar depression","0.01124","mental or behavioral dysfunction"
"electrocardiogram","0.01124","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"protease inhibitor","0.01124","biologically active substance - pharmacologic substance"
"endopeptidases","0.01124","enzyme - pharmacologic substance"
"psychiatric symptom","0.01124","sign or symptom"
"psychotherapy","0.01124","therapeutic or preventive procedure"
"depressed mood","0.01124","finding - mental or behavioral dysfunction"
"tubal ligation","0.01124","therapeutic or preventive procedure"
"physical disorders","0.01124","disease or syndrome"
