"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"opioids","0.551","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"opiate addiction","0.539","mental or behavioral dysfunction"
"intravenous infusion procedures","0.539","therapeutic or preventive procedure"
"gravidity","0.494","finding"
"pharmacologic substance","0.449","pharmacologic substance - therapeutic or preventive procedure"
"mental disorders","0.416","mental or behavioral dysfunction"
"contraceptive methods","0.382","therapeutic or preventive procedure"
"opiates","0.360","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"ethanol","0.337","organic chemical - pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.315","organic chemical - pharmacologic substance"
"psychotic disorders","0.303","mental or behavioral dysfunction"
"positive finding","0.281","finding"
"treatment and maintenance","0.247","therapeutic or preventive procedure"
"physical assessment findings","0.236","finding"
"allergy severity - severe","0.225","finding"
"buprenorphine","0.213","organic chemical - pharmacologic substance"
"benzodiazepines","0.202","organic chemical - pharmacologic substance"
"hypersensitivity","0.191","clinical attribute - finding - pathologic function"
"methadone maintenance","0.191","therapeutic or preventive procedure"
"unstable status","0.191","finding"
"bipolar disorder","0.180","mental or behavioral dysfunction"
"detoxification procedure","0.180","therapeutic or preventive procedure"
"schizophrenia","0.180","mental or behavioral dysfunction"
"naloxone","0.169","organic chemical - pharmacologic substance"
"cardiovascular diseases","0.169","disease or syndrome"
"chronic pain","0.157","disease or syndrome"
"substance abuse problem","0.157","mental or behavioral dysfunction"
"alanine transaminase","0.157","congenital abnormality - disease or syndrome - enzyme"
"manic","0.146","finding - mental or behavioral dysfunction"
"aspartate transaminase","0.135","enzyme"
"heroin dependence","0.135","mental or behavioral dysfunction"
"suicidal","0.124","finding"
"cocaine","0.124","hazardous or poisonous substance - injury or poisoning - organic chemical - pharmacologic substance"
"drug dependence","0.124","mental or behavioral dysfunction"
"naltrexone","0.124","organic chemical - pharmacologic substance"
"transaminases","0.124","enzyme"
"congenital abnormality","0.112","congenital abnormality - disease or syndrome"
"impaired cognition","0.112","finding - mental or behavioral dysfunction"
"blood pressure finding","0.112","finding"
"pharmaceutical preparations","0.112","pharmacologic substance"
"clonidine","0.101","organic chemical - pharmacologic substance"
"mercury","0.101","hazardous or poisonous substance"
"electrocardiogram","0.101","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"sexually active","0.101","finding"
"psychiatric symptom","0.090","sign or symptom"
"suicide risk","0.090","finding"
"heart","0.090","body part, organ, or organ component - pharmacologic substance"
"hypertensive disease","0.090","biologically active substance - disease or syndrome - finding"
"kidney failure","0.090","disease or syndrome - finding"
"lactation","0.090","organ or tissue function"
"protease inhibitor","0.090","biologically active substance - pharmacologic substance"
"depressed mood","0.090","finding - mental or behavioral dysfunction"
"diabetes","0.090","disease or syndrome"
"negative finding","0.090","finding"
"creatinine","0.090","biologically active substance - finding - organic chemical"
"macrolide antibiotics","0.079","antibiotic - organic chemical"
"systolic pressure","0.079","clinical attribute - diagnostic procedure"
"respiratory insufficiency","0.079","disease or syndrome - pathologic function"
"pregnancy tests","0.079","diagnostic procedure"
"ketoconazole","0.079","organic chemical - pharmacologic substance"
"allergic reaction","0.079","pathologic function"
"erythromycin","0.079","antibiotic - organic chemical"
"unconscious state","0.079","disease or syndrome - finding"
"ritonavir","0.079","organic chemical - pharmacologic substance"
"saquinavir","0.079","organic chemical - pharmacologic substance"
"azoles","0.079","organic chemical"
"craniocerebral trauma","0.079","injury or poisoning"
"indinavir","0.079","organic chemical - pharmacologic substance"
"acute hepatitis","0.079","disease or syndrome"
"asthma","0.079","disease or syndrome"
"antifungal agents","0.079","pharmacologic substance"
"psychotropic drugs","0.079","pharmacologic substance"
"anticoagulants","0.079","pharmacologic substance"
"cytochromes","0.079","biologically active substance"
"bilirubin","0.079","biologically active substance - laboratory or test result - organic chemical"
"nervous system disorder","0.079","disease or syndrome"
"azole antifungals","0.079","organic chemical - pharmacologic substance"
"endopeptidases","0.067","enzyme - pharmacologic substance"
"warfarin","0.067","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"alcoholic intoxication chronic","0.067","mental or behavioral dysfunction"
"macrolides","0.067","antibiotic - organic chemical - pharmacologic substance"
"physical dependence","0.067","mental or behavioral dysfunction"
"phobic anxiety disorder","0.067","mental or behavioral dysfunction"
"breast","0.067","body part, organ, or organ component"
"relate - vinyl resin","0.067","organic chemical"
"cor pulmonale","0.067","disease or syndrome"
"coagulants","0.067","pharmacologic substance"
"hepatic","0.067","body location or region"
"sgot - glutamate oxaloacetate transaminase","0.067","enzyme"
"unipolar depression","0.067","mental or behavioral dysfunction"
"endocrine system diseases","0.067","disease or syndrome - finding"
"suicide attempt","0.067","finding - mental or behavioral dysfunction"
"narcotics","0.067","biologically active substance - hazardous or poisonous substance - pharmacologic substance"
"screening for cancer","0.056","diagnostic procedure"
"hypertension untreated","0.056","finding"
"hypothyroidism","0.056","disease or syndrome"
"cardiomyopathies","0.056","disease or syndrome"
"autoimmune diseases","0.056","disease or syndrome"
"investigational new drugs","0.056","pharmacologic substance - therapeutic or preventive procedure"
"neurobehavioral manifestations","0.056","sign or symptom"
"diastolic blood pressure","0.056","clinical attribute - diagnostic procedure - finding"
"myxedema","0.056","disease or syndrome"
"myocardial infarction","0.056","disease or syndrome - finding"
"aids dementia complex","0.056","disease or syndrome"
"liver diseases","0.056","disease or syndrome"
"diastole","0.056","clinical attribute"
"clonazepam","0.056","organic chemical - pharmacologic substance"
"lung diseases obstructive","0.056","disease or syndrome"
"chest pain","0.056","sign or symptom"
"systemic disease","0.056","disease or syndrome"
"delirium dementia amnestic cognitive disorders","0.056","mental or behavioral dysfunction"
"overdose","0.056","injury or poisoning"
"blood coagulation disorders","0.056","disease or syndrome - organ or tissue function - pathologic function"
"disease of diaphragm","0.056","body part, organ, or organ component - disease or syndrome"
"acquired immunodeficiency syndrome","0.056","disease or syndrome"
"cytochrome p450 3a4","0.056","enzyme"
"cataract anterior polar","0.045","acquired abnormality - disease or syndrome - therapeutic or preventive procedure"
