"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"mechanical detachment","0.547","pathologic function"
"retina","0.516","body part, organ, or organ component - disease or syndrome - organic chemical - pharmacologic substance"
"retinal diseases","0.266","disease or syndrome - finding"
"operative surgical procedures","0.203","diagnostic procedure - therapeutic or preventive procedure"
"glaucoma","0.203","disease or syndrome - finding"
"pharmacologic substance","0.188","pharmacologic substance - therapeutic or preventive procedure"
"active brand of pseudoephedrine-triprolidine","0.172","organic chemical - pharmacologic substance"
"hypersensitivity","0.156","clinical attribute - finding - pathologic function"
"rhegmatogenous retinal detachment","0.156","disease or syndrome"
"tomography optical coherence","0.141","diagnostic procedure - enzyme"
"glycogen storage disease type ii","0.141","disease or syndrome"
"uveitis","0.141","disease or syndrome - finding"
"vegf protein human","0.141","biologically active substance - pharmacologic substance - therapeutic or preventive procedure"
"bevacizumab","0.141","pharmacologic substance"
"intraocular pressure test","0.141","diagnostic procedure - disease or syndrome - organ or tissue function"
"light coagulation","0.125","therapeutic or preventive procedure"
"blood vessel","0.125","body part, organ, or organ component - finding"
"corrected visual acuity","0.125","clinical attribute"
"follow-up status","0.125","finding"
"cataract adverse event","0.125","finding"
"macule","0.125","body part, organ, or organ component - sign or symptom"
"laser photocoagulation","0.125","therapeutic or preventive procedure"
"psychotic disorders","0.109","mental or behavioral dysfunction"
"injury wounds","0.109","body substance - injury or poisoning"
"lens diseases","0.109","body part, organ, or organ component - disease or syndrome"
"contraceptive methods","0.109","therapeutic or preventive procedure"
"intravenous infusion procedures","0.109","therapeutic or preventive procedure"
"photochemotherapy","0.109","therapeutic or preventive procedure"
"atrophic","0.109","disease or syndrome - pathologic function"
"proliferative vitreoretinopathy","0.109","disease or syndrome"
"pregnancy tests","0.094","diagnostic procedure"
"hole finding","0.094","finding"
"physical assessment findings","0.094","finding"
"decreased translucency","0.094","finding"
"allergy severity - severe","0.094","finding"
"abnormal degeneration","0.094","pathologic function"
"inflammation","0.094","pathologic function"
"pharmaceutical preparations","0.094","pharmacologic substance"
"cataract surgery","0.094","therapeutic or preventive procedure"
"nervous system disorder","0.094","disease or syndrome"
"positive finding","0.078","finding"
"body site modifier - external","0.078","body location or region"
"eye infections","0.078","disease or syndrome"
"epilepsy","0.078","disease or syndrome"
"astrocytic phosphoprotein pea-15","0.078","biologically active substance"
"dilation procedure","0.078","pathologic function - therapeutic or preventive procedure"
"veins","0.078","body part, organ, or organ component"
"lactation","0.078","organ or tissue function"
"folic acid","0.078","disease or syndrome - organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"electroencephalography","0.078","diagnostic procedure - finding - laboratory or test result"
"macular holes","0.078","disease or syndrome"
"medical contraindication","0.078","finding"
"retinal perforations","0.078","disease or syndrome"
"neoplasm metastasis","0.078","neoplastic process"
"relate - vinyl resin","0.078","organic chemical"
"angiogram","0.078","diagnostic procedure"
"prior therapy","0.078","clinical attribute"
"fibrosis","0.078","pathologic function"
"proliferative diabetic retinopathy","0.078","disease or syndrome"
"verteporfin","0.078","organic chemical - pharmacologic substance"
"myopia","0.078","disease or syndrome"
"vitreous hemorrhage","0.078","finding - pathologic function"
"ethanol","0.062","organic chemical - pharmacologic substance"
"vitreoretinopathy neovascular inflammatory","0.062","disease or syndrome"
"bipolar disorder","0.062","mental or behavioral dysfunction"
"congenital abnormality","0.062","congenital abnormality - disease or syndrome"
"mydriasis","0.062","organ or tissue function - sign or symptom"
"hypertensive disease","0.062","biologically active substance - disease or syndrome - finding"
"ranibizumab","0.062","pharmacologic substance"
"disorder of eye","0.062","disease or syndrome"
"movement disorders","0.062","disease or syndrome"
"retinal pigment epithelial detachment","0.062","disease or syndrome"
"traction","0.062","therapeutic or preventive procedure"
"unstable status","0.062","finding"
"dementia","0.062","mental or behavioral dysfunction"
"cerebrovascular accident","0.062","disease or syndrome - therapeutic or preventive procedure"
"mental disorders","0.062","mental or behavioral dysfunction"
"diethylstilbestrol","0.062","disease or syndrome - organic chemical - pharmacologic substance"
"unmarried","0.062","finding"
"contraceptives oral","0.062","pharmacologic substance - therapeutic or preventive procedure"
"depressed mood","0.062","finding - mental or behavioral dysfunction"
"therapeutic radiology procedure","0.062","body location or region - finding - neoplastic process - therapeutic or preventive procedure"
"structure of retinal pigment epithelium","0.062","body part, organ, or organ component"
"macular edema cystoid","0.062","disease or syndrome"
"disease of diaphragm","0.062","body part, organ, or organ component - disease or syndrome"
"post-traumatic stress disorder","0.062","mental or behavioral dysfunction"
"retinal pigments","0.062","biologically active substance - organic chemical"
"induced hyperthermia","0.062","therapeutic or preventive procedure"
"suicidal","0.047","finding"
"pathology processes","0.047","pathologic function"
"minerals","0.047","inorganic chemical"
"anesthetics","0.047","pharmacologic substance"
"history of vitrectomy","0.047","finding"
"carmustine-cytarabine-etoposide-melphalan regimen","0.047","therapeutic or preventive procedure"
"moderate adverse event","0.047","finding"
"consciousness related finding","0.047","finding"
"choroidal rupture","0.047","disease or syndrome"
"steroid therapy","0.047","therapeutic or preventive procedure"
"adrenal cortex hormones","0.047","pharmacologic substance"
"personality disorders","0.047","mental or behavioral dysfunction"
"magnetic resonance imaging","0.047","diagnostic procedure"
"corneal opacity","0.047","finding"
"unconscious state","0.047","disease or syndrome - finding"
"structure of fovea centralis","0.047","body part, organ, or organ component"
"fluorescein angiography","0.047","diagnostic procedure"
"neurodegenerative disorders","0.047","disease or syndrome"
"therapeutic brand of coal tar","0.047","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"topical anesthetic","0.047","pharmacologic substance"
"substance abuse problem","0.047","mental or behavioral dysfunction"
"fundus","0.047","body part, organ, or organ component"
"endophthalmitis","0.047","disease or syndrome"
"cardiovascular diseases","0.047","disease or syndrome"
"schizophrenia","0.047","mental or behavioral dysfunction"
"vitamins","0.047","organic chemical - pharmacologic substance"
