"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"retina","0.37500","body part, organ, or organ component - disease or syndrome - organic chemical - pharmacologic substance"
"mechanical detachment","0.28125","pathologic function"
"glaucoma","0.20312","disease or syndrome - finding"
"retinal diseases","0.18750","disease or syndrome - finding"
"pharmacologic substance","0.17188","pharmacologic substance - therapeutic or preventive procedure"
"active brand of pseudoephedrine-triprolidine","0.15625","organic chemical - pharmacologic substance"
"hypersensitivity","0.15625","clinical attribute - finding - pathologic function"
"uveitis","0.14062","disease or syndrome - finding"
"glycogen storage disease type ii","0.14062","disease or syndrome"
"blood vessel","0.12500","body part, organ, or organ component - finding"
"cataract adverse event","0.12500","finding"
"atrophic","0.10938","disease or syndrome - pathologic function"
"injury wounds","0.10938","body substance - injury or poisoning"
"vegf protein human","0.10938","biologically active substance - pharmacologic substance - therapeutic or preventive procedure"
"light coagulation","0.10938","therapeutic or preventive procedure"
"bevacizumab","0.10938","pharmacologic substance"
"laser photocoagulation","0.10938","therapeutic or preventive procedure"
"intraocular pressure test","0.10938","diagnostic procedure - disease or syndrome - organ or tissue function"
"contraceptive methods","0.09375","therapeutic or preventive procedure"
"psychotic disorders","0.09375","mental or behavioral dysfunction"
"inflammation","0.09375","pathologic function"
"pharmaceutical preparations","0.09375","pharmacologic substance"
"cataract surgery","0.09375","therapeutic or preventive procedure"
"operative surgical procedures","0.09375","diagnostic procedure - therapeutic or preventive procedure"
"decreased translucency","0.09375","finding"
"nervous system disorder","0.09375","disease or syndrome"
"epilepsy","0.07812","disease or syndrome"
"lens diseases","0.07812","body part, organ, or organ component - disease or syndrome"
"photochemotherapy","0.07812","therapeutic or preventive procedure"
"verteporfin","0.07812","organic chemical - pharmacologic substance"
"body site modifier - external","0.07812","body location or region"
"lactation","0.07812","organ or tissue function"
"allergy severity - severe","0.07812","finding"
"eye infections","0.07812","disease or syndrome"
"myopia","0.07812","disease or syndrome"
"pregnancy tests","0.07812","diagnostic procedure"
"hole finding","0.07812","finding"
"macular holes","0.07812","disease or syndrome"
"vitreous hemorrhage","0.07812","finding - pathologic function"
"prior therapy","0.07812","clinical attribute"
"physical assessment findings","0.07812","finding"
"medical contraindication","0.07812","finding"
"unstable status","0.06250","finding"
"disorder of eye","0.06250","disease or syndrome"
"veins","0.06250","body part, organ, or organ component"
"structure of retinal pigment epithelium","0.06250","body part, organ, or organ component"
