"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"mini-mental status exam","0.27631","diagnostic procedure"
"dactinomycin","0.17339","antibiotic - body part, organ, or organ component - disease or syndrome - therapeutic or preventive procedure"
"mild adverse event","0.16504","finding"
"intravenous infusion procedures","0.12239","therapeutic or preventive procedure"
"impaired cognition","0.11822","finding - mental or behavioral dysfunction"
"magnetic resonance imaging","0.10385","diagnostic procedure"
"memory observations","0.09689","finding"
"mild cognitive disorder","0.08530","mental or behavioral dysfunction"
"relate - vinyl resin","0.08299","organic chemical"
"physical assessment findings","0.07650","finding"
"contraceptive methods","0.06861","therapeutic or preventive procedure"
"depressed mood","0.06630","finding - mental or behavioral dysfunction"
"operative surgical procedures","0.06444","diagnostic procedure - therapeutic or preventive procedure"
"cdr1 protein human","0.06120","biologically active substance"
"cholinesterase inhibitors","0.05934","organic chemical - pharmacologic substance"
"moderate adverse event","0.05888","finding"
"multiple endocrine neoplasia","0.05888","antibiotic - neoplastic process - organic chemical"
"communication impairment","0.05239","finding - mental or behavioral dysfunction"
"memantine","0.04914","organic chemical - pharmacologic substance"
"mental disorders","0.04868","mental or behavioral dysfunction"
"negative finding","0.04682","finding"
"cognitive therapy","0.04682","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"mental state examination","0.04682","therapeutic or preventive procedure"
"body mass index","0.04590","clinical attribute - diagnostic procedure"
"pharmacologic substance","0.04358","pharmacologic substance - therapeutic or preventive procedure"
"medical history","0.04265","finding"
"cholinesterases","0.04172","enzyme"
"pregnancy tests","0.03802","diagnostic procedure"
"cerebrovascular accident","0.03802","disease or syndrome - therapeutic or preventive procedure"
"positive finding","0.03755","finding"
"neuropsychological tests","0.03755","diagnostic procedure"
"electrocardiogram","0.03755","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"hearing examination finding","0.03662","finding"
"sterility","0.03662","pathologic function"
"mass of body structure","0.03662","finding"
