"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"allergy severity - severe","0.26055","finding"
"pharmacologic substance","0.24478","pharmacologic substance - therapeutic or preventive procedure"
"mental disorders","0.24339","mental or behavioral dysfunction"
"ethanol","0.22207","organic chemical - pharmacologic substance"
"depressed mood","0.18869","finding - mental or behavioral dysfunction"
"cerebrovascular accident","0.17524","disease or syndrome - therapeutic or preventive procedure"
"unstable status","0.17014","finding"
"active brand of pseudoephedrine-triprolidine","0.16690","organic chemical - pharmacologic substance"
"hypersensitivity","0.15624","clinical attribute - finding - pathologic function"
"pharmaceutical preparations","0.15160","pharmacologic substance"
"magnetic resonance imaging","0.14047","diagnostic procedure"
"substance abuse problem","0.13908","mental or behavioral dysfunction"
"epilepsy","0.13676","disease or syndrome"
"malignant neoplasms","0.13259","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"hepatic","0.12007","body location or region"
"nervous system disorder","0.12007","disease or syndrome"
"intravenous infusion procedures","0.11822","therapeutic or preventive procedure"
"schizophrenia","0.11776","mental or behavioral dysfunction"
"craniocerebral trauma","0.11683","injury or poisoning"
"injury wounds","0.11034","body substance - injury or poisoning"
"dactinomycin","0.10617","antibiotic - body part, organ, or organ component - disease or syndrome - therapeutic or preventive procedure"
"gravidity","0.10246","finding"
"hypertensive disease","0.09504","biologically active substance - disease or syndrome - finding"
"blood vessel","0.09179","body part, organ, or organ component - finding"
"congenital abnormality","0.08948","congenital abnormality - disease or syndrome"
"antipsychotic agents","0.08716","pharmacologic substance"
"unipolar depression","0.08391","mental or behavioral dysfunction"
"investigational new drugs","0.08020","pharmacologic substance - therapeutic or preventive procedure"
"physical assessment findings","0.07603","finding"
"psychotic disorders","0.07510","mental or behavioral dysfunction"
"myocardial infarction","0.07279","disease or syndrome - finding"
"impaired cognition","0.07279","finding - mental or behavioral dysfunction"
"bipolar disorder","0.06861","mental or behavioral dysfunction"
"vitamins","0.06583","organic chemical - pharmacologic substance"
"medical contraindication","0.06490","finding"
"cerebrovascular disorders","0.06305","pathologic function"
"memantine","0.06212","organic chemical - pharmacologic substance"
"positive finding","0.06166","finding"
"liver diseases","0.05981","disease or syndrome"
"cardiovascular diseases","0.05934","disease or syndrome"
"multiple sclerosis","0.05702","body part, organ, or organ component - disease or syndrome - finding"
"lung","0.05702","body part, organ, or organ component - disease or syndrome"
"consciousness related finding","0.05517","finding"
"alcohol abuse","0.05517","mental or behavioral dysfunction"
"nervousness","0.05424","sign or symptom"
"heart diseases","0.05424","disease or syndrome"
"cholinesterase inhibitors","0.05331","organic chemical - pharmacologic substance"
"brain injuries","0.05285","injury or poisoning"
"drug abuse","0.05239","mental or behavioral dysfunction"
"neurodegenerative disorders","0.05192","disease or syndrome"
"neurological observations","0.05146","finding"
"mini-mental status exam","0.05146","diagnostic procedure"
"congestive heart failure","0.05007","congenital abnormality - disease or syndrome"
"alcoholic intoxication chronic","0.05007","mental or behavioral dysfunction"
"unconscious state","0.05007","disease or syndrome - finding"
"benzodiazepines","0.04822","organic chemical - pharmacologic substance"
"electrocardiogram","0.04729","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"angina pectoris","0.04682","sign or symptom"
"dementia vascular","0.04543","disease or syndrome"
"contraceptive methods","0.04451","therapeutic or preventive procedure"
"brain neoplasms","0.04358","neoplastic process"
"blood pressure finding","0.04358","finding"
"delirium","0.04219","mental or behavioral dysfunction"
"antidepressive agents","0.04126","pharmacologic substance"
"hiv","0.04080","disease or syndrome - pharmacologic substance - virus"
"claustrophobia","0.04080","mental or behavioral dysfunction"
"neoplasm metastasis","0.03941","neoplastic process"
"thyroid gland","0.03894","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"traumatic brain injury","0.03848","disease or syndrome - injury or poisoning"
"mental retardation","0.03848","mental or behavioral dysfunction"
"diabetes mellitus","0.03802","disease or syndrome - pharmacologic substance"
"systemic disease","0.03802","disease or syndrome"
"kidney diseases","0.03755","disease or syndrome"
"cholinesterases","0.03662","enzyme"
"lewy body disease","0.03616","disease or syndrome"
"immunologic deficiency syndromes","0.03570","disease or syndrome"
"diastole","0.03570","clinical attribute"
"anticholinergic agents","0.03523","pharmacologic substance"
"cardiac arrhythmia","0.03523","finding - pathologic function"
"donepezil","0.03338","organic chemical - pharmacologic substance"
"psychotropic drugs","0.03245","pharmacologic substance"
"communicable diseases","0.03245","disease or syndrome"
"nursing therapy","0.03199","therapeutic or preventive procedure"
"breast","0.03153","body part, organ, or organ component"
"systolic pressure","0.03153","clinical attribute - diagnostic procedure"
"operative surgical procedures","0.03153","diagnostic procedure - therapeutic or preventive procedure"
"disability","0.03106","finding"
"major depressive disorder","0.03106","mental or behavioral dysfunction"
"household composition","0.03013","finding"
"moderate adverse event","0.02967","finding"
"agitation","0.02967","finding - sign or symptom"
"hydrocephalus normal pressure","0.02921","disease or syndrome"
"medical history","0.02921","finding"
"hypothyroidism","0.02874","disease or syndrome"
"anxiety disorders","0.02874","finding - mental or behavioral dysfunction"
"suicidal","0.02828","finding"
"pharmacotherapy","0.02828","therapeutic or preventive procedure"
"insulin","0.02828","pharmacologic substance"
"alanine transaminase","0.02782","congenital abnormality - disease or syndrome - enzyme"
"blind vision","0.02782","disease or syndrome"
"memory observations","0.02782","finding"
"arteries","0.02689","body part, organ, or organ component"
"hearing examination finding","0.02643","finding"
"diastolic blood pressure","0.02643","clinical attribute - diagnostic procedure - finding"
"serum","0.02596","biologically active substance - body substance - pharmacologic substance"
"pathology processes","0.02550","pathologic function"
"frontotemporal dementia","0.02457","disease or syndrome"
"pregnancy tests","0.02411","diagnostic procedure"
"mild cognitive disorder","0.02411","mental or behavioral dysfunction"
"rivastigmine","0.02364","organic chemical - pharmacologic substance"
"relate - vinyl resin","0.02318","organic chemical"
"positron-emission tomography","0.02318","diagnostic procedure"
