"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"marihuana","0.43913","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"gravidity","0.36522","finding"
"pharmacologic substance","0.33043","pharmacologic substance - therapeutic or preventive procedure"
"ethanol","0.30870","organic chemical - pharmacologic substance"
"mental disorders","0.26087","mental or behavioral dysfunction"
"schizophrenia","0.22174","mental or behavioral dysfunction"
"hypertensive disease","0.21739","biologically active substance - disease or syndrome - finding"
"psychotic disorders","0.19565","mental or behavioral dysfunction"
"pharmaceutical preparations","0.18696","pharmacologic substance"
"allergy severity - severe","0.18261","finding"
"unstable status","0.18261","finding"
"hypersensitivity","0.17826","clinical attribute - finding - pathologic function"
"intravenous infusion procedures","0.17391","therapeutic or preventive procedure"
"substance abuse problem","0.15217","mental or behavioral dysfunction"
"kidney","0.14783","body part, organ, or organ component"
"depressed mood","0.14348","finding - mental or behavioral dysfunction"
"contraceptive methods","0.13913","therapeutic or preventive procedure"
"suicidal","0.13478","finding"
"active brand of pseudoephedrine-triprolidine","0.13043","organic chemical - pharmacologic substance"
"heart diseases","0.13043","disease or syndrome"
"epilepsy","0.12609","disease or syndrome"
"positive finding","0.12174","finding"
"bipolar disorder","0.12174","mental or behavioral dysfunction"
"cardiovascular diseases","0.11739","disease or syndrome"
"psychotropic drugs","0.11739","pharmacologic substance"
"illicit drugs","0.10000","hazardous or poisonous substance - pharmacologic substance"
"physical assessment findings","0.09565","finding"
"cannabinoids","0.08261","organic chemical - pharmacologic substance"
"craniocerebral trauma","0.07826","injury or poisoning"
"drug abuse","0.07826","mental or behavioral dysfunction"
"cardiac arrhythmia","0.07391","finding - pathologic function"
"malignant neoplasms","0.06957","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"tetrahydrocannabinol","0.06522","organic chemical - pharmacologic substance"
"cannabis dependence","0.06522","mental or behavioral dysfunction"
"angina pectoris","0.06522","sign or symptom"
"lactation","0.06522","organ or tissue function"
"benzodiazepines","0.06087","organic chemical - pharmacologic substance"
"antipsychotic agents","0.06087","pharmacologic substance"
"liver diseases","0.06087","disease or syndrome"
"congenital abnormality","0.06087","congenital abnormality - disease or syndrome"
"adverse reactions","0.06087","antibiotic - biologically active substance - disease or syndrome - finding - organic chemical - pathologic function - pharmacologic substance - receptor"
"chronic obstructive airway disease","0.05652","disease or syndrome"
"psychotic illness","0.05652","finding"
"breast","0.05652","body part, organ, or organ component"
"alcoholic intoxication chronic","0.05652","mental or behavioral dysfunction"
"heart failure","0.05652","disease or syndrome"
"caffeine","0.05652","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"unconscious state","0.05652","disease or syndrome - finding"
"blood pressure finding","0.05652","finding"
"antidepressive agents","0.05652","pharmacologic substance"
"major depressive disorder","0.05652","mental or behavioral dysfunction"
"bleomycin-cisplatin protocol","0.05217","therapeutic or preventive procedure"
"asthma","0.05217","disease or syndrome"
"anxiety disorders","0.05217","finding - mental or behavioral dysfunction"
