"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"psychotic disorders","0.30409","mental or behavioral dysfunction"
"allergy severity - severe","0.23392","finding"
"bipolar disorder","0.15789","mental or behavioral dysfunction"
"schizophrenia","0.15205","mental or behavioral dysfunction"
"unstable status","0.15205","finding"
"ethanol","0.14620","organic chemical - pharmacologic substance"
"substance abuse problem","0.14035","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.14035","organic chemical - pharmacologic substance"
"gravidity","0.12281","finding"
"depressed mood","0.10526","finding - mental or behavioral dysfunction"
"pharmacologic substance","0.09357","pharmacologic substance - therapeutic or preventive procedure"
"impaired cognition","0.08772","finding - mental or behavioral dysfunction"
"antipsychotic agents","0.08187","pharmacologic substance"
"physical assessment findings","0.08187","finding"
"mental retardation","0.08187","mental or behavioral dysfunction"
"antidepressive agents","0.07018","pharmacologic substance"
"substance dependence","0.07018","mental or behavioral dysfunction"
"positive finding","0.06433","finding"
"kidney","0.05848","body part, organ, or organ component"
"alcohol abuse","0.05848","mental or behavioral dysfunction"
"epilepsy","0.05263","disease or syndrome"
"intravenous infusion procedures","0.05263","therapeutic or preventive procedure"
"personality disorders","0.05263","mental or behavioral dysfunction"
"hypersensitivity","0.05263","clinical attribute - finding - pathologic function"
"developmental disabilities","0.05263","mental or behavioral dysfunction"
"manic","0.04678","finding - mental or behavioral dysfunction"
"anorexia nervosa","0.04678","mental or behavioral dysfunction"
"dementia","0.04678","mental or behavioral dysfunction"
"pharmaceutical preparations","0.04678","pharmacologic substance"
"lactation","0.04678","organ or tissue function"
"suicidality","0.04678","clinical attribute"
"non-english speaking","0.04678","finding"
"psychotic symptoms","0.04678","sign or symptom"
"mental disorders","0.04678","mental or behavioral dysfunction"
"body fluid discharge","0.04094","body substance - therapeutic or preventive procedure"
"suicide attempt","0.04094","finding - mental or behavioral dysfunction"
"contraceptive methods","0.04094","therapeutic or preventive procedure"
"psychotropic drugs","0.04094","pharmacologic substance"
"screening for cancer","0.04094","diagnostic procedure"
"myocardial infarction","0.04094","disease or syndrome - finding"
"hypertensive disease","0.03509","biologically active substance - disease or syndrome - finding"
"borderline personality disorder","0.03509","disease or syndrome - mental or behavioral dysfunction"
"lithium","0.03509","congenital abnormality - disease or syndrome - pharmacologic substance"
"post-traumatic stress disorder","0.03509","mental or behavioral dysfunction"
"psychotherapy","0.03509","therapeutic or preventive procedure"
"hepatic","0.03509","body location or region"
"heart","0.03509","body part, organ, or organ component - pharmacologic substance"
"moderate adverse event","0.02924","finding"
"graft-vs-host disease","0.02924","disease or syndrome - therapeutic or preventive procedure"
"suicidal intent","0.02924","finding"
"obsessive-compulsive disorder","0.02924","disease or syndrome - mental or behavioral dysfunction"
"fluoxetine","0.02924","organic chemical - pharmacologic substance"
"liver diseases","0.02924","disease or syndrome"
"neoplasm metastasis","0.02924","neoplastic process"
"eating disorders","0.02924","mental or behavioral dysfunction"
"selective serotonin re-uptake inhibitor","0.02924","pharmacologic substance"
"traumatic brain injury","0.02924","disease or syndrome - injury or poisoning"
"suicidal behavior","0.02339","finding"
"depressive episode unspecified","0.02339","mental or behavioral dysfunction"
"malignant neoplasms","0.02339","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"pharmacotherapy","0.02339","therapeutic or preventive procedure"
"mild adverse event","0.02339","finding"
"severe combined immunodeficiency","0.01754","diagnostic procedure - disease or syndrome"
"unipolar depression","0.01754","mental or behavioral dysfunction"
"nitric oxide synthase","0.01754","enzyme"
"valproic acid","0.01754","body part, organ, or organ component - organic chemical - pharmacologic substance"
"pregnancy tests","0.01754","diagnostic procedure"
"electrocardiogram","0.01754","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"anxiety disorders","0.01754","finding - mental or behavioral dysfunction"
"renal function","0.01754","organ or tissue function"
"major depressive disorder","0.01754","mental or behavioral dysfunction"
"mood disorders","0.01754","mental or behavioral dysfunction"
"relate - vinyl resin","0.01170","organic chemical"
"negative finding","0.01170","finding"
"mini-mental status exam","0.01170","diagnostic procedure"
"psychiatric care","0.01170","therapeutic or preventive procedure"
"multiple endocrine neoplasia","0.00585","antibiotic - neoplastic process - organic chemical"
