"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"ethanol","0.28448","organic chemical - pharmacologic substance"
"psychotic disorders","0.27586","mental or behavioral dysfunction"
"gravidity","0.26724","finding"
"mental disorders","0.25862","mental or behavioral dysfunction"
"pharmacologic substance","0.25000","pharmacologic substance - therapeutic or preventive procedure"
"intravenous infusion procedures","0.23707","therapeutic or preventive procedure"
"schizophrenia","0.18534","mental or behavioral dysfunction"
"bipolar disorder","0.17241","mental or behavioral dysfunction"
"pharmaceutical preparations","0.16379","pharmacologic substance"
"unstable status","0.16379","finding"
"depressed mood","0.15948","finding - mental or behavioral dysfunction"
"allergy severity - severe","0.14655","finding"
"hypertensive disease","0.14655","biologically active substance - disease or syndrome - finding"
"psychotropic drugs","0.14224","pharmacologic substance"
"hypersensitivity","0.14224","clinical attribute - finding - pathologic function"
"heart diseases","0.13362","disease or syndrome"
"positive finding","0.12931","finding"
"epilepsy","0.12500","disease or syndrome"
"contraceptive methods","0.12069","therapeutic or preventive procedure"
"hepatic","0.12069","body location or region"
"suicidal","0.11638","finding"
"active brand of pseudoephedrine-triprolidine","0.11207","organic chemical - pharmacologic substance"
"unipolar depression","0.10776","mental or behavioral dysfunction"
"benzodiazepines","0.09914","organic chemical - pharmacologic substance"
"dementia","0.08621","mental or behavioral dysfunction"
"injury wounds","0.08190","body substance - injury or poisoning"
"marihuana","0.08190","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"screening for cancer","0.08190","diagnostic procedure"
"craniocerebral trauma","0.07759","injury or poisoning"
"anxiety disorders","0.07759","finding - mental or behavioral dysfunction"
"physical assessment findings","0.07759","finding"
"tobacco","0.07328","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"substance abuse problem","0.06897","mental or behavioral dysfunction"
"magnetic resonance imaging","0.06897","diagnostic procedure"
"unconscious state","0.06897","disease or syndrome - finding"
"consciousness related finding","0.06897","finding"
"suicide attempt","0.06897","finding - mental or behavioral dysfunction"
"pregnancy tests","0.06466","diagnostic procedure"
"blood pressure finding","0.06466","finding"
"cardiac arrhythmia","0.06466","finding - pathologic function"
"nervous system disorder","0.06466","disease or syndrome"
"opiates","0.06034","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"phosphatidylinositols","0.06034","biologically active substance"
