"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"skills","4","individual behavior"
"obsessions","2","mental or behavioral dysfunction"
"physical findings","2","finding"
"eye","2","body part organ or organ component - body substance"
"does play","2","finding"
"anxiety disorders","2","finding - mental or behavioral dysfunction"
"clumsiness","2","sign or symptom"
"speech and language","2","finding"
"social interaction","2","finding"
"specimen type - whole body","1","body substance"
"humor therapy","1","therapeutic or preventive procedure"
"support - dental","1","clinical attribute - organic chemical - pharmacologic substance"
"curiosity","1","individual behavior"
"autistic psychopathy","1","disease or syndrome"
"autism spectrum disorders","1","congenital abnormality - mental or behavioral dysfunction"
"aggressive behavior","1","mental or behavioral dysfunction"
"hyperactive behavior","1","finding"
"attention deficit hyperactivity disorder","1","disease or syndrome - mental or behavioral dysfunction"
"brain","1","body part organ or organ component - disease or syndrome"
"repetitive behaviors","1","finding"
"problems with speech","1","finding"
"attention deficit disorder","1","disease or syndrome - mental or behavioral dysfunction"
"ritual compulsion","1","mental or behavioral dysfunction"
"fingers","1","body location or region"
"antipsychotic agents","1","pharmacologic substance"
"does climb","1","finding"
"social problems","1","finding"
"facial expression","1","finding"
"pervasive development disorder","1","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"stimulant","1","pharmacologic substance"
"pharmaceutical preparations","1","pharmacologic substance"
"expression procedure","1","therapeutic or preventive procedure"
"reuptake inhibitors","1","pharmacologic substance"
"serotonin uptake inhibitors","1","pharmacologic substance"
"antisocial personality disorder","1","mental or behavioral dysfunction"
"mental tests","1","diagnostic procedure"
"isolation procedure","1","therapeutic or preventive procedure"
"anxiety depression","1","mental or behavioral dysfunction"
"loss of interest","1","mental or behavioral dysfunction"
"selective serotonin re-uptake inhibitor","1","pharmacologic substance"
"catch - finding of sensory dimension of pain","1","sign or symptom"
"core specimen","1","body substance"
