"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"depressed mood","0.472","finding - mental or behavioral dysfunction"
"intravenous infusion procedures","0.411","therapeutic or preventive procedure"
"bipolar disorder","0.351","mental or behavioral dysfunction"
"psychotic disorders","0.312","mental or behavioral dysfunction"
"major depressive disorder","0.298","mental or behavioral dysfunction"
"pharmacologic substance","0.292","pharmacologic substance - therapeutic or preventive procedure"
"ethanol","0.292","organic chemical - pharmacologic substance"
"antidepressive agents","0.280","pharmacologic substance"
"gravidity","0.254","finding"
"schizophrenia","0.252","mental or behavioral dysfunction"
"suicidal","0.244","finding"
"substance abuse problem","0.234","mental or behavioral dysfunction"
"contraceptive methods","0.219","therapeutic or preventive procedure"
"mental disorders","0.216","mental or behavioral dysfunction"
"allergy severity - severe","0.214","finding"
"unstable status","0.207","finding"
"active brand of pseudoephedrine-triprolidine","0.186","organic chemical - pharmacologic substance"
"depressive episode unspecified","0.160","mental or behavioral dysfunction"
"unipolar depression","0.149","mental or behavioral dysfunction"
"pharmaceutical preparations","0.140","pharmacologic substance"
"physical assessment findings","0.138","finding"
"antipsychotic agents","0.135","pharmacologic substance"
"hypersensitivity","0.134","clinical attribute - finding - pathologic function"
"anxiety disorders","0.128","finding - mental or behavioral dysfunction"
"manic","0.121","finding - mental or behavioral dysfunction"
"schizoaffective disorder","0.117","mental or behavioral dysfunction"
"psychotropic drugs","0.112","pharmacologic substance"
"psychotherapy","0.110","therapeutic or preventive procedure"
"positive finding","0.108","finding"
"hepatic","0.102","body location or region"
"malignant neoplasms","0.098","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"substance dependence","0.092","mental or behavioral dysfunction"
"suicide attempt","0.090","finding - mental or behavioral dysfunction"
"mental retardation","0.089","mental or behavioral dysfunction"
"personality disorders","0.088","mental or behavioral dysfunction"
"nicotine","0.082","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"tropical spastic paraparesis","0.082","disease or syndrome - therapeutic or preventive procedure"
"mood disorders","0.081","mental or behavioral dysfunction"
"nervous system disorder","0.081","disease or syndrome"
"hypertensive disease","0.078","biologically active substance - disease or syndrome - finding"
"pregnancy tests","0.074","diagnostic procedure"
"obsessive-compulsive disorder","0.074","disease or syndrome - mental or behavioral dysfunction"
"moderate adverse event","0.073","finding"
"caffeine","0.073","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"fluoxetine","0.073","organic chemical - pharmacologic substance"
"benign rolandic epilepsy","0.073","disease or syndrome - therapeutic or preventive procedure"
"severe combined immunodeficiency","0.072","diagnostic procedure - disease or syndrome"
"electroconvulsive therapy","0.072","disease or syndrome - therapeutic or preventive procedure"
"benzodiazepines","0.071","organic chemical - pharmacologic substance"
"screening for cancer","0.069","diagnostic procedure"
"post-traumatic stress disorder","0.069","mental or behavioral dysfunction"
"depressive symptoms","0.069","sign or symptom"
"craniocerebral trauma","0.068","injury or poisoning"
"stabilizer - function","0.068","organ or tissue function"
"negative finding","0.066","finding"
"electrocardiogram","0.066","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"lithium","0.064","congenital abnormality - disease or syndrome - pharmacologic substance"
"congenital abnormality","0.062","congenital abnormality - disease or syndrome"
"infantile neuroaxonal dystrophy","0.060","disease or syndrome"
"cerebrovascular accident","0.059","disease or syndrome - therapeutic or preventive procedure"
"alcoholic intoxication chronic","0.059","mental or behavioral dysfunction"
"injury wounds","0.059","body substance - injury or poisoning"
"multiple endocrine neoplasia","0.059","antibiotic - neoplastic process - organic chemical"
"breast","0.059","body part, organ, or organ component"
"impaired cognition","0.058","finding - mental or behavioral dysfunction"
"monoamine oxidase inhibitors","0.057","organic chemical - pharmacologic substance"
"operative surgical procedures","0.054","diagnostic procedure - therapeutic or preventive procedure"
"selective serotonin re-uptake inhibitor","0.052","pharmacologic substance"
"eating disorders","0.051","mental or behavioral dysfunction"
"bipolar i disorder","0.051","mental or behavioral dysfunction"
"dysthymic disorder","0.050","mental or behavioral dysfunction"
"alcohol abuse","0.050","mental or behavioral dysfunction"
"body mass index","0.050","clinical attribute - diagnostic procedure"
"psychotic symptoms","0.050","sign or symptom"
"heart diseases","0.050","disease or syndrome"
"stress disorders traumatic","0.049","mental or behavioral dysfunction"
"thyroid gland","0.049","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"medical history","0.049","finding"
"magnetic resonance imaging","0.049","diagnostic procedure"
"relate - vinyl resin","0.046","organic chemical"
"unmarried","0.046","finding"
"hypothyroidism","0.045","disease or syndrome"
"antisocial behavior","0.044","mental or behavioral dysfunction"
"panic disorder","0.044","disease or syndrome - mental or behavioral dysfunction"
"neoplasm metastasis","0.043","neoplastic process"
"blood pressure finding","0.042","finding"
"cancer remission","0.042","finding - neoplastic process"
"generalized anxiety disorder","0.042","mental or behavioral dysfunction"
"hiv","0.042","disease or syndrome - pharmacologic substance - virus"
"nitric oxide synthase","0.042","enzyme"
"compulsive disorder","0.041","finding"
"hematological disease","0.040","disease or syndrome"
"mini-mental status exam","0.040","diagnostic procedure"
"medical contraindication","0.039","finding"
"multiple sclerosis","0.038","body part, organ, or organ component - disease or syndrome - finding"
"pharmacotherapy","0.038","therapeutic or preventive procedure"
"anxiety generalized","0.038","mental or behavioral dysfunction"
"illicit drugs","0.037","hazardous or poisonous substance - pharmacologic substance"
"therapeutic brand of coal tar","0.037","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"serum","0.037","biologically active substance - body substance - pharmacologic substance"
"investigational new drugs","0.037","pharmacologic substance - therapeutic or preventive procedure"
"suicidality","0.036","clinical attribute"
"mild adverse event","0.036","finding"
"mass of body structure","0.035","finding"
"myocardial infarction","0.034","disease or syndrome - finding"
"anticonvulsants","0.034","pharmacologic substance"
"developmental disabilities","0.033","mental or behavioral dysfunction"
"stimulation procedure","0.033","therapeutic or preventive procedure"
"diabetes mellitus","0.033","disease or syndrome - pharmacologic substance"
"homicidal","0.033","mental or behavioral dysfunction"
"surgical revision","0.033","therapeutic or preventive procedure"
"treatment protocols","0.032","therapeutic or preventive procedure"
"suicide risk","0.032","finding"
"pervasive development disorder","0.032","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"delirium dementia amnestic cognitive disorders","0.032","mental or behavioral dysfunction"
"personality inventories","0.032","diagnostic procedure"
"substance use disorders","0.032","mental or behavioral dysfunction"
"contraceptives oral","0.032","pharmacologic substance - therapeutic or preventive procedure"
"barakat syndrome","0.032","disease or syndrome"
"nervousness","0.031","sign or symptom"
"antimicrobial resistance result","0.031","laboratory or test result"
"cardiovascular diseases","0.031","disease or syndrome"
"borderline personality disorder","0.031","disease or syndrome - mental or behavioral dysfunction"
"kidney diseases","0.030","disease or syndrome"
"lung","0.030","body part, organ, or organ component - disease or syndrome"
