"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"psychotic disorders","0.29178","mental or behavioral dysfunction"
"ethanol","0.27518","organic chemical - pharmacologic substance"
"pharmacologic substance","0.26196","pharmacologic substance - therapeutic or preventive procedure"
"bipolar disorder","0.24930","mental or behavioral dysfunction"
"suicidal","0.23073","finding"
"substance abuse problem","0.22285","mental or behavioral dysfunction"
"gravidity","0.21975","finding"
"schizophrenia","0.21694","mental or behavioral dysfunction"
"depressed mood","0.21412","finding - mental or behavioral dysfunction"
"intravenous infusion procedures","0.20737","therapeutic or preventive procedure"
"unstable status","0.20174","finding"
"allergy severity - severe","0.18852","finding"
"antidepressive agents","0.17867","pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.15869","organic chemical - pharmacologic substance"
"mental disorders","0.15082","mental or behavioral dysfunction"
"hypersensitivity","0.13140","clinical attribute - finding - pathologic function"
"pharmaceutical preparations","0.12549","pharmacologic substance"
"contraceptive methods","0.10974","therapeutic or preventive procedure"
"antipsychotic agents","0.09876","pharmacologic substance"
"hepatic","0.09792","body location or region"
"psychotherapy","0.09426","therapeutic or preventive procedure"
"schizoaffective disorder","0.09342","mental or behavioral dysfunction"
"positive finding","0.09285","finding"
"major depressive disorder","0.09060","mental or behavioral dysfunction"
"substance dependence","0.08920","mental or behavioral dysfunction"
"mental retardation","0.08666","mental or behavioral dysfunction"
"psychotropic drugs","0.08610","pharmacologic substance"
"physical assessment findings","0.08497","finding"
"personality disorders","0.08188","mental or behavioral dysfunction"
"suicide attempt","0.08160","finding - mental or behavioral dysfunction"
"anxiety disorders","0.08104","finding - mental or behavioral dysfunction"
"nicotine","0.08019","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"nervous system disorder","0.07653","disease or syndrome"
"malignant neoplasms","0.07597","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"caffeine","0.07203","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"hypertensive disease","0.07062","biologically active substance - disease or syndrome - finding"
"electroconvulsive therapy","0.06837","disease or syndrome - therapeutic or preventive procedure"
"obsessive-compulsive disorder","0.06725","disease or syndrome - mental or behavioral dysfunction"
"manic","0.06640","finding - mental or behavioral dysfunction"
"craniocerebral trauma","0.06528","injury or poisoning"
"benign rolandic epilepsy","0.06190","disease or syndrome - therapeutic or preventive procedure"
"benzodiazepines","0.05853","organic chemical - pharmacologic substance"
"fluoxetine","0.05853","organic chemical - pharmacologic substance"
"breast","0.05487","body part, organ, or organ component"
"depressive episode unspecified","0.05459","mental or behavioral dysfunction"
"cerebrovascular accident","0.05431","disease or syndrome - therapeutic or preventive procedure"
"injury wounds","0.05346","body substance - injury or poisoning"
"post-traumatic stress disorder","0.05346","mental or behavioral dysfunction"
"monoamine oxidase inhibitors","0.05318","organic chemical - pharmacologic substance"
"congenital abnormality","0.05234","congenital abnormality - disease or syndrome"
"screening for cancer","0.05065","diagnostic procedure"
"impaired cognition","0.04952","finding - mental or behavioral dysfunction"
"eating disorders","0.04924","mental or behavioral dysfunction"
"alcoholic intoxication chronic","0.04896","mental or behavioral dysfunction"
"infantile neuroaxonal dystrophy","0.04811","disease or syndrome"
"unipolar depression","0.04811","mental or behavioral dysfunction"
"alcohol abuse","0.04727","mental or behavioral dysfunction"
"electrocardiogram","0.04671","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"thyroid gland","0.04558","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"heart diseases","0.04474","disease or syndrome"
"mood disorders","0.04474","mental or behavioral dysfunction"
"antisocial behavior","0.04305","mental or behavioral dysfunction"
"stabilizer - function","0.04249","organ or tissue function"
"psychotic symptoms","0.04249","sign or symptom"
"stress disorders traumatic","0.04192","mental or behavioral dysfunction"
"hypothyroidism","0.04164","disease or syndrome"
"magnetic resonance imaging","0.04108","diagnostic procedure"
"hematological disease","0.03939","disease or syndrome"
"lithium","0.03855","congenital abnormality - disease or syndrome - pharmacologic substance"
"compulsive disorder","0.03714","finding"
"investigational new drugs","0.03602","pharmacologic substance - therapeutic or preventive procedure"
"medical contraindication","0.03573","finding"
"panic disorder","0.03545","disease or syndrome - mental or behavioral dysfunction"
"multiple sclerosis","0.03489","body part, organ, or organ component - disease or syndrome - finding"
"hiv","0.03433","disease or syndrome - pharmacologic substance - virus"
"pregnancy tests","0.03376","diagnostic procedure"
"illicit drugs","0.03376","hazardous or poisonous substance - pharmacologic substance"
"suicidality","0.03348","clinical attribute"
"homicidal","0.03320","mental or behavioral dysfunction"
"blood pressure finding","0.03264","finding"
"myocardial infarction","0.03208","disease or syndrome - finding"
"neoplasm metastasis","0.03180","neoplastic process"
"suicide risk","0.03180","finding"
"selective serotonin re-uptake inhibitor","0.03151","pharmacologic substance"
"delirium dementia amnestic cognitive disorders","0.03123","mental or behavioral dysfunction"
"pervasive development disorder","0.03011","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"nervousness","0.02954","sign or symptom"
"developmental disabilities","0.02954","mental or behavioral dysfunction"
"substance use disorders","0.02898","mental or behavioral dysfunction"
"lung","0.02870","body part, organ, or organ component - disease or syndrome"
"stimulation procedure","0.02870","therapeutic or preventive procedure"
"generalized anxiety disorder","0.02842","mental or behavioral dysfunction"
"kidney diseases","0.02786","disease or syndrome"
"diabetes mellitus","0.02701","disease or syndrome - pharmacologic substance"
"relate - vinyl resin","0.02673","organic chemical"
"anxiety generalized","0.02645","mental or behavioral dysfunction"
"anticonvulsants","0.02645","pharmacologic substance"
"operative surgical procedures","0.02645","diagnostic procedure - therapeutic or preventive procedure"
"severe combined immunodeficiency","0.02617","diagnostic procedure - disease or syndrome"
"mini-mental status exam","0.02617","diagnostic procedure"
"cardiovascular diseases","0.02560","disease or syndrome"
"moderate adverse event","0.02476","finding"
"borderline personality disorder","0.02476","disease or syndrome - mental or behavioral dysfunction"
"depressive symptoms","0.02364","sign or symptom"
"cancer remission","0.02223","finding - neoplastic process"
"medical history","0.02195","finding"
"tropical spastic paraparesis","0.02167","disease or syndrome - therapeutic or preventive procedure"
"therapeutic brand of coal tar","0.02138","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"pharmacotherapy","0.02054","therapeutic or preventive procedure"
"bipolar i disorder","0.01970","mental or behavioral dysfunction"
"antimicrobial resistance result","0.01885","laboratory or test result"
"contraceptives oral","0.01829","pharmacologic substance - therapeutic or preventive procedure"
"dysthymic disorder","0.01407","mental or behavioral dysfunction"
"body mass index","0.01266","clinical attribute - diagnostic procedure"
"nitric oxide synthase","0.01210","enzyme"
"serum","0.01125","biologically active substance - body substance - pharmacologic substance"
"negative finding","0.01041","finding"
"treatment protocols","0.00929","therapeutic or preventive procedure"
"mild adverse event","0.00929","finding"
"mass of body structure","0.00900","finding"
"multiple endocrine neoplasia","0.00872","antibiotic - neoplastic process - organic chemical"
"unmarried","0.00788","finding"
"surgical revision","0.00506","therapeutic or preventive procedure"
"personality inventories","0.00422","diagnostic procedure"
"barakat syndrome","0.00366","disease or syndrome"
