"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"depressed mood","0.38210","finding - mental or behavioral dysfunction"
"intravenous infusion procedures","0.36100","therapeutic or preventive procedure"
"major depressive disorder","0.26702","mental or behavioral dysfunction"
"antidepressive agents","0.13168","pharmacologic substance"
"depressive episode unspecified","0.12352","mental or behavioral dysfunction"
"contraceptive methods","0.11958","therapeutic or preventive procedure"
"bipolar disorder","0.11733","mental or behavioral dysfunction"
"unipolar depression","0.11564","mental or behavioral dysfunction"
"mental disorders","0.08441","mental or behavioral dysfunction"
"tropical spastic paraparesis","0.07259","disease or syndrome - therapeutic or preventive procedure"
"manic","0.06415","finding - mental or behavioral dysfunction"
"physical assessment findings","0.06162","finding"
"anxiety disorders","0.05824","finding - mental or behavioral dysfunction"
"negative finding","0.05656","finding"
"severe combined immunodeficiency","0.05543","diagnostic procedure - disease or syndrome"
"pharmacologic substance","0.05290","pharmacologic substance - therapeutic or preventive procedure"
"multiple endocrine neoplasia","0.05205","antibiotic - neoplastic process - organic chemical"
"moderate adverse event","0.05177","finding"
"depressive symptoms","0.04952","sign or symptom"
"antipsychotic agents","0.04671","pharmacologic substance"
"schizophrenia","0.04474","mental or behavioral dysfunction"
"pregnancy tests","0.04361","diagnostic procedure"
"gravidity","0.04305","finding"
"mood disorders","0.04192","mental or behavioral dysfunction"
"bipolar i disorder","0.04108","mental or behavioral dysfunction"
"unmarried","0.03967","finding"
"body mass index","0.03883","clinical attribute - diagnostic procedure"
"allergy severity - severe","0.03883","finding"
"dysthymic disorder","0.03686","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.03545","organic chemical - pharmacologic substance"
"nitric oxide synthase","0.03123","enzyme"
"psychotropic drugs","0.03095","pharmacologic substance"
"operative surgical procedures","0.03039","diagnostic procedure - therapeutic or preventive procedure"
"medical history","0.03039","finding"
"lithium","0.03039","congenital abnormality - disease or syndrome - pharmacologic substance"
"barakat syndrome","0.03039","disease or syndrome"
"stabilizer - function","0.02983","organ or tissue function"
"ethanol","0.02983","organic chemical - pharmacologic substance"
"mild adverse event","0.02926","finding"
"malignant neoplasms","0.02898","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"surgical revision","0.02870","therapeutic or preventive procedure"
"personality inventories","0.02870","diagnostic procedure"
"selective serotonin re-uptake inhibitor","0.02757","pharmacologic substance"
"mass of body structure","0.02701","finding"
"serum","0.02673","biologically active substance - body substance - pharmacologic substance"
"schizoaffective disorder","0.02617","mental or behavioral dysfunction"
"psychotic disorders","0.02392","mental or behavioral dysfunction"
"treatment protocols","0.02392","therapeutic or preventive procedure"
"electrocardiogram","0.02307","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"screening for cancer","0.02307","diagnostic procedure"
"cancer remission","0.02167","finding - neoplastic process"
"relate - vinyl resin","0.01941","organic chemical"
"post-traumatic stress disorder","0.01941","mental or behavioral dysfunction"
"pharmacotherapy","0.01913","therapeutic or preventive procedure"
"psychotherapy","0.01885","therapeutic or preventive procedure"
"pharmaceutical preparations","0.01801","pharmacologic substance"
"positive finding","0.01745","finding"
"suicidal","0.01716","finding"
"fluoxetine","0.01688","organic chemical - pharmacologic substance"
"mini-mental status exam","0.01660","diagnostic procedure"
"generalized anxiety disorder","0.01632","mental or behavioral dysfunction"
"benign rolandic epilepsy","0.01604","disease or syndrome - therapeutic or preventive procedure"
"therapeutic brand of coal tar","0.01548","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
