"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"gravidity","0.29255","finding"
"intravenous infusion procedures","0.29043","therapeutic or preventive procedure"
"pharmacologic substance","0.28936","pharmacologic substance - therapeutic or preventive procedure"
"ethanol","0.26383","organic chemical - pharmacologic substance"
"unstable status","0.26170","finding"
"suicidal","0.23298","finding"
"substance abuse problem","0.21489","mental or behavioral dysfunction"
"schizophrenia","0.20319","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.19468","organic chemical - pharmacologic substance"
"hypersensitivity","0.18723","clinical attribute - finding - pathologic function"
"psychotic disorders","0.17340","mental or behavioral dysfunction"
"allergy severity - severe","0.16383","finding"
"antipsychotic agents","0.16277","pharmacologic substance"
"bipolar disorder","0.14255","mental or behavioral dysfunction"
"hepatic","0.12979","body location or region"
"schizoaffective disorder","0.12766","mental or behavioral dysfunction"
"contraceptive methods","0.12660","therapeutic or preventive procedure"
"substance dependence","0.12447","mental or behavioral dysfunction"
"pharmaceutical preparations","0.12021","pharmacologic substance"
"mental retardation","0.11596","mental or behavioral dysfunction"
"mental disorders","0.11596","mental or behavioral dysfunction"
"antidepressive agents","0.10957","pharmacologic substance"
"depressed mood","0.10957","finding - mental or behavioral dysfunction"
"positive finding","0.10745","finding"
"caffeine","0.10426","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"nervous system disorder","0.08191","disease or syndrome"
"lithium","0.08085","congenital abnormality - disease or syndrome - pharmacologic substance"
"physical assessment findings","0.07660","finding"
"suicide attempt","0.07340","finding - mental or behavioral dysfunction"
"stabilizer - function","0.07021","organ or tissue function"
"hematological disease","0.06915","disease or syndrome"
"thyroid gland","0.06809","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"breast","0.06702","body part, organ, or organ component"
"benzodiazepines","0.06489","organic chemical - pharmacologic substance"
"electroconvulsive therapy","0.06489","disease or syndrome - therapeutic or preventive procedure"
"congenital abnormality","0.06489","congenital abnormality - disease or syndrome"
