"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"diagnostic tests","3","diagnostic procedure"
"paralysed","2","finding"
"physical findings","2","finding"
"blind vision","2","disease or syndrome"
"neurological observations","1","finding"
"physical function","1","finding"
"body part","1","body location or region - body part organ or organ component"
"stress","1","finding - organic chemical - pharmacologic substance"
"as if personality","1","mental or behavioral dysfunction"
"life threatening","1","finding"
"violent thoughts","1","mental or behavioral dysfunction"
"set of muscles","1","body part organ or organ component"
