"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"mental disorders","0.217","mental or behavioral dysfunction"
"pain disorder","0.211","mental or behavioral dysfunction"
"psychotic disorders","0.205","mental or behavioral dysfunction"
"allergy severity - severe","0.193","finding"
"gravidity","0.175","finding"
"pharmacologic substance","0.163","pharmacologic substance - therapeutic or preventive procedure"
"ethanol","0.157","organic chemical - pharmacologic substance"
"intravenous infusion procedures","0.157","therapeutic or preventive procedure"
"malignant neoplasms","0.157","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"complex regional pain syndromes","0.157","disease or syndrome"
"bipolar disorder","0.151","mental or behavioral dysfunction"
"physical assessment findings","0.151","finding"
"suicidal","0.145","finding"
"active brand of pseudoephedrine-triprolidine","0.145","organic chemical - pharmacologic substance"
"depressed mood","0.139","finding - mental or behavioral dysfunction"
"limb structure","0.139","body part, organ, or organ component"
"hypersensitivity","0.133","clinical attribute - finding - pathologic function"
"pharmaceutical preparations","0.127","pharmacologic substance"
"positive finding","0.114","finding"
"pelvis","0.114","body location or region - body part, organ, or organ component"
"patella","0.108","body part, organ, or organ component"
"contraceptive methods","0.108","therapeutic or preventive procedure"
"visual analog pain scale","0.102","diagnostic procedure"
"substance abuse problem","0.102","mental or behavioral dysfunction"
"congenital abnormality","0.102","congenital abnormality - disease or syndrome"
"nervous system disorder","0.102","disease or syndrome"
"brachydactyly type d","0.090","disease or syndrome"
"urinary tract infection","0.090","disease or syndrome"
"lower extremity","0.090","body location or region"
"moderate adverse event","0.084","finding"
"negative finding","0.084","finding"
"psychotherapy","0.078","therapeutic or preventive procedure"
"urinary bladder","0.078","body part, organ, or organ component"
"schizophrenia","0.078","mental or behavioral dysfunction"
"anxiety disorders","0.078","finding - mental or behavioral dysfunction"
"antidepressive agents","0.078","pharmacologic substance"
"pregnancy tests","0.072","diagnostic procedure"
"knee surgery","0.072","therapeutic or preventive procedure"
"psychiatric problem","0.072","mental or behavioral dysfunction"
"pathology processes","0.066","pathologic function"
"opioids","0.066","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"epilepsy","0.066","disease or syndrome"
"unstable status","0.066","finding"
