"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"ethanol","1","organic chemical - pharmacologic substance"
"behavior adaptive","1","individual behavior"
"set protein human","1","biologically active substance"
"brain","1","body part organ or organ component - disease or syndrome"
"truancy","1","individual behavior"
"aggressive behavior","1","mental or behavioral dysfunction"
"suicide","1","finding - mental or behavioral dysfunction"
"drug abuse","1","mental or behavioral dysfunction"
"prophylactic treatment","1","therapeutic or preventive procedure"
"favor","1","organic chemical - pharmacologic substance"
"personality disorders","1","mental or behavioral dysfunction"
"behavior therapy","1","therapeutic or preventive procedure"
"pharmaceutical preparations","1","pharmacologic substance"
"heavy drinking","1","mental or behavioral dysfunction"
"mood swings","1","mental or behavioral dysfunction - sign or symptom"
"alcohol consumption","1","individual behavior"
"poverty","1","group attribute"
"physical findings","1","finding"
"defiance","1","individual behavior"
"family conflict","1","finding"
"firesetting behavior","1","mental or behavioral dysfunction"
"antisocial personality disorder","1","mental or behavioral dysfunction"
"violence","1","mental or behavioral dysfunction"
