"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"tic disorder","0.652","mental or behavioral dysfunction"
"intravenous infusion procedures","0.522","therapeutic or preventive procedure"
"psychotic disorders","0.424","mental or behavioral dysfunction"
"gilles de la tourette syndrome","0.391","body part, organ, or organ component - disease or syndrome - finding - mental or behavioral dysfunction - neoplastic process"
"gravidity","0.359","finding"
"pharmacologic substance","0.304","pharmacologic substance - therapeutic or preventive procedure"
"bipolar disorder","0.261","mental or behavioral dysfunction"
"contraceptive methods","0.261","therapeutic or preventive procedure"
"allergy severity - severe","0.261","finding"
"epilepsy","0.250","disease or syndrome"
"depressed mood","0.250","finding - mental or behavioral dysfunction"
"nervous system disorder","0.250","disease or syndrome"
"hypersensitivity","0.239","clinical attribute - finding - pathologic function"
"physical assessment findings","0.239","finding"
"mental disorders","0.239","mental or behavioral dysfunction"
"ethanol","0.228","organic chemical - pharmacologic substance"
"osteochondritis dissecans","0.228","disease or syndrome - mental or behavioral dysfunction"
"pregnancy tests","0.217","diagnostic procedure"
"attention deficit hyperactivity disorder","0.217","disease or syndrome - mental or behavioral dysfunction"
"substance abuse problem","0.217","mental or behavioral dysfunction"
"antipsychotic agents","0.217","pharmacologic substance"
"schizophrenia","0.207","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.207","organic chemical - pharmacologic substance"
"positive finding","0.196","finding"
"movement disorders","0.185","disease or syndrome"
"pharmaceutical preparations","0.185","pharmacologic substance"
"obsessive-compulsive disorder","0.174","disease or syndrome - mental or behavioral dysfunction"
"mental retardation","0.163","mental or behavioral dysfunction"
"tic motor","0.163","sign or symptom"
"developmental disabilities","0.163","mental or behavioral dysfunction"
"congenital abnormality","0.152","congenital abnormality - disease or syndrome"
"pervasive development disorder","0.152","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"autistic disorder","0.152","mental or behavioral dysfunction"
"screening for cancer","0.152","diagnostic procedure"
"unipolar depression","0.152","mental or behavioral dysfunction"
"negative finding","0.141","finding"
"electrocardiogram","0.130","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"compulsive disorder","0.130","finding"
"magnetic resonance imaging","0.120","diagnostic procedure"
"injury wounds","0.120","body substance - injury or poisoning"
"moderate adverse event","0.109","finding"
"malignant neoplasms","0.109","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"hyperactive behavior","0.109","finding"
"motor tic disorders","0.109","disease or syndrome"
"anxiety disorders","0.109","finding - mental or behavioral dysfunction"
"mood disorders","0.109","mental or behavioral dysfunction"
"relate - vinyl resin","0.098","organic chemical"
"brain injuries","0.098","injury or poisoning"
"behavior therapy","0.098","therapeutic or preventive procedure"
"nervousness","0.087","sign or symptom"
"fluoxetine","0.087","organic chemical - pharmacologic substance"
"attention deficit disorder","0.087","disease or syndrome - mental or behavioral dysfunction"
"unstable status","0.087","finding"
"weighing patient","0.087","diagnostic procedure - finding"
"tic vocal","0.087","sign or symptom"
"neoplasm metastasis","0.087","neoplastic process"
"brain neoplasms","0.087","neoplastic process"
"craniocerebral trauma","0.087","injury or poisoning"
"investigational new drugs","0.087","pharmacologic substance - therapeutic or preventive procedure"
"traumatic brain injury","0.087","disease or syndrome - injury or poisoning"
"neurological observations","0.087","finding"
"vital signs","0.087","clinical attribute"
"chronic disease","0.087","disease or syndrome"
"suicidal","0.076","finding"
"treatment protocols","0.076","therapeutic or preventive procedure"
"guanfacine","0.076","organic chemical - pharmacologic substance"
"clonidine","0.076","organic chemical - pharmacologic substance"
"chorea","0.076","disease or syndrome"
"lab test abnormal","0.076","finding"
"cerebrovascular accident","0.076","disease or syndrome - therapeutic or preventive procedure"
"dementia","0.076","mental or behavioral dysfunction"
"test result","0.076","finding"
"current therapy","0.076","therapeutic or preventive procedure"
"hepatic","0.076","body location or region"
"sexually active","0.076","finding"
"cochlear implant procedure","0.065","therapeutic or preventive procedure"
"treatment-psychosocial effects","0.065","finding"
"aripiprazole","0.065","organic chemical - pharmacologic substance"
"fever","0.065","finding"
"behaviorial habits","0.065","individual behavior"
"lung diseases","0.065","disease or syndrome"
"anaplastic oligodendroglioma","0.065","neoplastic process"
"medical history","0.065","finding"
"cognitive therapy","0.065","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"psychotropic drugs","0.065","pharmacologic substance"
"stimulant","0.065","pharmacologic substance"
"kidney diseases","0.054","disease or syndrome"
"transverse cerebellar diameter","0.054","clinical attribute - disease or syndrome - pharmacologic substance"
"substance dependence","0.054","mental or behavioral dysfunction"
"psychostimulant","0.054","pharmacologic substance"
"sinoatrial node","0.054","body part, organ, or organ component"
"operative surgical procedures","0.054","diagnostic procedure - therapeutic or preventive procedure"
"benzodiazepines","0.054","organic chemical - pharmacologic substance"
"breast","0.054","body part, organ, or organ component"
"headache","0.054","sign or symptom"
"blind vision","0.054","disease or syndrome"
"hoxa10 protein human","0.054","biologically active substance - body location or region"
"malaise","0.054","finding - sign or symptom"
"substance use disorders","0.054","mental or behavioral dysfunction"
"psychoactive substances","0.054","hazardous or poisonous substance - pharmacologic substance"
"brain diseases","0.054","disease or syndrome"
"psychiatric problem","0.054","mental or behavioral dysfunction"
"selective serotonin re-uptake inhibitor","0.054","pharmacologic substance"
"heart diseases","0.054","disease or syndrome"
"suicide attempt","0.054","finding - mental or behavioral dysfunction"
"cochlear structure","0.043","body part, organ, or organ component"
"integumentary scale","0.043","body part, organ, or organ component"
"febrile convulsions","0.043","disease or syndrome - pharmacologic substance"
"pregnancy test negative","0.043","finding - laboratory or test result"
"cocaine","0.043","hazardous or poisonous substance - injury or poisoning - organic chemical - pharmacologic substance"
"eye","0.043","body part, organ, or organ component - body substance"
"anticonvulsants","0.043","pharmacologic substance"
"neuroleptic malignant syndrome","0.043","disease or syndrome"
"stimulation procedure","0.043","therapeutic or preventive procedure"
"malignant syndrome nos","0.043","disease or syndrome"
"conduct disorder","0.043","mental or behavioral dysfunction"
"pharmacotherapy","0.043","therapeutic or preventive procedure"
"blood vessel","0.043","body part, organ, or organ component - finding"
"nicotine","0.043","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"severity of symptoms","0.043","finding"
"alcoholic intoxication chronic","0.043","mental or behavioral dysfunction"
"dnmt3b protein human","0.043","enzyme"
"cytochrome p-450 cyp2d6","0.043","enzyme"
"major depressive disorder","0.043","mental or behavioral dysfunction"
"liver diseases","0.043","disease or syndrome"
"caffeine","0.043","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"depression bipolar","0.043","mental or behavioral dysfunction"
"neurologic examination","0.043","diagnostic procedure"
"contraception barrier","0.043","therapeutic or preventive procedure"
"serum creatinine level","0.043","laboratory or test result"
"liver function","0.043","organ or tissue function"
"trigeminal neuralgia","0.043","disease or syndrome"
"positive pregnancy test","0.043","laboratory or test result"
"oral medication","0.043","therapeutic or preventive procedure"
"deep brain stimulation","0.043","therapeutic or preventive procedure"
"infantile neuroaxonal dystrophy","0.043","disease or syndrome"
"claustrophobia","0.043","mental or behavioral dysfunction"
"fragments","0.043","body substance"
"personal satisfaction","0.043","finding"
"disease of diaphragm","0.043","body part, organ, or organ component - disease or syndrome"
"deterioration of status","0.043","finding"
"atypia morphology","0.043","finding"
"dopamine agonists","0.043","pharmacologic substance"
"impaired cognition","0.043","finding - mental or behavioral dysfunction"
"aneurysm","0.043","disease or syndrome"
"disability","0.033","finding"
"manic","0.033","finding - mental or behavioral dysfunction"
"bony process","0.033","body part, organ, or organ component"
"psychiatric care","0.033","therapeutic or preventive procedure"
"illicit drugs","0.033","hazardous or poisonous substance - pharmacologic substance"
"educational status","0.033","finding - individual behavior"
"suicidality","0.033","clinical attribute"
"laboratory results","0.033","laboratory or test result"
"tic disorders vocal","0.033","disease or syndrome"
"consciousness related finding","0.033","finding"
"hypertensive disease","0.033","biologically active substance - disease or syndrome - finding"
"toxin","0.033","biologically active substance - hazardous or poisonous substance"
"toxic effect","0.033","injury or poisoning"
"urine drug screen positive","0.033","laboratory or test result"
"academic achievement","0.033","finding - individual behavior"
"personality disorders","0.033","mental or behavioral dysfunction"
"sterility","0.033","pathologic function"
"hysterectomy","0.033","therapeutic or preventive procedure"
"diastasis","0.033","pathologic function"
"normal intelligence","0.033","finding"
"anxiety generalized","0.033","mental or behavioral dysfunction"
"antiparkinson agents","0.033","pharmacologic substance"
"generalized anxiety disorder","0.033","mental or behavioral dysfunction"
"botulinum toxins","0.033","hazardous or poisonous substance - pharmacologic substance - therapeutic or preventive procedure"
"unconscious state","0.033","disease or syndrome - finding"
"mild adverse event","0.033","finding"
"thyroid gland","0.033","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"intelligence tests","0.033","diagnostic procedure"
"tardive dyskinesia","0.033","disease or syndrome"
"therapeutic brand of coal tar","0.033","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"tricyclic antidepressive agents","0.033","pharmacologic substance"
"injectables","0.033","pharmacologic substance"
"gastrointestinal diseases","0.033","disease or syndrome"
"abnormal movement","0.033","disease or syndrome - finding"
"sexual intercourse - finding","0.033","finding"
"pimozide","0.033","organic chemical - pharmacologic substance"
"psychotherapy","0.033","therapeutic or preventive procedure"
"body parts - dental","0.033","body part, organ, or organ component"
"agitation","0.033","finding - sign or symptom"
"stress disorders traumatic","0.033","mental or behavioral dysfunction"
"implantation procedure","0.033","therapeutic or preventive procedure"
"psychotic symptoms","0.033","sign or symptom"
"dyskinetic syndrome","0.033","disease or syndrome - finding"
"hearing examination finding","0.033","finding"
"absence of sensation","0.033","sign or symptom - therapeutic or preventive procedure"
"oral region","0.033","body location or region - body part, organ, or organ component - disease or syndrome"
"hemorrhage","0.033","pathologic function - therapeutic or preventive procedure"
"post-traumatic stress disorder","0.033","mental or behavioral dysfunction"
