"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"psychotic disorders","0.39130","mental or behavioral dysfunction"
"tic disorder","0.38043","mental or behavioral dysfunction"
"gravidity","0.31522","finding"
"pharmacologic substance","0.23913","pharmacologic substance - therapeutic or preventive procedure"
"bipolar disorder","0.23913","mental or behavioral dysfunction"
"nervous system disorder","0.22826","disease or syndrome"
"epilepsy","0.21739","disease or syndrome"
"intravenous infusion procedures","0.21739","therapeutic or preventive procedure"
"hypersensitivity","0.21739","clinical attribute - finding - pathologic function"
"allergy severity - severe","0.20652","finding"
"substance abuse problem","0.19565","mental or behavioral dysfunction"
"depressed mood","0.19565","finding - mental or behavioral dysfunction"
"positive finding","0.18478","finding"
"active brand of pseudoephedrine-triprolidine","0.18478","organic chemical - pharmacologic substance"
"schizophrenia","0.17391","mental or behavioral dysfunction"
"pharmaceutical preparations","0.16304","pharmacologic substance"
"mental retardation","0.16304","mental or behavioral dysfunction"
"osteochondritis dissecans","0.15217","disease or syndrome - mental or behavioral dysfunction"
"contraceptive methods","0.14130","therapeutic or preventive procedure"
"antipsychotic agents","0.14130","pharmacologic substance"
"screening for cancer","0.14130","diagnostic procedure"
"ethanol","0.13043","organic chemical - pharmacologic substance"
"unipolar depression","0.13043","mental or behavioral dysfunction"
"autistic disorder","0.13043","mental or behavioral dysfunction"
"attention deficit hyperactivity disorder","0.13043","disease or syndrome - mental or behavioral dysfunction"
"developmental disabilities","0.13043","mental or behavioral dysfunction"
"mental disorders","0.13043","mental or behavioral dysfunction"
"pregnancy tests","0.11957","diagnostic procedure"
"pervasive development disorder","0.11957","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"magnetic resonance imaging","0.11957","diagnostic procedure"
"electrocardiogram","0.11957","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"injury wounds","0.11957","body substance - injury or poisoning"
"physical assessment findings","0.10870","finding"
"congenital abnormality","0.09783","congenital abnormality - disease or syndrome"
"behavior therapy","0.09783","therapeutic or preventive procedure"
"malignant neoplasms","0.09783","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"brain injuries","0.09783","injury or poisoning"
"neoplasm metastasis","0.08696","neoplastic process"
"traumatic brain injury","0.08696","disease or syndrome - injury or poisoning"
"obsessive-compulsive disorder","0.08696","disease or syndrome - mental or behavioral dysfunction"
"mood disorders","0.08696","mental or behavioral dysfunction"
"investigational new drugs","0.08696","pharmacologic substance - therapeutic or preventive procedure"
"suicidal","0.07609","finding"
"brain neoplasms","0.07609","neoplastic process"
"lab test abnormal","0.07609","finding"
"craniocerebral trauma","0.07609","injury or poisoning"
"unstable status","0.07609","finding"
"movement disorders","0.07609","disease or syndrome"
"test result","0.07609","finding"
"cerebrovascular accident","0.07609","disease or syndrome - therapeutic or preventive procedure"
"gilles de la tourette syndrome","0.06522","body part, organ, or organ component - disease or syndrome - finding - mental or behavioral dysfunction - neoplastic process"
"anxiety disorders","0.06522","finding - mental or behavioral dysfunction"
"anaplastic oligodendroglioma","0.06522","neoplastic process"
"cochlear implant procedure","0.06522","therapeutic or preventive procedure"
"vital signs","0.06522","clinical attribute"
"weighing patient","0.06522","diagnostic procedure - finding"
"aripiprazole","0.06522","organic chemical - pharmacologic substance"
"dementia","0.06522","mental or behavioral dysfunction"
"chorea","0.06522","disease or syndrome"
"sexually active","0.06522","finding"
"fever","0.06522","finding"
"behaviorial habits","0.06522","individual behavior"
"hyperactive behavior","0.05435","finding"
"benzodiazepines","0.05435","organic chemical - pharmacologic substance"
"breast","0.05435","body part, organ, or organ component"
"relate - vinyl resin","0.05435","organic chemical"
"substance use disorders","0.05435","mental or behavioral dysfunction"
"substance dependence","0.05435","mental or behavioral dysfunction"
"sinoatrial node","0.05435","body part, organ, or organ component"
"treatment-psychosocial effects","0.05435","finding"
"psychostimulant","0.05435","pharmacologic substance"
"compulsive disorder","0.05435","finding"
"suicide attempt","0.05435","finding - mental or behavioral dysfunction"
