"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"ethanol","0.45622","organic chemical - pharmacologic substance"
"pharmacologic substance","0.20737","pharmacologic substance - therapeutic or preventive procedure"
"allergy severity - severe","0.18433","finding"
"gravidity","0.18433","finding"
"alcoholic intoxication chronic","0.17972","mental or behavioral dysfunction"
"psychotic disorders","0.17512","mental or behavioral dysfunction"
"mental disorders","0.17051","mental or behavioral dysfunction"
"intravenous infusion procedures","0.15207","therapeutic or preventive procedure"
"bipolar disorder","0.14286","mental or behavioral dysfunction"
"positive finding","0.13825","finding"
"hypersensitivity","0.13364","clinical attribute - finding - pathologic function"
"schizophrenia","0.13364","mental or behavioral dysfunction"
"suicidal","0.12442","finding"
"unstable status","0.12442","finding"
"pharmaceutical preparations","0.11060","pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.09677","organic chemical - pharmacologic substance"
"physical assessment findings","0.09677","finding"
"epilepsy","0.09217","disease or syndrome"
"impaired cognition","0.09217","finding - mental or behavioral dysfunction"
"benzodiazepines","0.08756","organic chemical - pharmacologic substance"
"psychotropic drugs","0.08756","pharmacologic substance"
"alcohol withdrawal syndrome","0.08756","disease or syndrome"
"contraceptive methods","0.07834","therapeutic or preventive procedure"
"withdrawal symptoms","0.07834","sign or symptom"
"screening for cancer","0.07373","diagnostic procedure"
"aspartate transaminase","0.07373","enzyme"
"depressed mood","0.07373","finding - mental or behavioral dysfunction"
"substance dependence","0.06912","mental or behavioral dysfunction"
"alanine transaminase","0.06912","congenital abnormality - disease or syndrome - enzyme"
"drug dependence","0.06912","mental or behavioral dysfunction"
"alcohol consumption","0.06912","individual behavior"
"naltrexone","0.06452","organic chemical - pharmacologic substance"
"opiates","0.05991","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"opioids","0.05991","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"craniocerebral trauma","0.05530","injury or poisoning"
"unipolar depression","0.05530","mental or behavioral dysfunction"
"marihuana","0.05530","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"consumption-archaic term for tb","0.05530","disease or syndrome"
"substance abuse problem","0.05069","mental or behavioral dysfunction"
"anxiety disorders","0.05069","finding - mental or behavioral dysfunction"
"nicotine dependence","0.05069","mental or behavioral dysfunction"
"injury wounds","0.05069","body substance - injury or poisoning"
"detoxification procedure","0.05069","therapeutic or preventive procedure"
"suicide attempt","0.05069","finding - mental or behavioral dysfunction"
"operative surgical procedures","0.04608","diagnostic procedure - therapeutic or preventive procedure"
"hypertensive disease","0.04608","biologically active substance - disease or syndrome - finding"
"dementia","0.04608","mental or behavioral dysfunction"
"kidney","0.04608","body part, organ, or organ component"
"liver diseases","0.04608","disease or syndrome"
"personality disorders","0.04147","mental or behavioral dysfunction"
"hepatic","0.04147","body location or region"
"relate - vinyl resin","0.04147","organic chemical"
"antipsychotic agents","0.04147","pharmacologic substance"
"topiramate","0.04147","organic chemical - pharmacologic substance"
"disulfiram","0.04147","body part, organ, or organ component - hazardous or poisonous substance - organic chemical - pharmacologic substance"
"alcohol use disorder","0.03687","mental or behavioral dysfunction"
"body mass index","0.03687","clinical attribute - diagnostic procedure"
"acamprosate","0.03687","organic chemical - pharmacologic substance"
"caffeine","0.03687","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"anticonvulsants","0.03687","pharmacologic substance"
"congenital abnormality","0.03687","congenital abnormality - disease or syndrome"
"medical history","0.03687","finding"
"smoking","0.03687","hazardous or poisonous substance - individual behavior"
"eating disorders","0.03687","mental or behavioral dysfunction"
"investigational new drugs","0.03687","pharmacologic substance - therapeutic or preventive procedure"
"antidepressive agents","0.03687","pharmacologic substance"
"panic disorder","0.03226","disease or syndrome - mental or behavioral dysfunction"
"hiv","0.03226","disease or syndrome - pharmacologic substance - virus"
"substance use disorders","0.03226","mental or behavioral dysfunction"
"renal impairment","0.03226","disease or syndrome - finding"
"violence","0.03226","mental or behavioral dysfunction"
"post-traumatic stress disorder","0.03226","mental or behavioral dysfunction"
"cocaine","0.03226","hazardous or poisonous substance - injury or poisoning - organic chemical - pharmacologic substance"
"borderline personality disorder","0.03226","disease or syndrome - mental or behavioral dysfunction"
"obsessive-compulsive disorder","0.03226","disease or syndrome - mental or behavioral dysfunction"
"adverse reactions","0.03226","antibiotic - biologically active substance - disease or syndrome - finding - organic chemical - pathologic function - pharmacologic substance - receptor"
"drug abuse","0.03226","mental or behavioral dysfunction"
"follow-up status","0.03226","finding"
"major depressive disorder","0.03226","mental or behavioral dysfunction"
"manic","0.02765","finding - mental or behavioral dysfunction"
"schizoaffective disorder","0.02765","mental or behavioral dysfunction"
"alcohol problem","0.02765","mental or behavioral dysfunction"
"mass of body structure","0.02765","finding"
"multiple endocrine neoplasia","0.02765","antibiotic - neoplastic process - organic chemical"
"pregnancy tests","0.02304","diagnostic procedure"
"electrocardiogram","0.02304","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"infantile neuroaxonal dystrophy","0.01843","disease or syndrome"
"valproic acid","0.01843","body part, organ, or organ component - organic chemical - pharmacologic substance"
"moderate adverse event","0.01843","finding"
"serum","0.01843","biologically active substance - body substance - pharmacologic substance"
"binge eating disorder","0.01382","mental or behavioral dysfunction"
"contraceptives oral","0.01382","pharmacologic substance - therapeutic or preventive procedure"
"alcohol abuse","0.00922","mental or behavioral dysfunction"
"negative finding","0.00922","finding"
"binge drinking","0.00461","individual behavior"
"heavy drinking","0.00461","mental or behavioral dysfunction"
"current drinker","0.00461","individual behavior"
"sexually active","0.00461","finding"
