"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"substance abuse problem","0.25510","mental or behavioral dysfunction"
"gravidity","0.23469","finding"
"ethanol","0.21429","organic chemical - pharmacologic substance"
"psychotic disorders","0.18367","mental or behavioral dysfunction"
"schizophrenia","0.17347","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.17347","organic chemical - pharmacologic substance"
"skeletal bone","0.16327","body location or region - body part, organ, or organ component - body substance - disease or syndrome"
"eating disorders","0.16327","mental or behavioral dysfunction"
"psychotropic drugs","0.16327","pharmacologic substance"
"pharmacologic substance","0.15306","pharmacologic substance - therapeutic or preventive procedure"
"diabetes mellitus","0.13265","disease or syndrome - pharmacologic substance"
"bipolar disorder","0.12245","mental or behavioral dysfunction"
"antipsychotic agents","0.12245","pharmacologic substance"
"hypersensitivity","0.11224","clinical attribute - finding - pathologic function"
"epilepsy","0.10204","disease or syndrome"
"bone metabolism","0.10204","organ or tissue function"
"allergy severity - severe","0.10204","finding"
"depressed mood","0.10204","finding - mental or behavioral dysfunction"
"mental disorders","0.10204","mental or behavioral dysfunction"
"physical assessment findings","0.09184","finding"
"malignant neoplasms","0.09184","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"body mass index","0.08163","clinical attribute - diagnostic procedure"
"intravenous infusion procedures","0.08163","therapeutic or preventive procedure"
"contraceptive methods","0.07143","therapeutic or preventive procedure"
"substance dependence","0.07143","mental or behavioral dysfunction"
"binge eating disorder","0.07143","mental or behavioral dysfunction"
"anorexia nervosa","0.07143","mental or behavioral dysfunction"
"antidepressive agents","0.07143","pharmacologic substance"
"psychotic illness","0.06122","finding"
"magnetic resonance imaging","0.06122","diagnostic procedure"
"alcohol abuse","0.06122","mental or behavioral dysfunction"
"pharmaceutical preparations","0.06122","pharmacologic substance"
"suicidality","0.06122","clinical attribute"
"mental retardation","0.06122","mental or behavioral dysfunction"
"heart diseases","0.06122","disease or syndrome"
"electrocardiogram","0.06122","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"unstable status","0.06122","finding"
"fracture","0.06122","finding - injury or poisoning"
"hematocrit level","0.05102","laboratory or test result"
"dietary potassium","0.05102","inorganic chemical"
"positive finding","0.05102","finding"
"hypertensive disease","0.05102","biologically active substance - disease or syndrome - finding"
"bone density","0.05102","clinical attribute - diagnostic procedure - disease or syndrome"
"pregnancy tests","0.05102","diagnostic procedure"
"glucose","0.05102","biologically active substance - pharmacologic substance"
"bipolar i disorder","0.05102","mental or behavioral dysfunction"
"benzodiazepines","0.05102","organic chemical - pharmacologic substance"
"chronic disease","0.05102","disease or syndrome"
"kidney diseases","0.04082","disease or syndrome"
"brain","0.04082","body part, organ, or organ component - disease or syndrome"
"disability","0.04082","finding"
"anxiety disorders","0.04082","finding - mental or behavioral dysfunction"
"unipolar depression","0.04082","mental or behavioral dysfunction"
"hepatic","0.04082","body location or region"
"kidney failure","0.04082","disease or syndrome - finding"
"oral contraception","0.04082","pharmacologic substance - therapeutic or preventive procedure"
"developmental disabilities","0.04082","mental or behavioral dysfunction"
"angle closure glaucoma","0.04082","disease or syndrome"
"drug dependence","0.04082","mental or behavioral dysfunction"
"blood pressure finding","0.04082","finding"
"psychiatric problem","0.04082","mental or behavioral dysfunction"
"contraceptives oral","0.04082","pharmacologic substance - therapeutic or preventive procedure"
"psychotherapy","0.04082","therapeutic or preventive procedure"
"intestines","0.04082","body part, organ, or organ component"
"suicide risk","0.04082","finding"
"estrogens","0.04082","pharmacologic substance"
"tattoo","0.04082","finding"
"hyperparathyroidism","0.04082","disease or syndrome"
"medical contraindication","0.04082","finding"
"dyskinetic syndrome","0.03061","disease or syndrome - finding"
"suicidal behavior","0.03061","finding"
"stabilizer - function","0.03061","organ or tissue function"
