"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"anorexia nervosa","0.71429","mental or behavioral dysfunction"
"intravenous infusion procedures","0.43878","therapeutic or preventive procedure"
"body mass index","0.29592","clinical attribute - diagnostic procedure"
"eating disorders","0.20408","mental or behavioral dysfunction"
"amenorrhea","0.19388","disease or syndrome"
"weighing patient","0.17347","diagnostic procedure - finding"
"ideal body weight","0.16327","clinical attribute"
"binge eating disorder","0.14286","mental or behavioral dysfunction"
"mental disorders","0.10204","mental or behavioral dysfunction"
"bulimia nervosa","0.09184","mental or behavioral dysfunction"
"mass of body structure","0.09184","finding"
"psychotropic drugs","0.08163","pharmacologic substance"
"purge","0.06122","pharmacologic substance"
"contraceptive methods","0.06122","therapeutic or preventive procedure"
"actual effective weight","0.04082","finding"
"skeletal bone","0.04082","body location or region - body part, organ, or organ component - body substance - disease or syndrome"
"anorexia nervosa-bulimia","0.04082","disease or syndrome"
"active brand of pseudoephedrine-triprolidine","0.04082","organic chemical - pharmacologic substance"
"tissue growth","0.03061","organ or tissue function"
"physical assessment findings","0.03061","finding"
"psychotherapy","0.03061","therapeutic or preventive procedure"
"allergy severity - severe","0.03061","finding"
"gastrointestinal diseases","0.02041","disease or syndrome"
"pathology processes","0.02041","pathologic function"
"gravidity","0.02041","finding"
"relate - vinyl resin","0.02041","organic chemical"
"treatment protocols","0.02041","therapeutic or preventive procedure"
"follicle stimulating hormone","0.02041","pharmacologic substance"
"antidepressive agents","0.02041","pharmacologic substance"
"antipsychotic agents","0.02041","pharmacologic substance"
"thyrotropin","0.02041","pharmacologic substance"
"pregnancy tests","0.02041","diagnostic procedure"
"fracture","0.02041","finding - injury or poisoning"
"underweight","0.02041","finding"
"anxiety disorders","0.02041","finding - mental or behavioral dysfunction"
"fluoxetine","0.02041","organic chemical - pharmacologic substance"
"body weight decreased","0.02041","finding"
"minerals","0.02041","inorganic chemical"
"psychiatric problem","0.02041","mental or behavioral dysfunction"
"weight gain","0.02041","finding - sign or symptom"
"epilepsy","0.01020","disease or syndrome"
"serum potassium result","0.01020","laboratory or test result"
"schizophrenia","0.01020","mental or behavioral dysfunction"
"psychotic disorders","0.01020","mental or behavioral dysfunction"
"positive pregnancy test","0.01020","laboratory or test result"
"depo-provera","0.01020","pharmacologic substance"
"pituitary gland","0.01020","body part, organ, or organ component - disease or syndrome - organic chemical - pharmacologic substance"
"osteoporosis","0.01020","disease or syndrome - finding"
"oral contraception","0.01020","pharmacologic substance - therapeutic or preventive procedure"
"substance abuse problem","0.01020","mental or behavioral dysfunction"
"disability","0.01020","finding"
"stabilizer - function","0.01020","organ or tissue function"
"pharmaceutical preparations","0.01020","pharmacologic substance"
"bone density","0.01020","clinical attribute - diagnostic procedure - disease or syndrome"
"dietary potassium","0.01020","inorganic chemical"
"suicidality","0.01020","clinical attribute"
"unipolar depression","0.01020","mental or behavioral dysfunction"
"pharmacologic substance","0.01020","pharmacologic substance - therapeutic or preventive procedure"
"alcohol abuse","0.01020","mental or behavioral dysfunction"
"ethanol","0.01020","organic chemical - pharmacologic substance"
"depressed mood","0.01020","finding - mental or behavioral dysfunction"
"magnetic resonance imaging","0.01020","diagnostic procedure"
"mental retardation","0.01020","mental or behavioral dysfunction"
"tic disorder","0.01020","mental or behavioral dysfunction"
"suicide risk","0.01020","finding"
"selective serotonin re-uptake inhibitor","0.01020","pharmacologic substance"
"positive finding","0.01020","finding"
