"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"anorexia nervosa","0.735","mental or behavioral dysfunction"
"intravenous infusion procedures","0.459","therapeutic or preventive procedure"
"body mass index","0.337","clinical attribute - diagnostic procedure"
"eating disorders","0.296","mental or behavioral dysfunction"
"substance abuse problem","0.265","mental or behavioral dysfunction"
"gravidity","0.255","finding"
"ethanol","0.224","organic chemical - pharmacologic substance"
"psychotropic drugs","0.214","pharmacologic substance"
"psychotic disorders","0.194","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.194","organic chemical - pharmacologic substance"
"weighing patient","0.194","diagnostic procedure - finding"
"mental disorders","0.194","mental or behavioral dysfunction"
"amenorrhea","0.194","disease or syndrome"
"binge eating disorder","0.184","mental or behavioral dysfunction"
"schizophrenia","0.184","mental or behavioral dysfunction"
"ideal body weight","0.184","clinical attribute"
"skeletal bone","0.173","body location or region - body part, organ, or organ component - body substance - disease or syndrome"
"pharmacologic substance","0.163","pharmacologic substance - therapeutic or preventive procedure"
"antipsychotic agents","0.143","pharmacologic substance"
"diabetes mellitus","0.133","disease or syndrome - pharmacologic substance"
"bipolar disorder","0.122","mental or behavioral dysfunction"
"physical assessment findings","0.122","finding"
"hypersensitivity","0.112","clinical attribute - finding - pathologic function"
"epilepsy","0.112","disease or syndrome"
"contraceptive methods","0.112","therapeutic or preventive procedure"
"allergy severity - severe","0.112","finding"
"depressed mood","0.112","finding - mental or behavioral dysfunction"
"bone metabolism","0.102","organ or tissue function"
"mass of body structure","0.102","finding"
"malignant neoplasms","0.092","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"bulimia nervosa","0.092","mental or behavioral dysfunction"
"purge","0.082","pharmacologic substance"
"antidepressive agents","0.082","pharmacologic substance"
"suicidality","0.071","clinical attribute"
"mental retardation","0.071","mental or behavioral dysfunction"
"alcohol abuse","0.071","mental or behavioral dysfunction"
"magnetic resonance imaging","0.071","diagnostic procedure"
"fracture","0.071","finding - injury or poisoning"
"substance dependence","0.071","mental or behavioral dysfunction"
"psychotherapy","0.071","therapeutic or preventive procedure"
"pharmaceutical preparations","0.071","pharmacologic substance"
"psychotic illness","0.061","finding"
"positive finding","0.061","finding"
"pregnancy tests","0.061","diagnostic procedure"
