"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"pharmacologic substance","0.22652","pharmacologic substance - therapeutic or preventive procedure"
"active brand of pseudoephedrine-triprolidine","0.19337","organic chemical - pharmacologic substance"
"allergy severity - severe","0.19337","finding"
"hypersensitivity","0.19337","clinical attribute - finding - pathologic function"
"malignant neoplasms","0.17680","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"gravidity","0.14917","finding"
"pharmaceutical preparations","0.14365","pharmacologic substance"
"retina","0.13812","body part, organ, or organ component - disease or syndrome - organic chemical - pharmacologic substance"
"intravenous infusion procedures","0.12707","therapeutic or preventive procedure"
"ethanol","0.11050","organic chemical - pharmacologic substance"
"mechanical detachment","0.10497","pathologic function"
"operative surgical procedures","0.10497","diagnostic procedure - therapeutic or preventive procedure"
"contraceptive methods","0.09945","therapeutic or preventive procedure"
"unstable status","0.09392","finding"
"investigational new drugs","0.09392","pharmacologic substance - therapeutic or preventive procedure"
"epilepsy","0.08287","disease or syndrome"
"neoplasm metastasis","0.07735","neoplastic process"
"positive finding","0.07735","finding"
"glaucoma","0.07735","disease or syndrome - finding"
"mental disorders","0.07735","mental or behavioral dysfunction"
"anti-arrhythmia agents","0.07182","pharmacologic substance"
"lactation","0.07182","organ or tissue function"
"hypertensive disease","0.07182","biologically active substance - disease or syndrome - finding"
"substance abuse problem","0.06630","mental or behavioral dysfunction"
"retinal diseases","0.06630","disease or syndrome - finding"
"cerebrovascular accident","0.06630","disease or syndrome - therapeutic or preventive procedure"
"vitrectomy","0.06077","therapeutic or preventive procedure"
"heart ventricle","0.06077","body part, organ, or organ component"
"congenital abnormality","0.06077","congenital abnormality - disease or syndrome"
"blood vessel","0.06077","body part, organ, or organ component - finding"
"depressed mood","0.06077","finding - mental or behavioral dysfunction"
"congestive heart failure","0.05525","congenital abnormality - disease or syndrome"
"breast","0.05525","body part, organ, or organ component"
"acute rejection","0.05525","finding"
"injury wounds","0.05525","body substance - injury or poisoning"
"psychotic disorders","0.04972","mental or behavioral dysfunction"
"liver diseases","0.04972","disease or syndrome"
"cardiovascular diseases","0.04972","disease or syndrome"
"magnetic resonance imaging","0.04972","diagnostic procedure"
"vitamins","0.04972","organic chemical - pharmacologic substance"
"antipsychotic agents","0.04972","pharmacologic substance"
"skin carcinoma","0.04972","neoplastic process"
"atrophic","0.04972","disease or syndrome - pathologic function"
"hepatic","0.04972","body location or region"
"glycogen storage disease type ii","0.04972","disease or syndrome"
"uveitis","0.04972","disease or syndrome - finding"
"lung","0.04972","body part, organ, or organ component - disease or syndrome"
"diabetic retinopathy","0.04972","disease or syndrome"
"adrenal cortex hormones","0.04972","pharmacologic substance"
"hiv","0.04972","disease or syndrome - pharmacologic substance - virus"
"nervous system disorder","0.04972","disease or syndrome"
"finding of platelet count","0.04972","laboratory or test result"
"medical contraindication","0.04972","finding"
"cataract adverse event","0.04972","finding"
"suicidal","0.04420","finding"
"cholesterol","0.04420","biologically active substance"
"veins","0.04420","body part, organ, or organ component"
"myocardial infarction","0.04420","disease or syndrome - finding"
"moderate adverse event","0.04420","finding"
"cardiac arrhythmia","0.04420","finding - pathologic function"
"atrial fibrillation","0.04420","finding - pathologic function"
"renal function","0.04420","organ or tissue function"
"kidney diseases","0.03867","disease or syndrome"
"arteries","0.03867","body part, organ, or organ component"
"renal insufficiency","0.03867","disease or syndrome"
"diabetes mellitus","0.03867","disease or syndrome - pharmacologic substance"
"vegf protein human","0.03867","biologically active substance - pharmacologic substance - therapeutic or preventive procedure"
"light coagulation","0.03867","therapeutic or preventive procedure"
"disease of diaphragm","0.03867","body part, organ, or organ component - disease or syndrome"
