"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"pharmacologic substance","0.265","pharmacologic substance - therapeutic or preventive procedure"
"contraceptive methods","0.215","therapeutic or preventive procedure"
"allergy severity - severe","0.215","finding"
"malignant neoplasms","0.210","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"active brand of pseudoephedrine-triprolidine","0.210","organic chemical - pharmacologic substance"
"hypersensitivity","0.204","clinical attribute - finding - pathologic function"
"mechanical detachment","0.199","pathologic function"
"gravidity","0.188","finding"
"retina","0.188","body part, organ, or organ component - disease or syndrome - organic chemical - pharmacologic substance"
"pharmaceutical preparations","0.182","pharmacologic substance"
"operative surgical procedures","0.177","diagnostic procedure - therapeutic or preventive procedure"
"intravenous infusion procedures","0.177","therapeutic or preventive procedure"
"neoplasm metastasis","0.160","neoplastic process"
"epilepsy","0.122","disease or syndrome"
"ethanol","0.116","organic chemical - pharmacologic substance"
"positive finding","0.110","finding"
"unstable status","0.105","finding"
"retinal diseases","0.099","disease or syndrome - finding"
"investigational new drugs","0.094","pharmacologic substance - therapeutic or preventive procedure"
"hypertensive disease","0.088","biologically active substance - disease or syndrome - finding"
"cerebrovascular accident","0.083","disease or syndrome - therapeutic or preventive procedure"
"relate - vinyl resin","0.083","organic chemical"
"atrial fibrillation","0.083","finding - pathologic function"
"heart atrium","0.083","body part, organ, or organ component"
"treatment protocols","0.077","therapeutic or preventive procedure"
"pregnancy tests","0.077","diagnostic procedure"
"veins","0.077","body part, organ, or organ component"
"lactation","0.077","organ or tissue function"
"renal function","0.077","organ or tissue function"
"injury wounds","0.077","body substance - injury or poisoning"
"glaucoma","0.077","disease or syndrome - finding"
"mental disorders","0.077","mental or behavioral dysfunction"
"negative finding","0.077","finding"
"vitrectomy","0.072","therapeutic or preventive procedure"
"diabetic retinopathy","0.072","disease or syndrome"
"arteries","0.072","body part, organ, or organ component"
"kidney transplantation","0.072","body part, organ, or organ component - finding - therapeutic or preventive procedure"
"blood vessel","0.072","body part, organ, or organ component - finding"
"anti-arrhythmia agents","0.072","pharmacologic substance"
"finding of platelet count","0.066","laboratory or test result"
"blood pressure finding","0.066","finding"
"fibrillations","0.066","disease or syndrome"
"myocardial infarction","0.066","disease or syndrome - finding"
"follow-up status","0.066","finding"
"substance abuse problem","0.066","mental or behavioral dysfunction"
"depressed mood","0.066","finding - mental or behavioral dysfunction"
"heart ventricle","0.066","body part, organ, or organ component"
"congestive heart failure","0.066","congenital abnormality - disease or syndrome"
"congenital abnormality","0.061","congenital abnormality - disease or syndrome"
"hepatic","0.061","body location or region"
"medical contraindication","0.061","finding"
"cardiac arrhythmia","0.061","finding - pathologic function"
"serum creatinine level","0.061","laboratory or test result"
"acute rejection","0.061","finding"
"adrenal cortex hormones","0.061","pharmacologic substance"
"lung","0.061","body part, organ, or organ component - disease or syndrome"
"rhegmatogenous retinal detachment","0.055","disease or syndrome"
"physical assessment findings","0.055","finding"
"moderate adverse event","0.055","finding"
"anticoagulants","0.055","pharmacologic substance"
"bevacizumab","0.055","pharmacologic substance"
"psychotic disorders","0.055","mental or behavioral dysfunction"
"electric countershock","0.055","therapeutic or preventive procedure"
"breast","0.055","body part, organ, or organ component"
"antipsychotic agents","0.055","pharmacologic substance"
"nervous system disorder","0.055","disease or syndrome"
"magnetic resonance imaging","0.055","diagnostic procedure"
"liver diseases","0.055","disease or syndrome"
"skin carcinoma","0.055","neoplastic process"
"systolic pressure","0.050","clinical attribute - diagnostic procedure"
"intraocular pressure test","0.050","diagnostic procedure - disease or syndrome - organ or tissue function"
"tomography optical coherence","0.050","diagnostic procedure - enzyme"
"aspartate transaminase","0.050","enzyme"
"unmarried","0.050","finding"
"atrophic","0.050","disease or syndrome - pathologic function"
"multiple sclerosis","0.050","body part, organ, or organ component - disease or syndrome - finding"
"diabetes mellitus","0.050","disease or syndrome - pharmacologic substance"
"corrected visual acuity","0.050","clinical attribute"
"hiv","0.050","disease or syndrome - pharmacologic substance - virus"
"alanine transaminase","0.050","congenital abnormality - disease or syndrome - enzyme"
"uveitis","0.050","disease or syndrome - finding"
"vitamins","0.050","organic chemical - pharmacologic substance"
"vegf protein human","0.050","biologically active substance - pharmacologic substance - therapeutic or preventive procedure"
"antiepileptic agents","0.050","pharmacologic substance"
"cataract adverse event","0.050","finding"
"glycogen storage disease type ii","0.050","disease or syndrome"
"cardiovascular diseases","0.050","disease or syndrome"
"electrocardiogram","0.050","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"hemodialysis","0.050","therapeutic or preventive procedure"
"suicidal","0.044","finding"
"kidney diseases","0.044","disease or syndrome"
"cholesterol","0.044","biologically active substance"
"basal cell carcinoma","0.044","neoplastic process"
"diastole","0.044","clinical attribute"
"therapeutic radiology procedure","0.044","body location or region - finding - neoplastic process - therapeutic or preventive procedure"
"squamous cell carcinoma","0.044","neoplastic process"
"multiple endocrine neoplasia","0.044","antibiotic - neoplastic process - organic chemical"
"laser photocoagulation","0.044","therapeutic or preventive procedure"
"macule","0.044","body part, organ, or organ component - sign or symptom"
"intestines","0.044","body part, organ, or organ component"
"renal insufficiency","0.044","disease or syndrome"
"contraceptives oral","0.044","pharmacologic substance - therapeutic or preventive procedure"
"light coagulation","0.044","therapeutic or preventive procedure"
"disease of diaphragm","0.044","body part, organ, or organ component - disease or syndrome"
"renal dialysis","0.039","therapeutic or preventive procedure"
"bleeding tendency","0.039","disease or syndrome - pathologic function"
"abnormal degeneration","0.039","pathologic function"
"status epilepticus","0.039","disease or syndrome"
"lens diseases","0.039","body part, organ, or organ component - disease or syndrome"
"photochemotherapy","0.039","therapeutic or preventive procedure"
"bilirubin","0.039","biologically active substance - laboratory or test result - organic chemical"
"skeletal bone","0.039","body location or region - body part, organ, or organ component - body substance - disease or syndrome"
"pharmacotherapy","0.039","therapeutic or preventive procedure"
"hysterectomy","0.039","therapeutic or preventive procedure"
"tacrolimus","0.039","organic chemical - pharmacologic substance"
"drug abuse","0.039","mental or behavioral dysfunction"
"prior therapy","0.039","clinical attribute"
"body mass index","0.039","clinical attribute - diagnostic procedure"
"mild adverse event","0.039","finding"
"dementia","0.039","mental or behavioral dysfunction"
"proliferative vitreoretinopathy","0.039","disease or syndrome"
"proteinuria","0.039","finding"
"pathology processes","0.033","pathologic function"
"bipolar disorder","0.033","mental or behavioral dysfunction"
"autoimmune diseases","0.033","disease or syndrome"
"hole finding","0.033","finding"
"carcinoma in situ","0.033","biologically active substance - neoplastic process"
"immobile","0.033","body substance - finding"
"cataract surgery","0.033","therapeutic or preventive procedure"
"benzodiazepines","0.033","organic chemical - pharmacologic substance"
"steroid therapy","0.033","therapeutic or preventive procedure"
"aspirin","0.033","organic chemical - pharmacologic substance"
"opioids","0.033","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"disorder of eye","0.033","disease or syndrome"
"decreased translucency","0.033","finding"
"refusal","0.033","organic chemical - pharmacologic substance"
"transplantation homologous","0.033","therapeutic or preventive procedure"
"asthma","0.033","disease or syndrome"
"systemic infection","0.033","disease or syndrome"
"transaminases","0.033","enzyme"
"diastolic blood pressure","0.033","clinical attribute - diagnostic procedure - finding"
"immunosuppressive agents","0.033","pharmacologic substance"
"folic acid","0.033","disease or syndrome - organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"schizophrenia","0.033","mental or behavioral dysfunction"
"fibrosis","0.033","pathologic function"
