"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"pharmaceutical preparations","2","pharmacologic substance"
"deterioration of status","2","finding"
"tic motor","2","sign or symptom"
"fasting","1","finding"
"abnormal sensation","1","sign or symptom"
"physical findings","1","finding"
"esthesia","1","finding - organ or tissue function"
"leg","1","body location or region"
"throat clearing","1","organ or tissue function"
"disease of diaphragm","1","body part organ or organ component - disease or syndrome"
"abdomen","1","body location or region"
"face","1","body location or region - disease or syndrome"
"upper arm","1","body location or region - body part organ or organ component - neoplastic process"
"heat stress disorders","1","injury or poisoning"
"outbursts","1","mental or behavioral dysfunction"
"fatigue","1","sign or symptom"
"psychotherapy","1","therapeutic or preventive procedure"
"excessive blinking","1","finding"
"epilepsy","2","disease or syndrome"
"upper arm","2","body location or region - body part organ or organ component - neoplastic process"
"deterioration of status","1","finding"
"attention deficit disorder","1","disease or syndrome - mental or behavioral dysfunction"
"mild adverse event","1","finding"
"rhythm","1","finding"
"tic vocal","1","sign or symptom"
"pharmaceutical preparations","1","pharmacologic substance"
"anxiety disorders","1","finding - mental or behavioral dysfunction"
"toes","1","body part organ or organ component"
"jerky movement","1","finding"
"myoclonus","1","sign or symptom"
"leg","1","body location or region"
"pharyngeal structure","1","body location or region - body part organ or organ component - body substance"
"throat clearing","1","organ or tissue function"
"blinking","1","organ or tissue function"
"oral region","1","body location or region - body part organ or organ component - disease or syndrome"
"physical findings","1","finding"
"eyebrow structure","1","body part organ or organ component"
"facial tics","1","disease or syndrome"
"shoulder","1","body location or region"
"stress","1","finding - organic chemical - pharmacologic substance"
"does talk","1","finding"
"squealing","1","individual behavior"
"tongue","1","body location or region - body part organ or organ component"
"focal dystonia","1","disease or syndrome"
