"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"allergy severity - severe","0.275","finding"
"mini-mental status exam","0.272","diagnostic procedure"
"pharmacologic substance","0.270","pharmacologic substance - therapeutic or preventive procedure"
"mental disorders","0.264","mental or behavioral dysfunction"
"ethanol","0.238","organic chemical - pharmacologic substance"
"intravenous infusion procedures","0.230","therapeutic or preventive procedure"
"depressed mood","0.226","finding - mental or behavioral dysfunction"
"cerebrovascular accident","0.196","disease or syndrome - therapeutic or preventive procedure"
"magnetic resonance imaging","0.196","diagnostic procedure"
"active brand of pseudoephedrine-triprolidine","0.185","organic chemical - pharmacologic substance"
"dactinomycin","0.181","antibiotic - body part, organ, or organ component - disease or syndrome - therapeutic or preventive procedure"
"unstable status","0.178","finding"
"schizophrenia","0.169","mental or behavioral dysfunction"
"pharmaceutical preparations","0.166","pharmacologic substance"
"hypersensitivity","0.162","clinical attribute - finding - pathologic function"
"substance abuse problem","0.159","mental or behavioral dysfunction"
"impaired cognition","0.158","finding - mental or behavioral dysfunction"
"mild adverse event","0.156","finding"
"epilepsy","0.152","disease or syndrome"
"malignant neoplasms","0.143","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"gravidity","0.143","finding"
"physical assessment findings","0.141","finding"
"nervous system disorder","0.139","disease or syndrome"
"craniocerebral trauma","0.127","injury or poisoning"
"hepatic","0.126","body location or region"
"antipsychotic agents","0.122","pharmacologic substance"
"contraceptive methods","0.119","therapeutic or preventive procedure"
"hypertensive disease","0.114","biologically active substance - disease or syndrome - finding"
"injury wounds","0.113","body substance - injury or poisoning"
"blood vessel","0.108","body part, organ, or organ component - finding"
"congenital abnormality","0.104","congenital abnormality - disease or syndrome"
"memory observations","0.103","finding"
"positive finding","0.102","finding"
"relate - vinyl resin","0.096","organic chemical"
"psychotic disorders","0.093","mental or behavioral dysfunction"
"cholinesterase inhibitors","0.093","organic chemical - pharmacologic substance"
"memantine","0.090","organic chemical - pharmacologic substance"
"moderate adverse event","0.088","finding"
"unipolar depression","0.088","mental or behavioral dysfunction"
"operative surgical procedures","0.086","diagnostic procedure - therapeutic or preventive procedure"
"bipolar disorder","0.080","mental or behavioral dysfunction"
"mild cognitive disorder","0.080","mental or behavioral dysfunction"
"electrocardiogram","0.076","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"investigational new drugs","0.076","pharmacologic substance - therapeutic or preventive procedure"
"myocardial infarction","0.071","disease or syndrome - finding"
"cerebrovascular disorders","0.071","pathologic function"
"vitamins","0.069","organic chemical - pharmacologic substance"
"consciousness related finding","0.068","finding"
"multiple sclerosis","0.067","body part, organ, or organ component - disease or syndrome - finding"
"brain injuries","0.066","injury or poisoning"
"cholinesterases","0.065","enzyme"
"multiple endocrine neoplasia","0.065","antibiotic - neoplastic process - organic chemical"
"negative finding","0.065","finding"
"cardiovascular diseases","0.064","disease or syndrome"
"hearing examination finding","0.063","finding"
"medical contraindication","0.063","finding"
"medical history","0.063","finding"
"liver diseases","0.062","disease or syndrome"
"benzodiazepines","0.061","organic chemical - pharmacologic substance"
"lung","0.061","body part, organ, or organ component - disease or syndrome"
"pregnancy tests","0.060","diagnostic procedure"
"antidepressive agents","0.060","pharmacologic substance"
"nervousness","0.059","sign or symptom"
"mental retardation","0.058","mental or behavioral dysfunction"
"heart diseases","0.058","disease or syndrome"
"blood pressure finding","0.057","finding"
"cdr1 protein human","0.057","biologically active substance"
"alcohol abuse","0.057","mental or behavioral dysfunction"
"unconscious state","0.057","disease or syndrome - finding"
"cognitive therapy","0.057","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"neurological observations","0.057","finding"
"psychotropic drugs","0.055","pharmacologic substance"
"body mass index","0.054","clinical attribute - diagnostic procedure"
"dementia vascular","0.053","disease or syndrome"
"alcoholic intoxication chronic","0.053","mental or behavioral dysfunction"
"drug abuse","0.053","mental or behavioral dysfunction"
"traumatic brain injury","0.053","disease or syndrome - injury or poisoning"
"congestive heart failure","0.052","congenital abnormality - disease or syndrome"
"delirium","0.051","mental or behavioral dysfunction"
"neurodegenerative disorders","0.050","disease or syndrome"
"donepezil","0.050","organic chemical - pharmacologic substance"
"angina pectoris","0.049","sign or symptom"
"neuropsychological tests","0.049","diagnostic procedure"
"neoplasm metastasis","0.048","neoplastic process"
"hiv","0.047","disease or syndrome - pharmacologic substance - virus"
"communication impairment","0.046","finding - mental or behavioral dysfunction"
"depression scale","0.046","diagnostic procedure"
"nursing therapy","0.046","therapeutic or preventive procedure"
"mental state examination","0.045","therapeutic or preventive procedure"
"brain neoplasms","0.044","neoplastic process"
"schizoaffective disorder","0.044","mental or behavioral dysfunction"
"thyroid gland","0.044","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"encephalopathies","0.043","disease or syndrome - finding"
"disability","0.042","finding"
"claustrophobia","0.042","mental or behavioral dysfunction"
"agitation","0.042","finding - sign or symptom"
"suicidal","0.041","finding"
"mass of body structure","0.041","finding"
"anticholinergic agents","0.041","pharmacologic substance"
"ischemia","0.041","disease or syndrome"
"pharmacotherapy","0.041","therapeutic or preventive procedure"
"diastole","0.041","clinical attribute"
"kidney diseases","0.040","disease or syndrome"
"pulmonary resonance","0.039","finding"
"serum","0.039","biologically active substance - body substance - pharmacologic substance"
