"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"allergy severity - severe","0.25574","finding"
"pharmacologic substance","0.24584","pharmacologic substance - therapeutic or preventive procedure"
"mental disorders","0.23199","mental or behavioral dysfunction"
"ethanol","0.22842","organic chemical - pharmacologic substance"
"depressed mood","0.18211","finding - mental or behavioral dysfunction"
"unstable status","0.17181","finding"
"cerebrovascular accident","0.16667","disease or syndrome - therapeutic or preventive procedure"
"active brand of pseudoephedrine-triprolidine","0.16627","organic chemical - pharmacologic substance"
"hypersensitivity","0.15796","clinical attribute - finding - pathologic function"
"pharmaceutical preparations","0.15439","pharmacologic substance"
"substance abuse problem","0.15162","mental or behavioral dysfunction"
"epilepsy","0.14331","disease or syndrome"
"magnetic resonance imaging","0.13302","diagnostic procedure"
"malignant neoplasms","0.13064","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"intravenous infusion procedures","0.12668","therapeutic or preventive procedure"
"gravidity","0.12272","finding"
"nervous system disorder","0.12272","disease or syndrome"
"craniocerebral trauma","0.12154","injury or poisoning"
"hepatic","0.11797","body location or region"
"schizophrenia","0.11758","mental or behavioral dysfunction"
"injury wounds","0.10293","body substance - injury or poisoning"
"hypertensive disease","0.09857","biologically active substance - disease or syndrome - finding"
"antipsychotic agents","0.09264","pharmacologic substance"
"dactinomycin","0.09105","antibiotic - body part, organ, or organ component - disease or syndrome - therapeutic or preventive procedure"
"congenital abnormality","0.08828","congenital abnormality - disease or syndrome"
"physical assessment findings","0.08274","finding"
"psychotic disorders","0.08234","mental or behavioral dysfunction"
"blood vessel","0.08234","body part, organ, or organ component - finding"
"unipolar depression","0.07720","mental or behavioral dysfunction"
"bipolar disorder","0.07522","mental or behavioral dysfunction"
"investigational new drugs","0.07363","pharmacologic substance - therapeutic or preventive procedure"
"impaired cognition","0.07165","finding - mental or behavioral dysfunction"
"myocardial infarction","0.06928","disease or syndrome - finding"
"positive finding","0.06770","finding"
"cardiovascular diseases","0.06017","disease or syndrome"
"medical contraindication","0.06017","finding"
"vitamins","0.05938","organic chemical - pharmacologic substance"
"liver diseases","0.05819","disease or syndrome"
"multiple sclerosis","0.05780","body part, organ, or organ component - disease or syndrome - finding"
"cerebrovascular disorders","0.05740","pathologic function"
"lung","0.05701","body part, organ, or organ component - disease or syndrome"
"consciousness related finding","0.05542","finding"
"brain injuries","0.05542","injury or poisoning"
"heart diseases","0.05463","disease or syndrome"
"contraceptive methods","0.05424","therapeutic or preventive procedure"
"alcohol abuse","0.05424","mental or behavioral dysfunction"
"memantine","0.05424","organic chemical - pharmacologic substance"
"nervousness","0.05384","sign or symptom"
"benzodiazepines","0.05265","organic chemical - pharmacologic substance"
"mini-mental status exam","0.05265","diagnostic procedure"
"unconscious state","0.05146","disease or syndrome - finding"
"neurological observations","0.05146","finding"
"drug abuse","0.05067","mental or behavioral dysfunction"
"alcoholic intoxication chronic","0.04988","mental or behavioral dysfunction"
"congestive heart failure","0.04869","congenital abnormality - disease or syndrome"
"cholinesterase inhibitors","0.04869","organic chemical - pharmacologic substance"
"mental retardation","0.04790","mental or behavioral dysfunction"
"electrocardiogram","0.04751","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"neurodegenerative disorders","0.04711","disease or syndrome"
"antidepressive agents","0.04632","pharmacologic substance"
"blood pressure finding","0.04592","finding"
"angina pectoris","0.04592","sign or symptom"
"traumatic brain injury","0.04315","disease or syndrome - injury or poisoning"
"claustrophobia","0.04157","mental or behavioral dysfunction"
"hiv","0.04117","disease or syndrome - pharmacologic substance - virus"
"brain neoplasms","0.04117","neoplastic process"
"delirium","0.03998","mental or behavioral dysfunction"
"dementia vascular","0.03959","disease or syndrome"
"neoplasm metastasis","0.03880","neoplastic process"
"kidney diseases","0.03800","disease or syndrome"
"psychotropic drugs","0.03800","pharmacologic substance"
"suicidal","0.03761","finding"
"anticholinergic agents","0.03721","pharmacologic substance"
"thyroid gland","0.03721","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"diabetes mellitus","0.03603","disease or syndrome - pharmacologic substance"
"breast","0.03563","body part, organ, or organ component"
"systemic disease","0.03523","disease or syndrome"
"cardiac arrhythmia","0.03523","finding - pathologic function"
"diastole","0.03484","clinical attribute"
"operative surgical procedures","0.03325","diagnostic procedure - therapeutic or preventive procedure"
"cholinesterases","0.03325","enzyme"
"immunologic deficiency syndromes","0.03246","disease or syndrome"
"disability","0.03207","finding"
"major depressive disorder","0.03207","mental or behavioral dysfunction"
"anxiety disorders","0.03167","finding - mental or behavioral dysfunction"
"moderate adverse event","0.03127","finding"
"lewy body disease","0.03088","disease or syndrome"
"systolic pressure","0.03048","clinical attribute - diagnostic procedure"
"communicable diseases","0.03048","disease or syndrome"
"donepezil","0.03009","organic chemical - pharmacologic substance"
"hearing examination finding","0.02930","finding"
"medical history","0.02890","finding"
"pharmacotherapy","0.02850","therapeutic or preventive procedure"
"insulin","0.02850","pharmacologic substance"
"hypothyroidism","0.02811","disease or syndrome"
"pregnancy tests","0.02811","diagnostic procedure"
"agitation","0.02811","finding - sign or symptom"
"arteries","0.02771","body part, organ, or organ component"
"nursing therapy","0.02692","therapeutic or preventive procedure"
"household composition","0.02652","finding"
"alanine transaminase","0.02573","congenital abnormality - disease or syndrome - enzyme"
"memory observations","0.02573","finding"
"relate - vinyl resin","0.02375","organic chemical"
"screening for cancer","0.02375","diagnostic procedure"
"pathology processes","0.02296","pathologic function"
