"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"frontotemporal dementia","0.30000","disease or syndrome"
"mini-mental status exam","0.17500","diagnostic procedure"
"magnetic resonance imaging","0.16250","diagnostic procedure"
"aphasia progressive","0.11250","mental or behavioral dysfunction"
"contraceptive methods","0.10000","therapeutic or preventive procedure"
"memory observations","0.10000","finding"
"pregnancy tests","0.10000","diagnostic procedure"
"dactinomycin","0.10000","antibiotic - body part, organ, or organ component - disease or syndrome - therapeutic or preventive procedure"
"negative finding","0.07500","finding"
"pharmacologic substance","0.07500","pharmacologic substance - therapeutic or preventive procedure"
"serum","0.07500","biologically active substance - body substance - pharmacologic substance"
"abnormal degeneration","0.06250","pathologic function"
"treatment protocols","0.06250","therapeutic or preventive procedure"
"amyotrophic lateral sclerosis","0.06250","disease or syndrome - pharmacologic substance"
"relate - vinyl resin","0.06250","organic chemical"
"neurological observations","0.06250","finding"
"carbon monoxide diffusing capability test","0.06250","diagnostic procedure"
"adrenal cortex","0.05000","body part, organ, or organ component"
"epilepsy","0.05000","disease or syndrome"
"creatinine clearance","0.05000","finding"
"hearing examination finding","0.05000","finding"
"nervousness","0.05000","sign or symptom"
"globoid cell leukodystrophy","0.05000","disease or syndrome"
"neoplasm metastasis","0.05000","neoplastic process"
"leukodystrophy metachromatic","0.05000","disease or syndrome"
"cdr1 protein human","0.05000","biologically active substance"
"semantic dementia","0.05000","mental or behavioral dysfunction"
"cholinesterase inhibitors","0.05000","organic chemical - pharmacologic substance"
"nuclear pore complex","0.05000","biologically active substance - disease or syndrome - neoplastic process"
"personality inventories","0.05000","diagnostic procedure"
"mild adverse event","0.05000","finding"
"intravenous infusion procedures","0.05000","therapeutic or preventive procedure"
"niemann-pick diseases","0.05000","disease or syndrome"
"transaminases","0.05000","enzyme"
"cognitive therapy","0.05000","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"paralysed","0.05000","finding"
"memantine","0.05000","organic chemical - pharmacologic substance"
"tay-sachs disease","0.03750","disease or syndrome"
"fucosidase deficiency disease","0.03750","disease or syndrome"
"human chorionic gonadotropin","0.03750","disease or syndrome - pharmacologic substance"
"physical assessment findings","0.03750","finding"
"sandhoff disease","0.03750","disease or syndrome"
"hepatic","0.03750","body location or region"
"glomerular filtration rate","0.03750","diagnostic procedure - finding"
"positive finding","0.03750","finding"
"communication impairment","0.03750","finding - mental or behavioral dysfunction"
"frontotemporal lobar degeneration","0.03750","mental or behavioral dysfunction"
"alcoholic intoxication chronic","0.03750","mental or behavioral dysfunction"
"pfaundler-hurler syndrome","0.03750","disease or syndrome"
"atrophic","0.03750","disease or syndrome - pathologic function"
"blood specimen","0.03750","body substance"
"neuropsychological tests","0.03750","diagnostic procedure"
"transplantation","0.03750","therapeutic or preventive procedure"
"primary amyloidosis","0.03750","disease or syndrome"
"gravidity","0.03750","finding"
"family history","0.03750","congenital abnormality - disease or syndrome - enzyme - finding"
"pulmonary resonance","0.03750","finding"
"levodopa","0.03750","pharmacologic substance"
"alzheimer s disease","0.03750","antibiotic - biologically active substance - body part, organ, or organ component - disease or syndrome - pathologic function - therapeutic or preventive procedure"
"adrenoleukodystrophy","0.03750","disease or syndrome"
"progressive supranuclear palsy","0.03750","biologically active substance - disease or syndrome"
"filipin","0.03750","antibiotic - organic chemical"
"mri brain procedure","0.03750","diagnostic procedure"
"mild cognitive disorder","0.03750","mental or behavioral dysfunction"
"bilirubin","0.03750","biologically active substance - laboratory or test result - organic chemical"
"alpha-mannosidosis","0.03750","disease or syndrome"
"life expectancy","0.03750","group attribute"
"transfer factor - respiratory measure","0.03750","finding"
"depressed mood","0.03750","finding - mental or behavioral dysfunction"
"cord - body parts","0.03750","body part, organ, or organ component - disease or syndrome"
"multiple endocrine neoplasia","0.03750","antibiotic - neoplastic process - organic chemical"
"niemann-pick disease type c1","0.03750","disease or syndrome"
"mucopolysaccharidosis vi","0.02500","disease or syndrome"
"stem of organ","0.02500","body part, organ, or organ component"
"pharmacotherapy","0.02500","therapeutic or preventive procedure"
"sterility","0.02500","pathologic function"
"metabolic diseases","0.02500","disease or syndrome"
"household composition","0.02500","finding"
"alanine transaminase","0.02500","congenital abnormality - disease or syndrome - enzyme"
"pharmaceutical preparations","0.02500","pharmacologic substance"
"psychotropic drugs","0.02500","pharmacologic substance"
"heart ventricle","0.02500","body part, organ, or organ component"
"lansky play-performance status","0.02500","clinical attribute"
"operative surgical procedures","0.02500","diagnostic procedure - therapeutic or preventive procedure"
"moderate adverse event","0.02500","finding"
"limb structure","0.02500","body part, organ, or organ component"
"memory impairment","0.02500","finding - mental or behavioral dysfunction"
"positron-emission tomography","0.02500","diagnostic procedure"
"left ventricular ejection fraction","0.02500","laboratory or test result"
"power of attorney","0.02500","finding"
"impaired cognition","0.02500","finding - mental or behavioral dysfunction"
"hypertensive disease","0.02500","biologically active substance - disease or syndrome - finding"
"primary progressive nonfluent aphasia","0.02500","mental or behavioral dysfunction"
"finding of platelet count","0.02500","laboratory or test result"
"aspartate transaminase","0.02500","enzyme"
"aphasia broca","0.02500","mental or behavioral dysfunction"
"responsible person","0.02500","finding"
"cerebrovascular accident","0.02500","disease or syndrome - therapeutic or preventive procedure"
"compliance behavior","0.02500","individual behavior"
"malignant neoplasms","0.02500","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"mental state examination","0.02500","therapeutic or preventive procedure"
"mental disorders","0.02500","mental or behavioral dysfunction"
"skeletal bone","0.01250","body location or region - body part, organ, or organ component - body substance - disease or syndrome"
"unconscious state","0.01250","disease or syndrome - finding"
"imaging techniques","0.01250","diagnostic procedure"
"disability","0.01250","finding"
"anemia","0.01250","disease or syndrome"
"imaging of brain","0.01250","diagnostic procedure"
"malaise","0.01250","finding - sign or symptom"
"breast","0.01250","body part, organ, or organ component"
"proteins","0.01250","biologically active substance"
"cardiovascular diseases","0.01250","disease or syndrome"
"lumbar region","0.01250","body location or region"
"claustrophobia","0.01250","mental or behavioral dysfunction"
"motor neuron disease","0.01250","disease or syndrome"
"mercury","0.01250","hazardous or poisonous substance"
"sedation","0.01250","sign or symptom - therapeutic or preventive procedure"
"spinal puncture","0.01250","body part, organ, or organ component - diagnostic procedure - therapeutic or preventive procedure"
"active brand of pseudoephedrine-triprolidine","0.01250","organic chemical - pharmacologic substance"
"ethanol","0.01250","organic chemical - pharmacologic substance"
"congenital abnormality","0.01250","congenital abnormality - disease or syndrome"
"craniocerebral trauma","0.01250","injury or poisoning"
"blood vessel","0.01250","body part, organ, or organ component - finding"
"allergy severity - severe","0.01250","finding"
"atypia morphology","0.01250","finding"
"observation of attack","0.01250","finding"
"experimental drug","0.01250","pharmacologic substance"
"carbamazepine","0.01250","organic chemical - pharmacologic substance"
"screening for cancer","0.01250","diagnostic procedure"
"consciousness related finding","0.01250","finding"
"plasma","0.01250","body substance"
"triacetyluridine","0.01250","pharmacologic substance"
"brain injuries","0.01250","injury or poisoning"
"dementia vascular","0.01250","disease or syndrome"
"injury wounds","0.01250","body substance - injury or poisoning"
"behavior disorders","0.01250","injury or poisoning - mental or behavioral dysfunction"
"hypersensitivity","0.01250","clinical attribute - finding - pathologic function"
"multiple sclerosis","0.01250","body part, organ, or organ component - disease or syndrome - finding"
"follow-up status","0.01250","finding"
"neurodegenerative disorders","0.01250","disease or syndrome"
"puncture procedure","0.01250","diagnostic procedure - finding - therapeutic or preventive procedure"
