"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"ethanol","0.42143","organic chemical - pharmacologic substance"
"gravidity","0.26429","finding"
"pharmacologic substance","0.26000","pharmacologic substance - therapeutic or preventive procedure"
"allergy severity - severe","0.23714","finding"
"mental disorders","0.23000","mental or behavioral dysfunction"
"psychotic disorders","0.22714","mental or behavioral dysfunction"
"intravenous infusion procedures","0.20286","therapeutic or preventive procedure"
"contraceptive methods","0.19143","therapeutic or preventive procedure"
"active brand of pseudoephedrine-triprolidine","0.17571","organic chemical - pharmacologic substance"
"bipolar disorder","0.17286","mental or behavioral dysfunction"
"schizophrenia","0.16857","mental or behavioral dysfunction"
"positive finding","0.16143","finding"
"suicidal","0.15429","finding"
"hypersensitivity","0.15000","clinical attribute - finding - pathologic function"
"unstable status","0.14429","finding"
"naltrexone","0.13143","organic chemical - pharmacologic substance"
"disulfiram","0.12857","body part, organ, or organ component - hazardous or poisonous substance - organic chemical - pharmacologic substance"
"pharmaceutical preparations","0.12714","pharmacologic substance"
"alcoholic intoxication chronic","0.12571","mental or behavioral dysfunction"
"liver diseases","0.12429","disease or syndrome"
"psychotropic drugs","0.12000","pharmacologic substance"
"screening for cancer","0.11714","diagnostic procedure"
"opioids","0.11571","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"marihuana","0.11143","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"depressed mood","0.11143","finding - mental or behavioral dysfunction"
"alcohol withdrawal syndrome","0.11000","disease or syndrome"
"benzodiazepines","0.10857","organic chemical - pharmacologic substance"
"alanine transaminase","0.10143","congenital abnormality - disease or syndrome - enzyme"
"aspartate transaminase","0.10000","enzyme"
"hepatic","0.09857","body location or region"
"opiates","0.09714","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"physical assessment findings","0.09286","finding"
"epilepsy","0.09143","disease or syndrome"
"substance dependence","0.09143","mental or behavioral dysfunction"
"antidepressive agents","0.08429","pharmacologic substance"
"substance abuse problem","0.08286","mental or behavioral dysfunction"
"antipsychotic agents","0.07714","pharmacologic substance"
"caffeine","0.06714","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"detoxification procedure","0.06714","therapeutic or preventive procedure"
"nicotine dependence","0.06571","mental or behavioral dysfunction"
"hypertensive disease","0.06571","biologically active substance - disease or syndrome - finding"
"hiv","0.06000","disease or syndrome - pharmacologic substance - virus"
"unipolar depression","0.06000","mental or behavioral dysfunction"
"acamprosate","0.05857","organic chemical - pharmacologic substance"
"opiate addiction","0.05857","mental or behavioral dysfunction"
"alcohol consumption","0.05857","individual behavior"
"malignant neoplasms","0.05857","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"adverse reactions","0.05714","antibiotic - biologically active substance - disease or syndrome - finding - organic chemical - pathologic function - pharmacologic substance - receptor"
"pregnancy tests","0.05571","diagnostic procedure"
"anxiety disorders","0.05286","finding - mental or behavioral dysfunction"
"drug dependence","0.05143","mental or behavioral dysfunction"
"injury wounds","0.05143","body substance - injury or poisoning"
"encephalopathies","0.05143","disease or syndrome - finding"
"impaired cognition","0.05000","finding - mental or behavioral dysfunction"
"bilirubin","0.05000","biologically active substance - laboratory or test result - organic chemical"
"craniocerebral trauma","0.04857","injury or poisoning"
"withdrawal symptoms","0.04857","sign or symptom"
"cocaine","0.04714","hazardous or poisonous substance - injury or poisoning - organic chemical - pharmacologic substance"
"nervous system disorder","0.04714","disease or syndrome"
"investigational new drugs","0.04571","pharmacologic substance - therapeutic or preventive procedure"
"psychoactive substances","0.04571","hazardous or poisonous substance - pharmacologic substance"
"alcohol withdrawal delirium","0.04571","disease or syndrome - receptor"
"congenital abnormality","0.04429","congenital abnormality - disease or syndrome"
"panic disorder","0.04286","disease or syndrome - mental or behavioral dysfunction"
"manic","0.04286","finding - mental or behavioral dysfunction"
"post-traumatic stress disorder","0.04286","mental or behavioral dysfunction"
"liver function","0.04286","organ or tissue function"
"suicide attempt","0.04286","finding - mental or behavioral dysfunction"
"severe combined immunodeficiency","0.04000","diagnostic procedure - disease or syndrome"
"consumption-archaic term for tb","0.04000","disease or syndrome"
"transaminases","0.04000","enzyme"
"anticonvulsants","0.03857","pharmacologic substance"
"lactation","0.03857","organ or tissue function"
"homicidal ideation","0.03857","finding"
"breast","0.03714","body part, organ, or organ component"
"delirium dementia amnestic cognitive disorders","0.03571","mental or behavioral dysfunction"
"thyroid gland","0.03571","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"diabetes","0.03571","disease or syndrome"
"mood disorders","0.03571","mental or behavioral dysfunction"
"gastrointestinal hemorrhage","0.03571","pathologic function"
"kidney diseases","0.03429","disease or syndrome"
"anti-anxiety agents","0.03429","pharmacologic substance"
"tobacco","0.03429","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"magnetic resonance imaging","0.03429","diagnostic procedure"
"infantile neuroaxonal dystrophy","0.03429","disease or syndrome"
"substance use disorders","0.03429","mental or behavioral dysfunction"
"mental retardation","0.03429","mental or behavioral dysfunction"
"heart diseases","0.03429","disease or syndrome"
"electrocardiogram","0.03429","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"eating disorders","0.03429","mental or behavioral dysfunction"
"current therapy","0.03429","therapeutic or preventive procedure"
"withdrawal convulsions","0.03286","pathologic function"
"schizoaffective disorder","0.03286","mental or behavioral dysfunction"
"liver carcinoma","0.03143","disease or syndrome - neoplastic process - therapeutic or preventive procedure"
"medical history","0.03143","finding"
"antabuse","0.03143","organic chemical - pharmacologic substance"
"violent","0.03000","mental or behavioral dysfunction"
"myocardial infarction","0.03000","disease or syndrome - finding"
"urine drug screen positive","0.03000","laboratory or test result"
"personality disorders","0.02857","mental or behavioral dysfunction"
"relate - vinyl resin","0.02857","organic chemical"
"claustrophobia","0.02857","mental or behavioral dysfunction"
"suicidality","0.02857","clinical attribute"
"topiramate","0.02857","organic chemical - pharmacologic substance"
"major depressive disorder","0.02857","mental or behavioral dysfunction"
"drug abuse","0.02857","mental or behavioral dysfunction"
"human chorionic gonadotropin","0.02714","disease or syndrome - pharmacologic substance"
"pathology processes","0.02714","pathologic function"
"amphetamines","0.02714","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"pharmacotherapy","0.02571","therapeutic or preventive procedure"
"negative finding","0.02571","finding"
"blood pressure finding","0.02571","finding"
"moderate adverse event","0.02571","finding"
"psychiatric problem","0.02429","mental or behavioral dysfunction"
"illicit drugs","0.02286","hazardous or poisonous substance - pharmacologic substance"
"sexually active","0.02286","finding"
"liver cirrhosis","0.02286","disease or syndrome"
"alcohol abuse","0.02286","mental or behavioral dysfunction"
"violence","0.02143","mental or behavioral dysfunction"
"contraceptives oral","0.02143","pharmacologic substance - therapeutic or preventive procedure"
"serum","0.02143","biologically active substance - body substance - pharmacologic substance"
"contraception barrier","0.02000","therapeutic or preventive procedure"
"body mass index","0.01857","clinical attribute - diagnostic procedure"
"current non-drinker of alcohol","0.01857","individual behavior"
"follow-up status","0.01857","finding"
"multiple endocrine neoplasia","0.01857","antibiotic - neoplastic process - organic chemical"
"valproic acid","0.01571","body part, organ, or organ component - organic chemical - pharmacologic substance"
"alcohol use disorder","0.01429","mental or behavioral dysfunction"
"disease of diaphragm","0.01429","body part, organ, or organ component - disease or syndrome"
