"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"ethanol","0.767","organic chemical - pharmacologic substance"
"alcoholic intoxication chronic","0.441","mental or behavioral dysfunction"
"intravenous infusion procedures","0.381","therapeutic or preventive procedure"
"pharmacologic substance","0.321","pharmacologic substance - therapeutic or preventive procedure"
"contraceptive methods","0.301","therapeutic or preventive procedure"
"gravidity","0.293","finding"
"mental disorders","0.261","mental or behavioral dysfunction"
"allergy severity - severe","0.253","finding"
"alcohol consumption","0.250","individual behavior"
"psychotic disorders","0.234","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.209","organic chemical - pharmacologic substance"
"positive finding","0.199","finding"
"schizophrenia","0.190","mental or behavioral dysfunction"
"bipolar disorder","0.183","mental or behavioral dysfunction"
"suicidal","0.157","finding"
"hypersensitivity","0.154","clinical attribute - finding - pathologic function"
"multiple endocrine neoplasia","0.154","antibiotic - neoplastic process - organic chemical"
"screening for cancer","0.154","diagnostic procedure"
"pharmaceutical preparations","0.153","pharmacologic substance"
"physical assessment findings","0.151","finding"
"unstable status","0.149","finding"
"naltrexone","0.137","organic chemical - pharmacologic substance"
"marihuana","0.136","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"disulfiram","0.133","body part, organ, or organ component - hazardous or poisonous substance - organic chemical - pharmacologic substance"
"psychotropic drugs","0.133","pharmacologic substance"
"liver diseases","0.133","disease or syndrome"
"depressed mood","0.131","finding - mental or behavioral dysfunction"
"alcohol withdrawal syndrome","0.127","disease or syndrome"
"opioids","0.123","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"consumption-archaic term for tb","0.121","disease or syndrome"
"alanine transaminase","0.120","congenital abnormality - disease or syndrome - enzyme"
"aspartate transaminase","0.117","enzyme"
"negative finding","0.117","finding"
"opiates","0.114","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"benzodiazepines","0.113","organic chemical - pharmacologic substance"
"hepatic","0.110","body location or region"
"detoxification procedure","0.109","therapeutic or preventive procedure"
"substance abuse problem","0.109","mental or behavioral dysfunction"
"pregnancy tests","0.107","diagnostic procedure"
"heavy drinking","0.106","mental or behavioral dysfunction"
"substance dependence","0.103","mental or behavioral dysfunction"
"epilepsy","0.094","disease or syndrome"
"antipsychotic agents","0.094","pharmacologic substance"
"antidepressive agents","0.091","pharmacologic substance"
"alcohol abuse","0.089","mental or behavioral dysfunction"
"nicotine dependence","0.086","mental or behavioral dysfunction"
"follow-up status","0.083","finding"
"post-traumatic stress disorder","0.081","mental or behavioral dysfunction"
"anxiety disorders","0.077","finding - mental or behavioral dysfunction"
"hiv","0.076","disease or syndrome - pharmacologic substance - virus"
"severe combined immunodeficiency","0.073","diagnostic procedure - disease or syndrome"
"adverse reactions","0.073","antibiotic - biologically active substance - disease or syndrome - finding - organic chemical - pathologic function - pharmacologic substance - receptor"
"unipolar depression","0.073","mental or behavioral dysfunction"
"electrocardiogram","0.071","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"alcohol use disorder","0.070","mental or behavioral dysfunction"
"hypertensive disease","0.069","biologically active substance - disease or syndrome - finding"
"caffeine","0.069","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"withdrawal symptoms","0.067","sign or symptom"
"impaired cognition","0.067","finding - mental or behavioral dysfunction"
"opiate addiction","0.064","mental or behavioral dysfunction"
"malignant neoplasms","0.061","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"drug dependence","0.061","mental or behavioral dysfunction"
"acamprosate","0.060","organic chemical - pharmacologic substance"
"cocaine","0.059","hazardous or poisonous substance - injury or poisoning - organic chemical - pharmacologic substance"
"bilirubin","0.059","biologically active substance - laboratory or test result - organic chemical"
"medical history","0.057","finding"
"injury wounds","0.056","body substance - injury or poisoning"
"encephalopathies","0.056","disease or syndrome - finding"
"substance use disorders","0.056","mental or behavioral dysfunction"
"relate - vinyl resin","0.054","organic chemical"
"schizoaffective disorder","0.051","mental or behavioral dysfunction"
"operative surgical procedures","0.050","diagnostic procedure - therapeutic or preventive procedure"
"tobacco","0.050","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"craniocerebral trauma","0.050","injury or poisoning"
"manic","0.049","finding - mental or behavioral dysfunction"
"current non-drinker of alcohol","0.049","individual behavior"
"transaminases","0.049","enzyme"
"congenital abnormality","0.047","congenital abnormality - disease or syndrome"
"nervous system disorder","0.047","disease or syndrome"
"body mass index","0.047","clinical attribute - diagnostic procedure"
"panic disorder","0.047","disease or syndrome - mental or behavioral dysfunction"
"investigational new drugs","0.047","pharmacologic substance - therapeutic or preventive procedure"
"liver function","0.046","organ or tissue function"
"alcohol withdrawal delirium","0.046","disease or syndrome - receptor"
"psychoactive substances","0.046","hazardous or poisonous substance - pharmacologic substance"
"suicide attempt","0.046","finding - mental or behavioral dysfunction"
"moderate adverse event","0.044","finding"
"valproic acid","0.044","body part, organ, or organ component - organic chemical - pharmacologic substance"
"contraceptives oral","0.043","pharmacologic substance - therapeutic or preventive procedure"
"infantile neuroaxonal dystrophy","0.043","disease or syndrome"
"hepatitis alcoholic","0.041","disease or syndrome"
"major depressive disorder","0.041","mental or behavioral dysfunction"
"anticonvulsants","0.040","pharmacologic substance"
"serum","0.039","biologically active substance - body substance - pharmacologic substance"
"lactation","0.039","organ or tissue function"
"breast","0.039","body part, organ, or organ component"
"homicidal ideation","0.039","finding"
"diabetes","0.039","disease or syndrome"
"magnetic resonance imaging","0.039","diagnostic procedure"
"illicit drugs","0.037","hazardous or poisonous substance - pharmacologic substance"
"smoker","0.037","finding"
"gastrointestinal hemorrhage","0.037","pathologic function"
"mood disorders","0.037","mental or behavioral dysfunction"
"kidney diseases","0.036","disease or syndrome"
"human chorionic gonadotropin","0.036","disease or syndrome - pharmacologic substance"
"claustrophobia","0.036","mental or behavioral dysfunction"
"mental retardation","0.036","mental or behavioral dysfunction"
"pharmacotherapy","0.036","therapeutic or preventive procedure"
"thyroid gland","0.036","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"drug abuse","0.036","mental or behavioral dysfunction"
"delirium dementia amnestic cognitive disorders","0.036","mental or behavioral dysfunction"
"heart diseases","0.036","disease or syndrome"
"contraception barrier","0.036","therapeutic or preventive procedure"
"anti-anxiety agents","0.034","pharmacologic substance"
"eating disorders","0.034","mental or behavioral dysfunction"
"household composition","0.034","finding"
"smoking","0.034","hazardous or poisonous substance - individual behavior"
"current therapy","0.034","therapeutic or preventive procedure"
"withdrawal convulsions","0.033","pathologic function"
"psychiatric problem","0.033","mental or behavioral dysfunction"
"liver carcinoma","0.033","disease or syndrome - neoplastic process - therapeutic or preventive procedure"
"sexually active","0.033","finding"
"myocardial infarction","0.031","disease or syndrome - finding"
