"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"ethanol","0.67857","organic chemical - pharmacologic substance"
"alcoholic intoxication chronic","0.38286","mental or behavioral dysfunction"
"intravenous infusion procedures","0.31143","therapeutic or preventive procedure"
"alcohol consumption","0.21857","individual behavior"
"multiple endocrine neoplasia","0.14571","antibiotic - neoplastic process - organic chemical"
"contraceptive methods","0.13571","therapeutic or preventive procedure"
"heavy drinking","0.10143","mental or behavioral dysfunction"
"negative finding","0.09571","finding"
"pharmacologic substance","0.09429","pharmacologic substance - therapeutic or preventive procedure"
"consumption-archaic term for tb","0.09286","disease or syndrome"
"alcohol abuse","0.07286","mental or behavioral dysfunction"
"physical assessment findings","0.07286","finding"
"follow-up status","0.06714","finding"
"pregnancy tests","0.05714","diagnostic procedure"
"alcohol use disorder","0.05571","mental or behavioral dysfunction"
"detoxification procedure","0.05571","therapeutic or preventive procedure"
"severe combined immunodeficiency","0.05143","diagnostic procedure - disease or syndrome"
"mental disorders","0.05000","mental or behavioral dysfunction"
"positive finding","0.04857","finding"
"electrocardiogram","0.04857","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.04571","organic chemical - pharmacologic substance"
"post-traumatic stress disorder","0.04000","mental or behavioral dysfunction"
"screening for cancer","0.04000","diagnostic procedure"
"substance abuse problem","0.03857","mental or behavioral dysfunction"
"gravidity","0.03857","finding"
"operative surgical procedures","0.03714","diagnostic procedure - therapeutic or preventive procedure"
"current non-drinker of alcohol","0.03429","individual behavior"
"hepatitis alcoholic","0.03429","disease or syndrome"
"anxiety disorders","0.03286","finding - mental or behavioral dysfunction"
"marihuana","0.03286","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"body mass index","0.03000","clinical attribute - diagnostic procedure"
"pharmaceutical preparations","0.03000","pharmacologic substance"
"medical history","0.03000","finding"
"smoking","0.03000","hazardous or poisonous substance - individual behavior"
"valproic acid","0.02857","body part, organ, or organ component - organic chemical - pharmacologic substance"
"smoker","0.02714","finding"
"relate - vinyl resin","0.02571","organic chemical"
"substance use disorders","0.02571","mental or behavioral dysfunction"
"depressed mood","0.02571","finding - mental or behavioral dysfunction"
"household composition","0.02429","finding"
"schizophrenia","0.02429","mental or behavioral dysfunction"
"alcohol withdrawal syndrome","0.02429","disease or syndrome"
"sterility","0.02286","pathologic function"
"cocaine","0.02286","hazardous or poisonous substance - injury or poisoning - organic chemical - pharmacologic substance"
"schizoaffective disorder","0.02143","mental or behavioral dysfunction"
"tobacco","0.02143","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"allergy severity - severe","0.02143","finding"
"contraceptives oral","0.02143","pharmacologic substance - therapeutic or preventive procedure"
"treatment protocols","0.02000","therapeutic or preventive procedure"
"alanine transaminase","0.02000","congenital abnormality - disease or syndrome - enzyme"
"nicotine dependence","0.02000","mental or behavioral dysfunction"
"pregnancy test negative","0.02000","finding - laboratory or test result"
"opiates","0.02000","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"aspartate transaminase","0.02000","enzyme"
"liver diseases","0.02000","disease or syndrome"
"antipsychotic agents","0.01857","pharmacologic substance"
"moderate adverse event","0.01857","finding"
"withdrawal symptoms","0.01857","sign or symptom"
"impaired cognition","0.01857","finding - mental or behavioral dysfunction"
"hiv","0.01714","disease or syndrome - pharmacologic substance - virus"
"disease of diaphragm","0.01714","body part, organ, or organ component - disease or syndrome"
"adverse reactions","0.01714","antibiotic - biologically active substance - disease or syndrome - finding - organic chemical - pathologic function - pharmacologic substance - receptor"
"serum","0.01714","biologically active substance - body substance - pharmacologic substance"
"psychotropic drugs","0.01571","pharmacologic substance"
"contraception barrier","0.01571","therapeutic or preventive procedure"
"opioids","0.01571","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"human chorionic gonadotropin","0.01429","disease or syndrome - pharmacologic substance"
"hepatic","0.01429","body location or region"
"illicit drugs","0.01429","hazardous or poisonous substance - pharmacologic substance"
"substance dependence","0.01429","mental or behavioral dysfunction"
"unipolar depression","0.01429","mental or behavioral dysfunction"
"bipolar disorder","0.01286","mental or behavioral dysfunction"
"major depressive disorder","0.01286","mental or behavioral dysfunction"
"benzodiazepines","0.01143","organic chemical - pharmacologic substance"
"infantile neuroaxonal dystrophy","0.01143","disease or syndrome"
"injury wounds","0.01143","body substance - injury or poisoning"
"pharmacotherapy","0.01000","therapeutic or preventive procedure"
"drug dependence","0.01000","mental or behavioral dysfunction"
"bilirubin","0.01000","biologically active substance - laboratory or test result - organic chemical"
"sexually active","0.01000","finding"
"psychotic disorders","0.00857","mental or behavioral dysfunction"
"psychiatric problem","0.00857","mental or behavioral dysfunction"
"violence","0.00857","mental or behavioral dysfunction"
"naltrexone","0.00857","organic chemical - pharmacologic substance"
"transaminases","0.00857","enzyme"
"drug abuse","0.00857","mental or behavioral dysfunction"
"liver carcinoma","0.00714","disease or syndrome - neoplastic process - therapeutic or preventive procedure"
"claustrophobia","0.00714","mental or behavioral dysfunction"
"antidepressive agents","0.00714","pharmacologic substance"
"liver cirrhosis","0.00714","disease or syndrome"
"panic disorder","0.00571","disease or syndrome - mental or behavioral dysfunction"
"manic","0.00571","finding - mental or behavioral dysfunction"
"magnetic resonance imaging","0.00571","diagnostic procedure"
"encephalopathies","0.00571","disease or syndrome - finding"
"opiate addiction","0.00571","mental or behavioral dysfunction"
"malignant neoplasms","0.00571","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"blood pressure finding","0.00429","finding"
"unstable status","0.00429","finding"
"hypersensitivity","0.00429","clinical attribute - finding - pathologic function"
"liver function","0.00429","organ or tissue function"
"hypertensive disease","0.00429","biologically active substance - disease or syndrome - finding"
"disulfiram","0.00429","body part, organ, or organ component - hazardous or poisonous substance - organic chemical - pharmacologic substance"
"suicidal","0.00286","finding"
"epilepsy","0.00286","disease or syndrome"
"pathology processes","0.00286","pathologic function"
"suicidality","0.00286","clinical attribute"
"congenital abnormality","0.00286","congenital abnormality - disease or syndrome"
"amphetamines","0.00286","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"acamprosate","0.00286","organic chemical - pharmacologic substance"
"mood disorders","0.00286","mental or behavioral dysfunction"
"suicide attempt","0.00286","finding - mental or behavioral dysfunction"
"diabetes","0.00286","disease or syndrome"
"kidney diseases","0.00143","disease or syndrome"
"caffeine","0.00143","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"personality disorders","0.00143","mental or behavioral dysfunction"
"myocardial infarction","0.00143","disease or syndrome - finding"
"anticonvulsants","0.00143","pharmacologic substance"
"mental retardation","0.00143","mental or behavioral dysfunction"
"topiramate","0.00143","organic chemical - pharmacologic substance"
"heart diseases","0.00143","disease or syndrome"
"craniocerebral trauma","0.00143","injury or poisoning"
"investigational new drugs","0.00143","pharmacologic substance - therapeutic or preventive procedure"
"current therapy","0.00143","therapeutic or preventive procedure"
"urine drug screen positive","0.00143","laboratory or test result"
"gastrointestinal hemorrhage","0.00143","pathologic function"
"breast","0.00143","body part, organ, or organ component"
