"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"frontotemporal dementia","0.473","disease or syndrome"
"magnetic resonance imaging","0.345","diagnostic procedure"
"allergy severity - severe","0.345","finding"
"gravidity","0.273","finding"
"pharmacologic substance","0.255","pharmacologic substance - therapeutic or preventive procedure"
"congenital abnormality","0.255","congenital abnormality - disease or syndrome"
"mini-mental status exam","0.236","diagnostic procedure"
"mental disorders","0.218","mental or behavioral dysfunction"
"substance abuse problem","0.218","mental or behavioral dysfunction"
"pregnancy tests","0.200","diagnostic procedure"
"memory observations","0.200","finding"
"pharmaceutical preparations","0.200","pharmacologic substance"
"ethanol","0.182","organic chemical - pharmacologic substance"
"epilepsy","0.182","disease or syndrome"
"contraceptive methods","0.182","therapeutic or preventive procedure"
"cerebrovascular accident","0.182","disease or syndrome - therapeutic or preventive procedure"
"hepatic","0.182","body location or region"
"hypersensitivity","0.164","clinical attribute - finding - pathologic function"
"abnormal degeneration","0.164","pathologic function"
"aphasia progressive","0.164","mental or behavioral dysfunction"
"kidney","0.164","body part, organ, or organ component"
"positive finding","0.145","finding"
"amyotrophic lateral sclerosis","0.145","disease or syndrome - pharmacologic substance"
"unstable status","0.145","finding"
"malignant neoplasms","0.145","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"breast","0.145","body part, organ, or organ component"
"dactinomycin","0.145","antibiotic - body part, organ, or organ component - disease or syndrome - therapeutic or preventive procedure"
"paralysed","0.145","finding"
"active brand of pseudoephedrine-triprolidine","0.145","organic chemical - pharmacologic substance"
"nervous system disorder","0.145","disease or syndrome"
"consciousness related finding","0.127","finding"
"hypertensive disease","0.127","biologically active substance - disease or syndrome - finding"
"cardiovascular diseases","0.127","disease or syndrome"
"unconscious state","0.127","disease or syndrome - finding"
"craniocerebral trauma","0.127","injury or poisoning"
"depressed mood","0.127","finding - mental or behavioral dysfunction"
"psychotic disorders","0.109","mental or behavioral dysfunction"
"treatment protocols","0.109","therapeutic or preventive procedure"
"serum","0.109","biologically active substance - body substance - pharmacologic substance"
"creatinine clearance","0.109","finding"
"impaired cognition","0.109","finding - mental or behavioral dysfunction"
"relate - vinyl resin","0.109","organic chemical"
"antipsychotic agents","0.109","pharmacologic substance"
"progressive supranuclear palsy","0.109","biologically active substance - disease or syndrome"
"transaminases","0.109","enzyme"
"memantine","0.109","organic chemical - pharmacologic substance"
"claustrophobia","0.109","mental or behavioral dysfunction"
"traumatic brain injury","0.109","disease or syndrome - injury or poisoning"
"brain injuries","0.109","injury or poisoning"
"pathology processes","0.091","pathologic function"
"physical assessment findings","0.091","finding"
"neurodegenerative disorders","0.091","disease or syndrome"
"medical contraindication","0.091","finding"
"lewy body disease","0.091","disease or syndrome"
"immunologic deficiency syndromes","0.091","disease or syndrome"
"frontotemporal lobar degeneration","0.091","mental or behavioral dysfunction"
"negative finding","0.091","finding"
"memory impairment","0.091","finding - mental or behavioral dysfunction"
"cdr1 protein human","0.091","biologically active substance"
"neurological observations","0.091","finding"
"bilirubin","0.091","biologically active substance - laboratory or test result - organic chemical"
"adrenal cortex","0.073","body part, organ, or organ component"
"nervousness","0.073","sign or symptom"
"semantic dementia","0.073","mental or behavioral dysfunction"
"cholinesterase inhibitors","0.073","organic chemical - pharmacologic substance"
"spinal puncture","0.073","body part, organ, or organ component - diagnostic procedure - therapeutic or preventive procedure"
"personality inventories","0.073","diagnostic procedure"
"operative surgical procedures","0.073","diagnostic procedure - therapeutic or preventive procedure"
"moderate adverse event","0.073","finding"
"pulmonary resonance","0.073","finding"
"left ventricular ejection fraction","0.073","laboratory or test result"
"angina pectoris","0.073","sign or symptom"
"hematoma subdural","0.073","enzyme - pathologic function"
"stem of organ","0.073","body part, organ, or organ component"
"sterility","0.073","pathologic function"
"blood vessel","0.073","body part, organ, or organ component - finding"
"alcoholic intoxication chronic","0.073","mental or behavioral dysfunction"
"mild adverse event","0.073","finding"
"positron-emission tomography","0.073","diagnostic procedure"
"intravenous infusion procedures","0.073","therapeutic or preventive procedure"
"immunodeficiency virus","0.073","virus"
"multiple endocrine neoplasia","0.073","antibiotic - neoplastic process - organic chemical"
"alanine transaminase","0.073","congenital abnormality - disease or syndrome - enzyme"
"schizophrenia","0.073","mental or behavioral dysfunction"
"motor neuron disease","0.073","disease or syndrome"
"heart ventricle","0.073","body part, organ, or organ component"
"investigational new drugs","0.073","pharmacologic substance - therapeutic or preventive procedure"
"injury wounds","0.073","body substance - injury or poisoning"
"finding of platelet count","0.073","laboratory or test result"
"hearing examination finding","0.073","finding"
"nuclear pore complex","0.073","biologically active substance - disease or syndrome - neoplastic process"
"alzheimer s disease","0.073","antibiotic - biologically active substance - body part, organ, or organ component - disease or syndrome - pathologic function - therapeutic or preventive procedure"
"neuropsychological tests","0.073","diagnostic procedure"
"primary amyloidosis","0.073","disease or syndrome"
"heart diseases","0.073","disease or syndrome"
"unipolar depression","0.073","mental or behavioral dysfunction"
"behavior disorders","0.073","injury or poisoning - mental or behavioral dysfunction"
"disability","0.055","finding"
"cochlear structure","0.055","body part, organ, or organ component"
"imaging of brain","0.055","diagnostic procedure"
"transient ischemic attack","0.055","disease or syndrome"
"globoid cell leukodystrophy","0.055","disease or syndrome"
"anemia","0.055","disease or syndrome"
"clozapine","0.055","organic chemical - pharmacologic substance"
"sedation","0.055","sign or symptom - therapeutic or preventive procedure"
"neoplasms intracranial","0.055","neoplastic process"
"cochlear implant procedure","0.055","therapeutic or preventive procedure"
"tachycardia","0.055","finding"
"hiv infections","0.055","disease or syndrome - virus"
"mri brain procedure","0.055","diagnostic procedure"
"cord - body parts","0.055","body part, organ, or organ component - disease or syndrome"
"bradycardia","0.055","pathologic function"
"skeletal bone","0.055","body location or region - body part, organ, or organ component - body substance - disease or syndrome"
"aspartate transaminase","0.055","enzyme"
"hiv seropositivity","0.055","finding"
"arteries","0.055","body part, organ, or organ component"
"pharmacotherapy","0.055","therapeutic or preventive procedure"
"alcohol abuse","0.055","mental or behavioral dysfunction"
"leukodystrophy metachromatic","0.055","disease or syndrome"
"family history","0.055","congenital abnormality - disease or syndrome - enzyme - finding"
"bilateral prophylactic mastectomy","0.055","organic chemical - therapeutic or preventive procedure"
"cardiac pacing","0.055","therapeutic or preventive procedure"
"adverse reactions","0.055","antibiotic - biologically active substance - disease or syndrome - finding - organic chemical - pathologic function - pharmacologic substance - receptor"
"niemann-pick disease type c1","0.055","disease or syndrome"
"liver diseases","0.055","disease or syndrome"
"diastole","0.055","clinical attribute"
"follow-up status","0.055","finding"
"compliance behavior","0.055","individual behavior"
"therapeutic brand of coal tar","0.055","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"investigational agents","0.055","pharmacologic substance"
"malaise","0.055","finding - sign or symptom"
"prostaglandins","0.055","biologically active substance - pharmacologic substance"
"vitamins","0.055","organic chemical - pharmacologic substance"
"atrophic","0.055","disease or syndrome - pathologic function"
"acetylcholinesterase inhibitors","0.055","organic chemical - pharmacologic substance"
"mercury","0.055","hazardous or poisonous substance"
"lung diseases","0.055","disease or syndrome"
"transplantation","0.055","therapeutic or preventive procedure"
"electrocardiogram","0.055","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"carbamazepine","0.055","organic chemical - pharmacologic substance"
"niemann-pick diseases","0.055","disease or syndrome"
"body parts - dental","0.055","body part, organ, or organ component"
"triacetyluridine","0.055","pharmacologic substance"
"partum","0.055","clinical attribute"
"dementia vascular","0.055","disease or syndrome"
"lithium","0.055","congenital abnormality - disease or syndrome - pharmacologic substance"
"cognitive therapy","0.055","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"carbon monoxide diffusing capability test","0.055","diagnostic procedure"
"communicable diseases","0.055","disease or syndrome"
"cyclophosphamide-doxorubicin-etoposide-prednisone","0.055","therapeutic or preventive procedure"
"metabolic diseases","0.055","disease or syndrome"
"household composition","0.055","finding"
"hallucinations","0.055","mental or behavioral dysfunction"
"glomerular filtration rate","0.055","diagnostic procedure - finding"
"lumbar region","0.055","body location or region"
"pfaundler-hurler syndrome","0.055","disease or syndrome"
"psychotropic drugs","0.055","pharmacologic substance"
"blood specimen","0.055","body substance"
"limb structure","0.055","body part, organ, or organ component"
"atypia morphology","0.055","finding"
"experimental drug","0.055","pharmacologic substance"
"puncture procedure","0.055","diagnostic procedure - finding - therapeutic or preventive procedure"
"myocardial infarction","0.055","disease or syndrome - finding"
"primary progressive nonfluent aphasia","0.055","mental or behavioral dysfunction"
"hemorrhage","0.055","pathologic function - therapeutic or preventive procedure"
"alpha-mannosidosis","0.055","disease or syndrome"
"aphasia broca","0.055","mental or behavioral dysfunction"
