"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"autistic disorder","0.825","mental or behavioral dysfunction"
"autism spectrum disorders","0.444","congenital abnormality - mental or behavioral dysfunction"
"intravenous infusion procedures","0.385","therapeutic or preventive procedure"
"epilepsy","0.291","disease or syndrome"
"pervasive development disorder","0.291","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"gene therapy","0.198","therapeutic or preventive procedure"
"allergy severity - severe","0.198","finding"
"hypersensitivity","0.193","clinical attribute - finding - pathologic function"
"developmental disabilities","0.190","mental or behavioral dysfunction"
"pharmacologic substance","0.188","pharmacologic substance - therapeutic or preventive procedure"
"nitric oxide synthase","0.188","enzyme"
"psychotropic drugs","0.185","pharmacologic substance"
"psychotic disorders","0.178","mental or behavioral dysfunction"
"schizophrenia","0.173","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.168","organic chemical - pharmacologic substance"
"observation - diagnostic procedure","0.158","diagnostic procedure"
"mental disorders","0.158","mental or behavioral dysfunction"
"gravidity","0.151","finding"
"physical assessment findings","0.143","finding"
"bipolar disorder","0.138","mental or behavioral dysfunction"
"unstable status","0.133","finding"
"tuberous sclerosis","0.131","body part, organ, or organ component - congenital abnormality - disease or syndrome - finding - mental or behavioral dysfunction - neoplastic process - pharmacologic substance"
"pharmaceutical preparations","0.131","pharmacologic substance"
"nervous system disorder","0.123","disease or syndrome"
"antipsychotic agents","0.121","pharmacologic substance"
"fragile x syndrome","0.109","congenital abnormality - disease or syndrome"
"hepatic","0.106","body location or region"
"contraceptive methods","0.101","therapeutic or preventive procedure"
"revision procedure","0.099","therapeutic or preventive procedure"
"injury wounds","0.099","body substance - injury or poisoning"
"malignant neoplasms","0.091","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"childhood disintegrative disorder","0.091","mental or behavioral dysfunction"
"congenital abnormality","0.086","congenital abnormality - disease or syndrome"
"fever","0.084","finding"
"craniocerebral trauma","0.084","injury or poisoning"
"positive finding","0.084","finding"
"substance abuse problem","0.084","mental or behavioral dysfunction"
"hearing examination finding","0.081","finding"
"depressed mood","0.081","finding - mental or behavioral dysfunction"
"ethanol","0.079","organic chemical - pharmacologic substance"
"cerebral palsy","0.079","congenital abnormality - disease or syndrome - therapeutic or preventive procedure"
"paralysed","0.079","finding"
"sexually active","0.074","finding"
"pregnancy tests","0.072","diagnostic procedure"
"schizoaffective disorder","0.069","mental or behavioral dysfunction"
"mental retardation","0.069","mental or behavioral dysfunction"
"suicidal","0.067","finding"
"blind vision","0.067","disease or syndrome"
"anxiety disorders","0.067","finding - mental or behavioral dysfunction"
"asperger syndrome","0.067","disease or syndrome"
"behavior therapy","0.064","therapeutic or preventive procedure"
"attention deficit hyperactivity disorder","0.064","disease or syndrome - mental or behavioral dysfunction"
"disability","0.062","finding"
"hypertensive disease","0.062","biologically active substance - disease or syndrome - finding"
"anticonvulsants","0.062","pharmacologic substance"
"integumentary scale","0.059","body part, organ, or organ component"
"hereditary diseases","0.059","disease or syndrome"
"moderate adverse event","0.057","finding"
"antidepressive agents","0.054","pharmacologic substance"
"research outcome","0.052","finding"
"brain injuries","0.052","injury or poisoning"
"magnetic resonance imaging","0.052","diagnostic procedure"
"stimulant","0.052","pharmacologic substance"
"febrile convulsions","0.049","disease or syndrome - pharmacologic substance"
"rett syndrome","0.049","disease or syndrome - enzyme"
"genetic syndrome","0.049","disease or syndrome"
"traumatic brain injury","0.049","disease or syndrome - injury or poisoning"
"personal satisfaction","0.047","finding"
"deafness","0.047","disease or syndrome - finding"
"fluoxetine","0.047","organic chemical - pharmacologic substance"
"gastrointestinal diseases","0.047","disease or syndrome"
"irritable mood","0.044","finding"
"aggressive behavior","0.044","mental or behavioral dysfunction"
"electroencephalography","0.044","diagnostic procedure - finding - laboratory or test result"
"heart diseases","0.044","disease or syndrome"
"malaise","0.044","finding - sign or symptom"
"therapeutic brand of coal tar","0.042","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"medical history","0.042","finding"
"mood disorders","0.042","mental or behavioral dysfunction"
"risperidone","0.040","organic chemical - pharmacologic substance"
"body excretions","0.040","body substance"
"relate - vinyl resin","0.040","organic chemical"
"serum","0.040","biologically active substance - body substance - pharmacologic substance"
"treatment-psychosocial effects","0.040","finding"
"antiepileptic agents","0.040","pharmacologic substance"
"major depressive disorder","0.040","mental or behavioral dysfunction"
"kidney diseases","0.037","disease or syndrome"
"diagnosis psychiatric","0.037","mental or behavioral dysfunction"
"test result","0.037","finding"
"behavior disorders","0.037","injury or poisoning - mental or behavioral dysfunction"
"asthma","0.037","disease or syndrome"
"type ii mucolipidosis","0.037","disease or syndrome"
"investigational new drugs","0.037","pharmacologic substance - therapeutic or preventive procedure"
"negative finding","0.037","finding"
"family history","0.035","congenital abnormality - disease or syndrome - enzyme - finding"
"systemic disease","0.035","disease or syndrome"
"hyperactive behavior","0.035","finding"
"venous blood sampling","0.035","diagnostic procedure - therapeutic or preventive procedure"
"hyperthyroidism","0.035","disease or syndrome"
"electrocardiogram","0.035","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"pathology processes","0.032","pathologic function"
"skills","0.032","individual behavior"
"follow-up status","0.032","finding"
"rhythm","0.032","finding"
"movement disorders","0.032","disease or syndrome"
"endocrine system diseases","0.032","disease or syndrome - finding"
"cerebrovascular disorders","0.032","pathologic function"
"dactinomycin","0.032","antibiotic - body part, organ, or organ component - disease or syndrome - therapeutic or preventive procedure"
"selective serotonin re-uptake inhibitor","0.032","pharmacologic substance"
"neurofibromatoses","0.032","neoplastic process"
"nervousness","0.032","sign or symptom"
"nonverbal","0.032","finding"
"liver diseases","0.032","disease or syndrome"
"anaplastic oligodendroglioma","0.032","neoplastic process"
"cysteinyl-trna synthetase cytoplasmic","0.032","enzyme"
"surgical revision","0.032","therapeutic or preventive procedure"
"neurological observations","0.032","finding"
