"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"depressed mood","0.500","finding - mental or behavioral dysfunction"
"intravenous infusion procedures","0.373","therapeutic or preventive procedure"
"psychotic disorders","0.314","mental or behavioral dysfunction"
"major depressive disorder","0.312","mental or behavioral dysfunction"
"bipolar disorder","0.309","mental or behavioral dysfunction"
"antidepressive agents","0.285","pharmacologic substance"
"ethanol","0.281","organic chemical - pharmacologic substance"
"pharmacologic substance","0.270","pharmacologic substance - therapeutic or preventive procedure"
"gravidity","0.238","finding"
"suicidal","0.233","finding"
"substance abuse problem","0.227","mental or behavioral dysfunction"
"schizophrenia","0.224","mental or behavioral dysfunction"
"mental disorders","0.215","mental or behavioral dysfunction"
"allergy severity - severe","0.212","finding"
"contraceptive methods","0.197","therapeutic or preventive procedure"
"unstable status","0.191","finding"
"active brand of pseudoephedrine-triprolidine","0.174","organic chemical - pharmacologic substance"
"depressive episode unspecified","0.167","mental or behavioral dysfunction"
"unipolar depression","0.156","mental or behavioral dysfunction"
"pharmaceutical preparations","0.141","pharmacologic substance"
"anxiety disorders","0.129","finding - mental or behavioral dysfunction"
"physical assessment findings","0.127","finding"
"hypersensitivity","0.121","clinical attribute - finding - pathologic function"
"dementia","0.114","mental or behavioral dysfunction"
"psychotherapy","0.113","therapeutic or preventive procedure"
"malignant neoplasms","0.112","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"psychotropic drugs","0.109","pharmacologic substance"
"antipsychotic agents","0.103","pharmacologic substance"
"positive finding","0.098","finding"
"schizoaffective disorder","0.094","mental or behavioral dysfunction"
"suicide attempt","0.089","finding - mental or behavioral dysfunction"
"hepatic","0.088","body location or region"
"personality disorders","0.087","mental or behavioral dysfunction"
"tropical spastic paraparesis","0.084","disease or syndrome - therapeutic or preventive procedure"
"manic","0.079","finding - mental or behavioral dysfunction"
"hypertensive disease","0.079","biologically active substance - disease or syndrome - finding"
"mental retardation","0.077","mental or behavioral dysfunction"
"substance dependence","0.077","mental or behavioral dysfunction"
"post-traumatic stress disorder","0.076","mental or behavioral dysfunction"
"depressive symptoms","0.075","sign or symptom"
"moderate adverse event","0.074","finding"
"obsessive-compulsive disorder","0.074","disease or syndrome - mental or behavioral dysfunction"
"nervous system disorder","0.072","disease or syndrome"
"benign rolandic epilepsy","0.072","disease or syndrome - therapeutic or preventive procedure"
"severe combined immunodeficiency","0.070","diagnostic procedure - disease or syndrome"
"electroconvulsive therapy","0.070","disease or syndrome - therapeutic or preventive procedure"
"nicotine","0.069","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"fluoxetine","0.069","organic chemical - pharmacologic substance"
"pregnancy tests","0.066","diagnostic procedure"
"benzodiazepines","0.066","organic chemical - pharmacologic substance"
"mood disorders","0.065","mental or behavioral dysfunction"
"impaired cognition","0.063","finding - mental or behavioral dysfunction"
"craniocerebral trauma","0.062","injury or poisoning"
"cerebrovascular accident","0.061","disease or syndrome - therapeutic or preventive procedure"
"caffeine","0.060","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"infantile neuroaxonal dystrophy","0.060","disease or syndrome"
"screening for cancer","0.059","diagnostic procedure"
"congenital abnormality","0.058","congenital abnormality - disease or syndrome"
"breast","0.058","body part, organ, or organ component"
"negative finding","0.058","finding"
"alcoholic intoxication chronic","0.056","mental or behavioral dysfunction"
"injury wounds","0.056","body substance - injury or poisoning"
"selective serotonin re-uptake inhibitor","0.056","pharmacologic substance"
"electrocardiogram","0.056","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"dysthymic disorder","0.054","mental or behavioral dysfunction"
"monoamine oxidase inhibitors","0.054","organic chemical - pharmacologic substance"
"multiple endocrine neoplasia","0.054","antibiotic - neoplastic process - organic chemical"
"eating disorders","0.053","mental or behavioral dysfunction"
"stabilizer - function","0.053","organ or tissue function"
"stress disorders traumatic","0.052","mental or behavioral dysfunction"
"alcohol abuse","0.049","mental or behavioral dysfunction"
"heart diseases","0.049","disease or syndrome"
"operative surgical procedures","0.048","diagnostic procedure - therapeutic or preventive procedure"
"unmarried","0.048","finding"
"psychotic symptoms","0.048","sign or symptom"
"magnetic resonance imaging","0.048","diagnostic procedure"
"lithium","0.046","congenital abnormality - disease or syndrome - pharmacologic substance"
"neoplasm metastasis","0.046","neoplastic process"
"body mass index","0.045","clinical attribute - diagnostic procedure"
"antisocial behavior","0.044","mental or behavioral dysfunction"
"thyroid gland","0.044","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"mini-mental status exam","0.044","diagnostic procedure"
"panic disorder","0.044","disease or syndrome - mental or behavioral dysfunction"
"relate - vinyl resin","0.043","organic chemical"
"pharmacotherapy","0.043","therapeutic or preventive procedure"
"generalized anxiety disorder","0.042","mental or behavioral dysfunction"
"blood pressure finding","0.041","finding"
"compulsive disorder","0.041","finding"
"medical history","0.041","finding"
"hypothyroidism","0.041","disease or syndrome"
"hiv","0.039","disease or syndrome - pharmacologic substance - virus"
"diabetes","0.039","disease or syndrome"
"cancer remission","0.038","finding - neoplastic process"
"anxiety generalized","0.038","mental or behavioral dysfunction"
"medical contraindication","0.037","finding"
"suicidality","0.037","clinical attribute"
"multiple sclerosis","0.036","body part, organ, or organ component - disease or syndrome - finding"
"personality inventories","0.036","diagnostic procedure"
"mild adverse event","0.036","finding"
"investigational new drugs","0.036","pharmacologic substance - therapeutic or preventive procedure"
"illicit drugs","0.035","hazardous or poisonous substance - pharmacologic substance"
"suicide risk","0.035","finding"
"therapeutic brand of coal tar","0.035","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"myocardial infarction","0.035","disease or syndrome - finding"
"stimulation procedure","0.035","therapeutic or preventive procedure"
"delirium","0.035","mental or behavioral dysfunction"
"treatment protocols","0.034","therapeutic or preventive procedure"
"anticonvulsants","0.033","pharmacologic substance"
"antimicrobial resistance result","0.032","laboratory or test result"
"barakat syndrome","0.032","disease or syndrome"
"kidney diseases","0.031","disease or syndrome"
"psychiatric problem","0.031","mental or behavioral dysfunction"
"anorexia nervosa","0.031","mental or behavioral dysfunction"
"drug abuse","0.031","mental or behavioral dysfunction"
"cardiovascular diseases","0.031","disease or syndrome"
"lung","0.031","body part, organ, or organ component - disease or syndrome"
"hematological disease","0.030","disease or syndrome"
"escitalopram","0.030","organic chemical - pharmacologic substance"
