"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"psychotic disorders","0.43750","mental or behavioral dysfunction"
"tic disorder","0.41250","mental or behavioral dysfunction"
"bipolar disorder","0.28750","mental or behavioral dysfunction"
"gravidity","0.27500","finding"
"intravenous infusion procedures","0.25000","therapeutic or preventive procedure"
"epilepsy","0.23750","disease or syndrome"
"depressed mood","0.23750","finding - mental or behavioral dysfunction"
"nervous system disorder","0.23750","disease or syndrome"
"pharmacologic substance","0.21250","pharmacologic substance - therapeutic or preventive procedure"
"substance abuse problem","0.20000","mental or behavioral dysfunction"
"allergy severity - severe","0.20000","finding"
"hypersensitivity","0.20000","clinical attribute - finding - pathologic function"
"positive finding","0.18750","finding"
"schizophrenia","0.18750","mental or behavioral dysfunction"
"pharmaceutical preparations","0.17500","pharmacologic substance"
"mental retardation","0.17500","mental or behavioral dysfunction"
"contraceptive methods","0.16250","therapeutic or preventive procedure"
"antipsychotic agents","0.16250","pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.16250","organic chemical - pharmacologic substance"
"attention deficit hyperactivity disorder","0.16250","disease or syndrome - mental or behavioral dysfunction"
"magnetic resonance imaging","0.15000","diagnostic procedure"
"osteochondritis dissecans","0.15000","disease or syndrome - mental or behavioral dysfunction"
"unipolar depression","0.15000","mental or behavioral dysfunction"
"pregnancy tests","0.15000","diagnostic procedure"
"screening for cancer","0.15000","diagnostic procedure"
"developmental disabilities","0.15000","mental or behavioral dysfunction"
"pervasive development disorder","0.13750","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"ethanol","0.13750","organic chemical - pharmacologic substance"
"injury wounds","0.13750","body substance - injury or poisoning"
"mental disorders","0.13750","mental or behavioral dysfunction"
"electrocardiogram","0.12500","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"autistic disorder","0.12500","mental or behavioral dysfunction"
"congenital abnormality","0.11250","congenital abnormality - disease or syndrome"
"obsessive-compulsive disorder","0.11250","disease or syndrome - mental or behavioral dysfunction"
"brain injuries","0.11250","injury or poisoning"
"physical assessment findings","0.11250","finding"
"mood disorders","0.10000","mental or behavioral dysfunction"
"behavior therapy","0.10000","therapeutic or preventive procedure"
"suicidal","0.08750","finding"
"neoplasm metastasis","0.08750","neoplastic process"
"traumatic brain injury","0.08750","disease or syndrome - injury or poisoning"
"brain neoplasms","0.08750","neoplastic process"
"lab test abnormal","0.08750","finding"
"craniocerebral trauma","0.08750","injury or poisoning"
"movement disorders","0.08750","disease or syndrome"
"cerebrovascular accident","0.08750","disease or syndrome - therapeutic or preventive procedure"
"malignant neoplasms","0.08750","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"unstable status","0.07500","finding"
"hyperactive behavior","0.07500","finding"
"gilles de la tourette syndrome","0.07500","body part, organ, or organ component - disease or syndrome - finding - mental or behavioral dysfunction - neoplastic process"
"anxiety disorders","0.07500","finding - mental or behavioral dysfunction"
"anaplastic oligodendroglioma","0.07500","neoplastic process"
"cochlear implant procedure","0.07500","therapeutic or preventive procedure"
"investigational new drugs","0.07500","pharmacologic substance - therapeutic or preventive procedure"
"weighing patient","0.07500","diagnostic procedure - finding"
