"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"depressed mood","0.465","finding - mental or behavioral dysfunction"
"intravenous infusion procedures","0.405","therapeutic or preventive procedure"
"bipolar disorder","0.342","mental or behavioral dysfunction"
"psychotic disorders","0.305","mental or behavioral dysfunction"
"pharmacologic substance","0.293","pharmacologic substance - therapeutic or preventive procedure"
"ethanol","0.291","organic chemical - pharmacologic substance"
"major depressive disorder","0.291","mental or behavioral dysfunction"
"antidepressive agents","0.276","pharmacologic substance"
"gravidity","0.256","finding"
"schizophrenia","0.248","mental or behavioral dysfunction"
"suicidal","0.238","finding"
"substance abuse problem","0.231","mental or behavioral dysfunction"
"contraceptive methods","0.218","therapeutic or preventive procedure"
"mental disorders","0.215","mental or behavioral dysfunction"
"allergy severity - severe","0.213","finding"
"unstable status","0.205","finding"
"active brand of pseudoephedrine-triprolidine","0.187","organic chemical - pharmacologic substance"
"depressive episode unspecified","0.157","mental or behavioral dysfunction"
"unipolar depression","0.147","mental or behavioral dysfunction"
"pharmaceutical preparations","0.141","pharmacologic substance"
"physical assessment findings","0.139","finding"
"hypersensitivity","0.135","clinical attribute - finding - pathologic function"
"antipsychotic agents","0.133","pharmacologic substance"
"anxiety disorders","0.127","finding - mental or behavioral dysfunction"
"manic","0.121","finding - mental or behavioral dysfunction"
"schizoaffective disorder","0.116","mental or behavioral dysfunction"
"psychotropic drugs","0.110","pharmacologic substance"
"positive finding","0.108","finding"
"psychotherapy","0.107","therapeutic or preventive procedure"
"hepatic","0.102","body location or region"
"malignant neoplasms","0.101","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"substance dependence","0.090","mental or behavioral dysfunction"
"suicide attempt","0.088","finding - mental or behavioral dysfunction"
"mental retardation","0.087","mental or behavioral dysfunction"
"personality disorders","0.085","mental or behavioral dysfunction"
"nicotine","0.081","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"mood disorders","0.081","mental or behavioral dysfunction"
"hypertensive disease","0.080","biologically active substance - disease or syndrome - finding"
"nervous system disorder","0.080","disease or syndrome"
"tropical spastic paraparesis","0.080","disease or syndrome - therapeutic or preventive procedure"
"pregnancy tests","0.076","diagnostic procedure"
"moderate adverse event","0.072","finding"
"obsessive-compulsive disorder","0.072","disease or syndrome - mental or behavioral dysfunction"
"severe combined immunodeficiency","0.072","diagnostic procedure - disease or syndrome"
"caffeine","0.071","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"fluoxetine","0.071","organic chemical - pharmacologic substance"
"benign rolandic epilepsy","0.071","disease or syndrome - therapeutic or preventive procedure"
"benzodiazepines","0.070","organic chemical - pharmacologic substance"
"electroconvulsive therapy","0.070","disease or syndrome - therapeutic or preventive procedure"
"screening for cancer","0.068","diagnostic procedure"
"negative finding","0.068","finding"
