"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"depressed mood","0.37342","finding - mental or behavioral dysfunction"
"intravenous infusion procedures","0.35452","therapeutic or preventive procedure"
"major depressive disorder","0.26027","mental or behavioral dysfunction"
"antidepressive agents","0.12849","pharmacologic substance"
"depressive episode unspecified","0.12027","mental or behavioral dysfunction"
"contraceptive methods","0.12000","therapeutic or preventive procedure"
"bipolar disorder","0.11452","mental or behavioral dysfunction"
"unipolar depression","0.11288","mental or behavioral dysfunction"
"mental disorders","0.08301","mental or behavioral dysfunction"
"tropical spastic paraparesis","0.07096","disease or syndrome - therapeutic or preventive procedure"
"manic","0.06356","finding - mental or behavioral dysfunction"
"physical assessment findings","0.06192","finding"
"negative finding","0.05890","finding"
"anxiety disorders","0.05781","finding - mental or behavioral dysfunction"
"severe combined immunodeficiency","0.05507","diagnostic procedure - disease or syndrome"
"pharmacologic substance","0.05425","pharmacologic substance - therapeutic or preventive procedure"
"multiple endocrine neoplasia","0.05151","antibiotic - neoplastic process - organic chemical"
"moderate adverse event","0.05123","finding"
"depressive symptoms","0.04849","sign or symptom"
"pregnancy tests","0.04521","diagnostic procedure"
"antipsychotic agents","0.04493","pharmacologic substance"
"gravidity","0.04384","finding"
"schizophrenia","0.04329","mental or behavioral dysfunction"
"mood disorders","0.04164","mental or behavioral dysfunction"
"body mass index","0.04137","clinical attribute - diagnostic procedure"
"bipolar i disorder","0.04055","mental or behavioral dysfunction"
"allergy severity - severe","0.03918","finding"
"unmarried","0.03890","finding"
"dysthymic disorder","0.03589","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.03562","organic chemical - pharmacologic substance"
"medical history","0.03123","finding"
"operative surgical procedures","0.03096","diagnostic procedure - therapeutic or preventive procedure"
"nitric oxide synthase","0.03068","enzyme"
"malignant neoplasms","0.02986","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"ethanol","0.02959","organic chemical - pharmacologic substance"
"psychotropic drugs","0.02959","pharmacologic substance"
"lithium","0.02959","congenital abnormality - disease or syndrome - pharmacologic substance"
"mild adverse event","0.02959","finding"
"barakat syndrome","0.02959","disease or syndrome"
"stabilizer - function","0.02904","organ or tissue function"
"mass of body structure","0.02877","finding"
"personality inventories","0.02849","diagnostic procedure"
"surgical revision","0.02795","therapeutic or preventive procedure"
"serum","0.02712","biologically active substance - body substance - pharmacologic substance"
"selective serotonin re-uptake inhibitor","0.02685","pharmacologic substance"
"treatment protocols","0.02521","therapeutic or preventive procedure"
"schizoaffective disorder","0.02521","mental or behavioral dysfunction"
"electrocardiogram","0.02384","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"psychotic disorders","0.02356","mental or behavioral dysfunction"
"screening for cancer","0.02274","diagnostic procedure"
"cancer remission","0.02137","finding - neoplastic process"
"relate - vinyl resin","0.01945","organic chemical"
"pharmacotherapy","0.01918","therapeutic or preventive procedure"
"positive finding","0.01836","finding"
"pharmaceutical preparations","0.01836","pharmacologic substance"
"post-traumatic stress disorder","0.01836","mental or behavioral dysfunction"
"psychotherapy","0.01836","therapeutic or preventive procedure"
"suicidal","0.01699","finding"
"generalized anxiety disorder","0.01644","mental or behavioral dysfunction"
"fluoxetine","0.01616","organic chemical - pharmacologic substance"
"mini-mental status exam","0.01616","diagnostic procedure"
"benign rolandic epilepsy","0.01562","disease or syndrome - therapeutic or preventive procedure"
"therapeutic brand of coal tar","0.01534","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"substance abuse problem","0.01479","mental or behavioral dysfunction"
"contraceptives oral","0.01479","pharmacologic substance - therapeutic or preventive procedure"
"anxiety generalized","0.01370","mental or behavioral dysfunction"
"blood pressure finding","0.01370","finding"
"infantile neuroaxonal dystrophy","0.01315","disease or syndrome"
"benzodiazepines","0.01178","organic chemical - pharmacologic substance"
"neoplasm metastasis","0.01151","neoplastic process"
"magnetic resonance imaging","0.01123","diagnostic procedure"
"alcoholic intoxication chronic","0.01068","mental or behavioral dysfunction"
"congenital abnormality","0.01041","congenital abnormality - disease or syndrome"
"impaired cognition","0.01014","finding - mental or behavioral dysfunction"
"panic disorder","0.00986","disease or syndrome - mental or behavioral dysfunction"
"suicide attempt","0.00877","finding - mental or behavioral dysfunction"
"hypertensive disease","0.00822","biologically active substance - disease or syndrome - finding"
"psychotic symptoms","0.00822","sign or symptom"
"hiv","0.00795","disease or syndrome - pharmacologic substance - virus"
"obsessive-compulsive disorder","0.00767","disease or syndrome - mental or behavioral dysfunction"
"injury wounds","0.00712","body substance - injury or poisoning"
"anticonvulsants","0.00712","pharmacologic substance"
"stress disorders traumatic","0.00658","mental or behavioral dysfunction"
"cerebrovascular accident","0.00658","disease or syndrome - therapeutic or preventive procedure"
"diabetes mellitus","0.00603","disease or syndrome - pharmacologic substance"
"unstable status","0.00603","finding"
"personality disorders","0.00548","mental or behavioral dysfunction"
"stimulation procedure","0.00521","therapeutic or preventive procedure"
"multiple sclerosis","0.00493","body part, organ, or organ component - disease or syndrome - finding"
"heart diseases","0.00493","disease or syndrome"
"cardiovascular diseases","0.00466","disease or syndrome"
"hepatic","0.00466","body location or region"
"nervous system disorder","0.00466","disease or syndrome"
"breast","0.00438","body part, organ, or organ component"
"illicit drugs","0.00438","hazardous or poisonous substance - pharmacologic substance"
"compulsive disorder","0.00438","finding"
"electroconvulsive therapy","0.00384","disease or syndrome - therapeutic or preventive procedure"
"suicidality","0.00384","clinical attribute"
"thyroid gland","0.00384","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"mental retardation","0.00356","mental or behavioral dysfunction"
"monoamine oxidase inhibitors","0.00356","organic chemical - pharmacologic substance"
"substance dependence","0.00329","mental or behavioral dysfunction"
"substance use disorders","0.00329","mental or behavioral dysfunction"
"developmental disabilities","0.00329","mental or behavioral dysfunction"
"hypothyroidism","0.00301","disease or syndrome"
"craniocerebral trauma","0.00301","injury or poisoning"
"medical contraindication","0.00301","finding"
"eating disorders","0.00274","mental or behavioral dysfunction"
"alcohol abuse","0.00274","mental or behavioral dysfunction"
"kidney diseases","0.00247","disease or syndrome"
"pervasive development disorder","0.00247","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"hypersensitivity","0.00247","clinical attribute - finding - pathologic function"
"myocardial infarction","0.00219","disease or syndrome - finding"
"lung","0.00219","body part, organ, or organ component - disease or syndrome"
"nicotine","0.00192","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"nervousness","0.00164","sign or symptom"
"antisocial behavior","0.00164","mental or behavioral dysfunction"
"investigational new drugs","0.00137","pharmacologic substance - therapeutic or preventive procedure"
"caffeine","0.00110","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"liver diseases","0.00110","disease or syndrome"
"hematological disease","0.00082","disease or syndrome"
"delirium dementia amnestic cognitive disorders","0.00055","mental or behavioral dysfunction"
"homicidal","0.00055","mental or behavioral dysfunction"
"suicide risk","0.00027","finding"
