"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"mini-mental status exam","0.44513","diagnostic procedure"
"dactinomycin","0.32046","antibiotic - body part, organ, or organ component - disease or syndrome - therapeutic or preventive procedure"
"mild adverse event","0.24671","finding"
"intravenous infusion procedures","0.15891","therapeutic or preventive procedure"
"magnetic resonance imaging","0.15364","diagnostic procedure"
"relate - vinyl resin","0.13960","organic chemical"
"impaired cognition","0.13257","finding - mental or behavioral dysfunction"
"memory observations","0.12906","finding"
"mild cognitive disorder","0.10799","mental or behavioral dysfunction"
"physical assessment findings","0.10272","finding"
"cholinesterase inhibitors","0.09833","organic chemical - pharmacologic substance"
"communication impairment","0.09570","finding - mental or behavioral dysfunction"
"cdr1 protein human","0.09482","biologically active substance"
"operative surgical procedures","0.08428","diagnostic procedure - therapeutic or preventive procedure"
"memantine","0.08428","organic chemical - pharmacologic substance"
"depressed mood","0.08341","finding - mental or behavioral dysfunction"
"multiple endocrine neoplasia","0.07726","antibiotic - neoplastic process - organic chemical"
"moderate adverse event","0.07463","finding"
"body mass index","0.07287","clinical attribute - diagnostic procedure"
"mental state examination","0.07287","therapeutic or preventive procedure"
"cognitive therapy","0.06936","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"medical history","0.06848","finding"
"contraceptive methods","0.06760","therapeutic or preventive procedure"
"mental disorders","0.06760","mental or behavioral dysfunction"
"cholinesterases","0.06673","enzyme"
"electrocardiogram","0.06321","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"mass of body structure","0.06146","finding"
"sterility","0.05970","pathologic function"
"ischemia","0.05970","disease or syndrome"
"alzheimer s disease","0.05707","antibiotic - biologically active substance - body part, organ, or organ component - disease or syndrome - pathologic function - therapeutic or preventive procedure"
"donepezil","0.05356","organic chemical - pharmacologic substance"
"neuropsychological tests","0.05180","diagnostic procedure"
"cerebrovascular accident","0.04917","disease or syndrome - therapeutic or preventive procedure"
"depression scale","0.04829","diagnostic procedure"
"pharmacologic substance","0.04653","pharmacologic substance - therapeutic or preventive procedure"
"negative finding","0.04565","finding"
"pulmonary resonance","0.04565","finding"
"hearing examination finding","0.04478","finding"
"blood vessel","0.04039","body part, organ, or organ component - finding"
"pregnancy tests","0.03863","diagnostic procedure"
