"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"mini-mental status exam","0.464","diagnostic procedure"
"dactinomycin","0.379","antibiotic - body part, organ, or organ component - disease or syndrome - therapeutic or preventive procedure"
"mental disorders","0.337","mental or behavioral dysfunction"
"pharmacologic substance","0.302","pharmacologic substance - therapeutic or preventive procedure"
"magnetic resonance imaging","0.299","diagnostic procedure"
"depressed mood","0.274","finding - mental or behavioral dysfunction"
"allergy severity - severe","0.272","finding"
"intravenous infusion procedures","0.267","therapeutic or preventive procedure"
"mild adverse event","0.260","finding"
"cerebrovascular accident","0.246","disease or syndrome - therapeutic or preventive procedure"
"ethanol","0.235","organic chemical - pharmacologic substance"
"unstable status","0.219","finding"
"impaired cognition","0.186","finding - mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.182","organic chemical - pharmacologic substance"
"pharmaceutical preparations","0.177","pharmacologic substance"
"physical assessment findings","0.176","finding"
"epilepsy","0.170","disease or syndrome"
"hypersensitivity","0.168","clinical attribute - finding - pathologic function"
"substance abuse problem","0.168","mental or behavioral dysfunction"
"blood vessel","0.168","body part, organ, or organ component - finding"
"memantine","0.167","organic chemical - pharmacologic substance"
"cholinesterase inhibitors","0.165","organic chemical - pharmacologic substance"
"malignant neoplasms","0.164","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"hepatic","0.164","body location or region"
"nervous system disorder","0.164","disease or syndrome"
"memory observations","0.157","finding"
"relate - vinyl resin","0.155","organic chemical"
"schizophrenia","0.149","mental or behavioral dysfunction"
"injury wounds","0.148","body substance - injury or poisoning"
"craniocerebral trauma","0.140","injury or poisoning"
"hypertensive disease","0.121","biologically active substance - disease or syndrome - finding"
"mild cognitive disorder","0.121","mental or behavioral dysfunction"
"congenital abnormality","0.119","congenital abnormality - disease or syndrome"
"vitamins","0.119","organic chemical - pharmacologic substance"
"cholinesterases","0.116","enzyme"
"investigational new drugs","0.113","pharmacologic substance - therapeutic or preventive procedure"
"cerebrovascular disorders","0.112","pathologic function"
"electrocardiogram","0.111","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"gravidity","0.110","finding"
"operative surgical procedures","0.110","diagnostic procedure - therapeutic or preventive procedure"
"contraceptive methods","0.110","therapeutic or preventive procedure"
"unipolar depression","0.110","mental or behavioral dysfunction"
"antipsychotic agents","0.105","pharmacologic substance"
"cdr1 protein human","0.104","biologically active substance"
"communication impairment","0.098","finding - mental or behavioral dysfunction"
"dementia vascular","0.097","disease or syndrome"
"myocardial infarction","0.097","disease or syndrome - finding"
"moderate adverse event","0.097","finding"
"cognitive therapy","0.096","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"medical history","0.096","finding"
"positive finding","0.095","finding"
"donepezil","0.090","organic chemical - pharmacologic substance"
"bipolar disorder","0.088","mental or behavioral dysfunction"
"cardiovascular diseases","0.088","disease or syndrome"
"ischemia","0.087","disease or syndrome"
"medical contraindication","0.086","finding"
"multiple endocrine neoplasia","0.084","antibiotic - neoplastic process - organic chemical"
"neurodegenerative disorders","0.083","disease or syndrome"
"body mass index","0.080","clinical attribute - diagnostic procedure"
"psychotic disorders","0.076","mental or behavioral dysfunction"
"mental state examination","0.076","therapeutic or preventive procedure"
"depression scale","0.072","diagnostic procedure"
"consciousness related finding","0.071","finding"
"nursing therapy","0.071","therapeutic or preventive procedure"
"mass of body structure","0.071","finding"
"agitation","0.070","finding - sign or symptom"
"liver diseases","0.070","disease or syndrome"
"pulmonary resonance","0.068","finding"
"nervousness","0.068","sign or symptom"
"sterility","0.067","pathologic function"
"blood pressure finding","0.066","finding"
"alcohol abuse","0.066","mental or behavioral dysfunction"
"alcoholic intoxication chronic","0.066","mental or behavioral dysfunction"
"antidepressive agents","0.065","pharmacologic substance"
"alzheimer s disease","0.065","antibiotic - biologically active substance - body part, organ, or organ component - disease or syndrome - pathologic function - therapeutic or preventive procedure"
"congestive heart failure","0.065","congenital abnormality - disease or syndrome"
"unconscious state","0.064","disease or syndrome - finding"
"brain neoplasms","0.063","neoplastic process"
"systemic disease","0.063","disease or syndrome"
"multiple sclerosis","0.063","body part, organ, or organ component - disease or syndrome - finding"
"heart diseases","0.063","disease or syndrome"
"neurological observations","0.063","finding"
"thyroid gland","0.062","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"household composition","0.062","finding"
"mental retardation","0.061","mental or behavioral dysfunction"
"neuropsychological tests","0.061","diagnostic procedure"
"drug abuse","0.060","mental or behavioral dysfunction"
"lewy body disease","0.060","disease or syndrome"
"positron-emission tomography","0.059","diagnostic procedure"
"angina pectoris","0.059","sign or symptom"
"hearing examination finding","0.058","finding"
"galantamine","0.056","organic chemical - pharmacologic substance"
"communicable diseases","0.055","disease or syndrome"
"immunologic deficiency syndromes","0.054","disease or syndrome"
"rivastigmine","0.054","organic chemical - pharmacologic substance"
"negative finding","0.054","finding"
"diastole","0.053","clinical attribute"
"brain injuries","0.053","injury or poisoning"
"pregnancy tests","0.051","diagnostic procedure"
"benzodiazepines","0.050","organic chemical - pharmacologic substance"
"psychotropic drugs","0.050","pharmacologic substance"
"mri brain procedure","0.049","diagnostic procedure"
"kidney diseases","0.047","disease or syndrome"
"claustrophobia","0.047","mental or behavioral dysfunction"
"hiv","0.047","disease or syndrome - pharmacologic substance - virus"
"hydrocephalus normal pressure","0.047","disease or syndrome"
"pathology processes","0.046","pathologic function"
"vital signs","0.046","clinical attribute"
"x-ray computed tomography","0.046","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"insulin","0.046","pharmacologic substance"
"neoplasm metastasis","0.046","neoplastic process"
"major depressive disorder","0.045","mental or behavioral dysfunction"
"cardiac arrhythmia","0.045","finding - pathologic function"
"memory impairment","0.044","finding - mental or behavioral dysfunction"
"systolic pressure","0.043","clinical attribute - diagnostic procedure"
"frontotemporal dementia","0.043","disease or syndrome"
"anticoagulants","0.043","pharmacologic substance"
"alanine transaminase","0.043","congenital abnormality - disease or syndrome - enzyme"
"anticholinergic agents","0.042","pharmacologic substance"
"cns disorder","0.042","disease or syndrome"
"skills","0.040","individual behavior"
"responsible person","0.040","finding"
"general health","0.040","finding"
"spinal puncture","0.040","body part, organ, or organ component - diagnostic procedure - therapeutic or preventive procedure"
"serum","0.040","biologically active substance - body substance - pharmacologic substance"
"delirium","0.040","mental or behavioral dysfunction"
"diabetes mellitus","0.040","disease or syndrome - pharmacologic substance"
"diastolic blood pressure","0.039","clinical attribute - diagnostic procedure - finding"
"hypothyroidism","0.039","disease or syndrome"
"prostate carcinoma","0.038","neoplastic process"
"eye","0.037","body part, organ, or organ component - body substance"
