"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"mental disorders","0.28973","mental or behavioral dysfunction"
"pharmacologic substance","0.27919","pharmacologic substance - therapeutic or preventive procedure"
"allergy severity - severe","0.25198","finding"
"ethanol","0.22915","organic chemical - pharmacologic substance"
"depressed mood","0.22739","finding - mental or behavioral dysfunction"
"unstable status","0.21159","finding"
"cerebrovascular accident","0.20808","disease or syndrome - therapeutic or preventive procedure"
"magnetic resonance imaging","0.19842","diagnostic procedure"
"dactinomycin","0.18701","antibiotic - body part, organ, or organ component - disease or syndrome - therapeutic or preventive procedure"
"active brand of pseudoephedrine-triprolidine","0.17208","organic chemical - pharmacologic substance"
"pharmaceutical preparations","0.16418","pharmacologic substance"
"substance abuse problem","0.16330","mental or behavioral dysfunction"
"hypersensitivity","0.16330","clinical attribute - finding - pathologic function"
"epilepsy","0.16067","disease or syndrome"
"malignant neoplasms","0.15716","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"hepatic","0.15452","body location or region"
"intravenous infusion procedures","0.14311","therapeutic or preventive procedure"
"schizophrenia","0.14223","mental or behavioral dysfunction"
"nervous system disorder","0.14223","disease or syndrome"
"injury wounds","0.13608","body substance - injury or poisoning"
"blood vessel","0.13345","body part, organ, or organ component - finding"
"craniocerebral trauma","0.13169","injury or poisoning"
"investigational new drugs","0.10887","pharmacologic substance - therapeutic or preventive procedure"
"vitamins","0.10448","organic chemical - pharmacologic substance"
"unipolar depression","0.10184","mental or behavioral dysfunction"
"hypertensive disease","0.10097","biologically active substance - disease or syndrome - finding"
"congenital abnormality","0.09745","congenital abnormality - disease or syndrome"
"myocardial infarction","0.09394","disease or syndrome - finding"
"cerebrovascular disorders","0.09306","pathologic function"
"memantine","0.09306","organic chemical - pharmacologic substance"
"antipsychotic agents","0.09131","pharmacologic substance"
"gravidity","0.09131","finding"
"physical assessment findings","0.08867","finding"
"bipolar disorder","0.08516","mental or behavioral dysfunction"
"cardiovascular diseases","0.08165","disease or syndrome"
"medical contraindication","0.08165","finding"
"impaired cognition","0.08077","finding - mental or behavioral dysfunction"
"neurodegenerative disorders","0.07726","disease or syndrome"
"cholinesterase inhibitors","0.07638","organic chemical - pharmacologic substance"
"dementia vascular","0.07550","disease or syndrome"
"psychotic disorders","0.07112","mental or behavioral dysfunction"
"liver diseases","0.06848","disease or syndrome"
"positive finding","0.06848","finding"
"consciousness related finding","0.06585","finding"
"alcohol abuse","0.06321","mental or behavioral dysfunction"
"alcoholic intoxication chronic","0.06321","mental or behavioral dysfunction"
"brain neoplasms","0.06234","neoplastic process"
"systemic disease","0.06234","disease or syndrome"
"congestive heart failure","0.06058","congenital abnormality - disease or syndrome"
"nervousness","0.06058","sign or symptom"
"heart diseases","0.06058","disease or syndrome"
"unconscious state","0.05882","disease or syndrome - finding"
"electrocardiogram","0.05882","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"multiple sclerosis","0.05882","body part, organ, or organ component - disease or syndrome - finding"
"drug abuse","0.05795","mental or behavioral dysfunction"
"neurological observations","0.05531","finding"
"angina pectoris","0.05443","sign or symptom"
"immunologic deficiency syndromes","0.05356","disease or syndrome"
"cholinesterases","0.05356","enzyme"
"thyroid gland","0.05268","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"lewy body disease","0.05180","disease or syndrome"
"blood pressure finding","0.05180","finding"
