"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"phobia social","0.61438","mental or behavioral dysfunction"
"anxiety disorders","0.56863","finding - mental or behavioral dysfunction"
"intravenous infusion procedures","0.48366","therapeutic or preventive procedure"
"phobic anxiety disorder","0.47059","mental or behavioral dysfunction"
"social anxiety","0.35948","mental or behavioral dysfunction"
"generalized anxiety disorder","0.23529","mental or behavioral dysfunction"
"anxiety generalized","0.16993","mental or behavioral dysfunction"
"phobia specific","0.13725","mental or behavioral dysfunction"
"seasonal affective disorder","0.13725","finding - mental or behavioral dysfunction"
"separation anxiety disorder","0.12418","mental or behavioral dysfunction"
"diastasis","0.12418","pathologic function"
"contraceptive methods","0.10458","therapeutic or preventive procedure"
"negative finding","0.08497","finding"
"pregnancy tests","0.08497","diagnostic procedure"
"social disorder","0.07190","finding"
"panic disorder","0.07190","disease or syndrome - mental or behavioral dysfunction"
"mental disorders","0.07190","mental or behavioral dysfunction"
"obsessive-compulsive disorder","0.06536","disease or syndrome - mental or behavioral dysfunction"
"depressed mood","0.06536","finding - mental or behavioral dysfunction"
"post-traumatic stress disorder","0.05882","mental or behavioral dysfunction"
"physical assessment findings","0.05882","finding"
"ethanol","0.05882","organic chemical - pharmacologic substance"
"serum","0.05229","biologically active substance - body substance - pharmacologic substance"
"medical history","0.04575","finding"
"multiple endocrine neoplasia","0.04575","antibiotic - neoplastic process - organic chemical"
"attention deficit hyperactivity disorder","0.03922","disease or syndrome - mental or behavioral dysfunction"
"diagnosis psychiatric","0.03922","mental or behavioral dysfunction"
"anxiety symptoms","0.03268","finding"
"fear of heights","0.03268","mental or behavioral dysfunction"
"autistic disorder","0.03268","mental or behavioral dysfunction"
"tropical spastic paraparesis","0.03268","disease or syndrome - therapeutic or preventive procedure"
"major depressive disorder","0.03268","mental or behavioral dysfunction"
"dysthymic disorder","0.02614","mental or behavioral dysfunction"
"compulsive disorder","0.02614","finding"
"electrocardiogram","0.02614","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"stress disorders traumatic","0.02614","mental or behavioral dysfunction"
"pharmacologic substance","0.02614","pharmacologic substance - therapeutic or preventive procedure"
"psychotropic drugs","0.02614","pharmacologic substance"
"osteochondritis dissecans","0.02614","disease or syndrome - mental or behavioral dysfunction"
"body parts - dental","0.02614","body part, organ, or organ component"
"cognitive therapy","0.02614","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"operative surgical procedures","0.02614","diagnostic procedure - therapeutic or preventive procedure"
"relate - vinyl resin","0.02614","organic chemical"
"congenital abnormality","0.01961","congenital abnormality - disease or syndrome"
"sexual intercourse - finding","0.01961","finding"
"severe combined immunodeficiency","0.01961","diagnostic procedure - disease or syndrome"
"fluoxetine","0.01961","organic chemical - pharmacologic substance"
"alcoholic intoxication chronic","0.01961","mental or behavioral dysfunction"
"tic disorder","0.01961","mental or behavioral dysfunction"
"selective serotonin re-uptake inhibitor","0.01961","pharmacologic substance"
"paroxetine","0.01307","organic chemical - pharmacologic substance"
"gravidity","0.01307","finding"
"benzodiazepines","0.01307","organic chemical - pharmacologic substance"
"psychotherapy","0.01307","therapeutic or preventive procedure"
"fmri","0.01307","diagnostic procedure"
"pharmacotherapy","0.01307","therapeutic or preventive procedure"
"skills","0.01307","individual behavior"
"pervasive development disorder","0.01307","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"screening for cancer","0.01307","diagnostic procedure"
"schizoaffective disorder","0.01307","mental or behavioral dysfunction"
"body mass index","0.01307","clinical attribute - diagnostic procedure"
"therapeutic brand of coal tar","0.01307","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"neoplasm metastasis","0.01307","neoplastic process"
"antidepressive agents","0.01307","pharmacologic substance"
"magnetic resonance imaging","0.01307","diagnostic procedure"
"injury wounds","0.00654","body substance - injury or poisoning"
"unipolar depression","0.00654","mental or behavioral dysfunction"
"schizophrenia","0.00654","mental or behavioral dysfunction"
"body dysmorphic disorders","0.00654","mental or behavioral dysfunction"
"bipolar disorder","0.00654","mental or behavioral dysfunction"
"anti-anxiety agents","0.00654","pharmacologic substance"
"behavior therapy","0.00654","therapeutic or preventive procedure"
"claustrophobia","0.00654","mental or behavioral dysfunction"
"contraceptives oral","0.00654","pharmacologic substance - therapeutic or preventive procedure"
"hypersensitivity","0.00654","clinical attribute - finding - pathologic function"
"allergy severity - severe","0.00654","finding"
"adrenergic beta-antagonists","0.00654","pharmacologic substance"
"mood disorders","0.00654","mental or behavioral dysfunction"
"mental suffering","0.00654","mental or behavioral dysfunction"
"treatment-psychosocial effects","0.00654","finding"
"eating disorders","0.00654","mental or behavioral dysfunction"
