"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"aggressive behavior","0.420","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.407","organic chemical - pharmacologic substance"
"gravidity","0.388","finding"
"malignant neoplasms","0.380","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"pharmacotherapy","0.338","therapeutic or preventive procedure"
"contraceptive methods","0.332","therapeutic or preventive procedure"
"therapeutic radiology procedure","0.295","body location or region - finding - neoplastic process - therapeutic or preventive procedure"
"bilirubin","0.258","biologically active substance - laboratory or test result - organic chemical"
"intravenous infusion procedures","0.253","therapeutic or preventive procedure"
"allergy severity - severe","0.247","finding"
"electrocorticogram","0.247","diagnostic procedure"
"positive finding","0.242","finding"
"kidney","0.231","body part, organ, or organ component"
"hypersensitivity","0.229","clinical attribute - finding - pathologic function"
"pregnancy tests","0.194","diagnostic procedure"
"stem of organ","0.191","body part, organ, or organ component"
"alanine transaminase","0.191","congenital abnormality - disease or syndrome - enzyme"
"b-cell lymphomas","0.189","neoplastic process"
"pharmacologic substance","0.186","pharmacologic substance - therapeutic or preventive procedure"
"skeletal bone","0.186","body location or region - body part, organ, or organ component - body substance - disease or syndrome"
"pharmaceutical preparations","0.181","pharmacologic substance"
"life expectancy","0.181","group attribute"
"finding of platelet count","0.176","laboratory or test result"
"ecog performance status","0.165","clinical attribute"
"hepatic","0.162","body location or region"
"aspartate transaminase","0.162","enzyme"
"diffuse large b-cell lymphoma","0.160","neoplastic process"
"follicle","0.154","body part, organ, or organ component"
"mental disorders","0.152","mental or behavioral dysfunction"
"creatinine clearance","0.146","finding"
"angina pectoris","0.146","sign or symptom"
"lymphoma non-hodgkin","0.146","neoplastic process"
"recurrent disease","0.144","disease or syndrome"
"prior therapy","0.144","clinical attribute"
"stem cell transplant","0.144","therapeutic or preventive procedure"
"myocardial infarction","0.136","disease or syndrome - finding"
"measurable disease","0.136","disease or syndrome"
"malignant neoplasm of skin","0.136","neoplastic process"
"pregnancy test negative","0.136","finding - laboratory or test result"
"unstable status","0.128","finding"
"congestive heart failure","0.122","congenital abnormality - disease or syndrome"
"hypertensive disease","0.117","biologically active substance - disease or syndrome - finding"
"cardiac arrhythmia","0.117","finding - pathologic function"
"treatment protocols","0.114","therapeutic or preventive procedure"
"operative surgical procedures","0.114","diagnostic procedure - therapeutic or preventive procedure"
"carcinoma in situ","0.114","biologically active substance - neoplastic process"
"prior chemotherapy","0.112","clinical attribute"
"heart diseases","0.109","disease or syndrome"
"neoplasm metastasis","0.106","neoplastic process"
"skin carcinoma","0.104","neoplastic process"
"karnofsky performance status","0.101","diagnostic procedure"
"congenital abnormality","0.098","congenital abnormality - disease or syndrome"
"rituximab","0.098","pharmacologic substance"
"investigational new drugs","0.098","pharmacologic substance - therapeutic or preventive procedure"
"cognitive therapy","0.096","diagnostic procedure - enzyme - hazardous or poisonous substance - therapeutic or preventive procedure"
"relate - vinyl resin","0.093","organic chemical"
"platelets adverse event","0.093","finding"
