"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"sleep apnea syndromes","0.389","disease or syndrome"
"sleep apnea obstructive","0.298","biologically active substance - disease or syndrome"
"allergy severity - severe","0.260","finding"
"sleep disorders","0.232","disease or syndrome - sign or symptom"
"sleeplessness","0.219","finding - sign or symptom"
"gravidity","0.216","finding"
"ethanol","0.212","organic chemical - pharmacologic substance"
"pharmacologic substance","0.208","pharmacologic substance - therapeutic or preventive procedure"
"mental disorders","0.199","mental or behavioral dysfunction"
"polysomnography","0.191","diagnostic procedure"
"body mass index","0.191","clinical attribute - diagnostic procedure"
"unstable status","0.171","finding"
"restless legs syndrome","0.158","disease or syndrome"
"active brand of pseudoephedrine-triprolidine","0.147","organic chemical - pharmacologic substance"
"intravenous infusion procedures","0.144","therapeutic or preventive procedure"
"leg","0.144","body location or region"
"hypersensitivity","0.143","clinical attribute - finding - pathologic function"
"positive finding","0.143","finding"
"pharmaceutical preparations","0.140","pharmacologic substance"
"continuous positive airway pressure","0.137","therapeutic or preventive procedure"
"depressed mood","0.136","finding - mental or behavioral dysfunction"
"contraceptive methods","0.130","therapeutic or preventive procedure"
"agitation","0.128","finding - sign or symptom"
"physical assessment findings","0.118","finding"
"malignant neoplasms","0.115","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"moderate adverse event","0.113","finding"
"hypertensive disease","0.112","biologically active substance - disease or syndrome - finding"
"substance abuse problem","0.110","mental or behavioral dysfunction"
"mass of body structure","0.106","finding"
"narcolepsy","0.104","disease or syndrome"
"shift worker","0.095","finding"
"chronic obstructive airway disease","0.089","disease or syndrome"
"hypnotics","0.088","pharmacologic substance"
"airway structure","0.086","body part, organ, or organ component"
"limb structure","0.084","body part, organ, or organ component"
"operative surgical procedures","0.077","diagnostic procedure - therapeutic or preventive procedure"
"psychotic disorders","0.077","mental or behavioral dysfunction"
"hepatic","0.076","body location or region"
"antidepressive agents","0.075","pharmacologic substance"
"epilepsy","0.075","disease or syndrome"
"bipolar disorder","0.072","mental or behavioral dysfunction"
"benzodiazepines","0.071","organic chemical - pharmacologic substance"
"primary insomnia","0.070","disease or syndrome"
"cerebrovascular accident","0.069","disease or syndrome - therapeutic or preventive procedure"
"relate - vinyl resin","0.064","organic chemical"
"anxiety disorders","0.064","finding - mental or behavioral dysfunction"
"daytime sleepiness","0.063","finding"
"lung diseases obstructive","0.063","disease or syndrome"
"congenital abnormality","0.062","congenital abnormality - disease or syndrome"
"myocardial infarction","0.062","disease or syndrome - finding"
"electrocardiogram","0.062","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"schizophrenia","0.061","mental or behavioral dysfunction"
"neoplasm metastasis","0.061","neoplastic process"
"congestive heart failure","0.061","congenital abnormality - disease or syndrome"
"pregnancy tests","0.060","diagnostic procedure"
"consumption-archaic term for tb","0.060","disease or syndrome"
"movement disorders","0.060","disease or syndrome"
"nose","0.060","body part, organ, or organ component - disease or syndrome"
"psychotropic drugs","0.059","pharmacologic substance"
"dementia","0.059","mental or behavioral dysfunction"
"caffeine","0.057","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"counter brand of terbufos","0.055","hazardous or poisonous substance"
"medical history","0.054","finding"
"negative finding","0.054","finding"
"drug abuse","0.052","mental or behavioral dysfunction"
"dyssomnias","0.051","disease or syndrome - sign or symptom"
"antipsychotic agents","0.051","pharmacologic substance"
"nocturnal myoclonus syndrome","0.051","disease or syndrome"
"nervous system disorder","0.051","disease or syndrome"
"angina pectoris","0.051","sign or symptom"
"suicidal","0.050","finding"
"blood pressure finding","0.050","finding"
"arteries","0.050","body part, organ, or organ component"
"cardiovascular diseases","0.050","disease or syndrome"
"investigational new drugs","0.050","pharmacologic substance - therapeutic or preventive procedure"
"pressure.airway","0.049","clinical attribute"
"multiple endocrine neoplasia","0.049","antibiotic - neoplastic process - organic chemical"
"heart diseases","0.049","disease or syndrome"
"stimulant","0.049","pharmacologic substance"
"alcohol abuse","0.048","mental or behavioral dysfunction"
"drugs non-prescription","0.048","pharmacologic substance - therapeutic or preventive procedure"
"narcotics","0.047","biologically active substance - hazardous or poisonous substance - pharmacologic substance"
"asleep","0.045","finding"
"sleep apnea central","0.045","disease or syndrome"
"cardiac arrhythmia","0.045","finding - pathologic function"
"antihistamines","0.043","organic chemical - pharmacologic substance"
"liver diseases","0.043","disease or syndrome"
"screening for cancer","0.042","diagnostic procedure"
"anti-anxiety agents","0.041","pharmacologic substance"
"craniocerebral trauma","0.040","injury or poisoning"
"mild adverse event","0.040","finding"
"melatonin","0.039","organic chemical - pharmacologic substance"
"pharmacotherapy","0.039","therapeutic or preventive procedure"
"kidney diseases","0.038","disease or syndrome"
"diabetes mellitus","0.038","disease or syndrome - pharmacologic substance"
"oxygen","0.037","pharmacologic substance"
"serum","0.037","biologically active substance - body substance - pharmacologic substance"
"apnea hypopnea index","0.037","finding"
"unipolar depression","0.037","mental or behavioral dysfunction"
"impaired cognition","0.037","finding - mental or behavioral dysfunction"
"treatment protocols","0.036","therapeutic or preventive procedure"
"nervousness","0.036","sign or symptom"
"obesity","0.036","disease or syndrome - finding"
"major depressive disorder","0.036","mental or behavioral dysfunction"
"smoking","0.036","hazardous or poisonous substance - individual behavior"
"asthma","0.035","disease or syndrome"
"household composition","0.035","finding"
"excessive daytime somnolence","0.034","sign or symptom"
"neurological observations","0.034","finding"
"injury wounds","0.033","body substance - injury or poisoning"
"breast","0.033","body part, organ, or organ component"
"post-traumatic stress disorder","0.033","mental or behavioral dysfunction"
"heart ventricle","0.033","body part, organ, or organ component"
"sedatives","0.032","pharmacologic substance"
"angina unstable","0.032","disease or syndrome"
"adrenergic beta-antagonists","0.032","pharmacologic substance"
"exercise pain management","0.032","therapeutic or preventive procedure"
"opioids","0.030","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"chronic disease","0.030","disease or syndrome"
