"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"sleep apnea syndromes","0.25673","disease or syndrome"
"allergy severity - severe","0.22047","finding"
"ethanol","0.19825","organic chemical - pharmacologic substance"
"sleep disorders","0.19357","disease or syndrome - sign or symptom"
"pharmacologic substance","0.18772","pharmacologic substance - therapeutic or preventive procedure"
"gravidity","0.18655","finding"
"mental disorders","0.17836","mental or behavioral dysfunction"
"unstable status","0.16550","finding"
"sleep apnea obstructive","0.13977","biologically active substance - disease or syndrome"
"hypersensitivity","0.13860","clinical attribute - finding - pathologic function"
"restless legs syndrome","0.13743","disease or syndrome"
"active brand of pseudoephedrine-triprolidine","0.12807","organic chemical - pharmacologic substance"
"pharmaceutical preparations","0.12515","pharmacologic substance"
"depressed mood","0.11637","finding - mental or behavioral dysfunction"
"positive finding","0.11404","finding"
"leg","0.11287","body location or region"
"sleeplessness","0.10585","finding - sign or symptom"
"substance abuse problem","0.10526","mental or behavioral dysfunction"
"agitation","0.09708","finding - sign or symptom"
"continuous positive airway pressure","0.09006","therapeutic or preventive procedure"
"shift worker","0.08947","finding"
"polysomnography","0.08889","diagnostic procedure"
"narcolepsy","0.08772","disease or syndrome"
"intravenous infusion procedures","0.08772","therapeutic or preventive procedure"
"malignant neoplasms","0.08655","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"hypertensive disease","0.08187","biologically active substance - disease or syndrome - finding"
"chronic obstructive airway disease","0.08070","disease or syndrome"
"body mass index","0.07895","clinical attribute - diagnostic procedure"
"physical assessment findings","0.07778","finding"
"hypnotics","0.07661","pharmacologic substance"
"limb structure","0.07310","body part, organ, or organ component"
"hepatic","0.07251","body location or region"
"psychotic disorders","0.07193","mental or behavioral dysfunction"
"epilepsy","0.07018","disease or syndrome"
"airway structure","0.06901","body part, organ, or organ component"
"bipolar disorder","0.06667","mental or behavioral dysfunction"
"antidepressive agents","0.06550","pharmacologic substance"
"lung diseases obstructive","0.06023","disease or syndrome"
"benzodiazepines","0.06023","organic chemical - pharmacologic substance"
"myocardial infarction","0.05848","disease or syndrome - finding"
"contraceptive methods","0.05789","therapeutic or preventive procedure"
