"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"alcohol withdrawal syndrome","13","disease or syndrome"
"alcoholic intoxication chronic","4","mental or behavioral dysfunction"
"alcohol withdrawal delirium","4","disease or syndrome - receptor"
"support - dental","3","clinical attribute - organic chemical - pharmacologic substance"
"heart rate","3","clinical attribute"
"hallucinations","3","mental or behavioral dysfunction"
"physical findings","2","finding"
"pharmaceutical preparations","2","pharmacologic substance"
"febrile convulsions","2","disease or syndrome - pharmacologic substance"
"tachycardia","2","finding"
"confusion","2","finding - mental or behavioral dysfunction"
"hand","2","body part organ or organ component"
"body fluids","2","biologically active substance - body substance - pharmacologic substance"
"agitation","1","finding - sign or symptom"
"dehydration","1","disease or syndrome - finding"
"life threatening","1","finding"
"anorexia","1","disease or syndrome - finding"
"pallor","1","finding - sign or symptom"
"family counseling","1","therapeutic or preventive procedure"
"mild adverse event","1","finding"
"fatigue","1","sign or symptom"
"feeling jittery","1","sign or symptom"
"shakiness","1","pathologic function"
"adverse event associated with death","1","finding"
"prophylactic treatment","1","therapeutic or preventive procedure"
"cardiac arrhythmia","1","finding - pathologic function"
"intravenous infusion procedures","1","therapeutic or preventive procedure"
"sleeplessness","1","finding - sign or symptom"
"tachypnea","1","sign or symptom"
"nervousness","1","sign or symptom"
"heart rhythm","1","organ or tissue function - pathologic function"
"anxiety disorders","1","finding - mental or behavioral dysfunction"
"fever","1","finding"
"mood swings","1","mental or behavioral dysfunction - sign or symptom"
"benzodiazepines","1","organic chemical - pharmacologic substance"
"mydriasis","1","organ or tissue function - sign or symptom"
"living situation","1","finding"
"alcohol consumption","1","individual behavior"
"nightmares","1","mental or behavioral dysfunction"
"dyskinetic syndrome","1","disease or syndrome - finding"
"liver","1","body part organ or organ component - disease or syndrome - organic chemical - pharmacologic substance"
"screening for cancer","1","diagnostic procedure"
"tremor","1","finding - sign or symptom"
"abnormal eye movements","1","finding"
"seizures","1","finding - sign or symptom"
"bony process","1","body part organ or organ component"
"clammy skin","1","sign or symptom"
"tissue damage","1","injury or poisoning"
"heart beat","1","organ or tissue function"
"body part","1","body location or region - body part organ or organ component"
"pupil","1","body part organ or organ component"
"sedation","1","sign or symptom - therapeutic or preventive procedure"
"veins","1","body part organ or organ component"
"nausea and vomiting","1","sign or symptom"
"irritable mood","1","finding"
"liver","16","body part organ or organ component - disease or syndrome - organic chemical - pharmacologic substance"
"ethanol","9","organic chemical - pharmacologic substance"
"alcohol consumption","6","individual behavior"
"tissue damage","3","injury or poisoning"
"heavy drinking","3","mental or behavioral dysfunction"
"brain","2","body part organ or organ component - disease or syndrome"
"support - dental","2","clinical attribute - organic chemical - pharmacologic substance"
"hemorrhage","2","pathologic function - therapeutic or preventive procedure"
"liver damage","2","pathologic function"
"abdomen","2","body location or region"
