"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"ethanol","0.49716","organic chemical - pharmacologic substance"
"pharmacologic substance","0.31569","pharmacologic substance - therapeutic or preventive procedure"
"gravidity","0.30813","finding"
"allergy severity - severe","0.27410","finding"
"psychotic disorders","0.26465","mental or behavioral dysfunction"
"mental disorders","0.26465","mental or behavioral dysfunction"
"intravenous infusion procedures","0.25898","therapeutic or preventive procedure"
"contraceptive methods","0.24575","therapeutic or preventive procedure"
"bipolar disorder","0.20983","mental or behavioral dysfunction"
"schizophrenia","0.20416","mental or behavioral dysfunction"
"positive finding","0.19282","finding"
"suicidal","0.18715","finding"
"active brand of pseudoephedrine-triprolidine","0.18147","organic chemical - pharmacologic substance"
"hypersensitivity","0.17769","clinical attribute - finding - pathologic function"
"unstable status","0.17769","finding"
"naltrexone","0.17202","organic chemical - pharmacologic substance"
"disulfiram","0.16824","body part, organ, or organ component - hazardous or poisonous substance - organic chemical - pharmacologic substance"
"pharmaceutical preparations","0.16446","pharmacologic substance"
"screening for cancer","0.16068","diagnostic procedure"
"psychotropic drugs","0.15879","pharmacologic substance"
"alcoholic intoxication chronic","0.15123","mental or behavioral dysfunction"
"opioids","0.15123","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"benzodiazepines","0.14367","organic chemical - pharmacologic substance"
"alcohol withdrawal syndrome","0.13989","disease or syndrome"
"depressed mood","0.13800","finding - mental or behavioral dysfunction"
"marihuana","0.13611","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"alanine transaminase","0.12476","congenital abnormality - disease or syndrome - enzyme"
"aspartate transaminase","0.12476","enzyme"
"opiates","0.12287","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"liver diseases","0.11909","disease or syndrome"
"epilepsy","0.11720","disease or syndrome"
"physical assessment findings","0.11531","finding"
"hepatic","0.11153","body location or region"
"substance dependence","0.11153","mental or behavioral dysfunction"
"antidepressive agents","0.11153","pharmacologic substance"
"antipsychotic agents","0.09641","pharmacologic substance"
"nicotine dependence","0.09263","mental or behavioral dysfunction"
"substance abuse problem","0.08885","mental or behavioral dysfunction"
"caffeine","0.08318","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"hypertensive disease","0.07940","biologically active substance - disease or syndrome - finding"
"acamprosate","0.07750","organic chemical - pharmacologic substance"
"unipolar depression","0.07561","mental or behavioral dysfunction"
"pregnancy tests","0.07372","diagnostic procedure"
"detoxification procedure","0.07372","therapeutic or preventive procedure"
"opiate addiction","0.07372","mental or behavioral dysfunction"
"adverse reactions","0.07183","antibiotic - biologically active substance - disease or syndrome - finding - organic chemical - pathologic function - pharmacologic substance - receptor"
"alcohol consumption","0.07183","individual behavior"
"anxiety disorders","0.06994","finding - mental or behavioral dysfunction"
"craniocerebral trauma","0.06616","injury or poisoning"
"drug dependence","0.06427","mental or behavioral dysfunction"
"injury wounds","0.06427","body substance - injury or poisoning"
"nervous system disorder","0.06427","disease or syndrome"
"cocaine","0.06049","hazardous or poisonous substance - injury or poisoning - organic chemical - pharmacologic substance"
"alcohol withdrawal delirium","0.06049","disease or syndrome - receptor"
"withdrawal symptoms","0.06049","sign or symptom"
"impaired cognition","0.06049","finding - mental or behavioral dysfunction"
"bilirubin","0.06049","biologically active substance - laboratory or test result - organic chemical"
"congenital abnormality","0.05860","congenital abnormality - disease or syndrome"
"psychoactive substances","0.05860","hazardous or poisonous substance - pharmacologic substance"
"severe combined immunodeficiency","0.05671","diagnostic procedure - disease or syndrome"
"panic disorder","0.05482","disease or syndrome - mental or behavioral dysfunction"
"post-traumatic stress disorder","0.05482","mental or behavioral dysfunction"
"investigational new drugs","0.05482","pharmacologic substance - therapeutic or preventive procedure"
"hiv","0.05293","disease or syndrome - pharmacologic substance - virus"
"liver function","0.05293","organ or tissue function"
"suicide attempt","0.05293","finding - mental or behavioral dysfunction"
"manic","0.05104","finding - mental or behavioral dysfunction"
"encephalopathies","0.05104","disease or syndrome - finding"
"homicidal ideation","0.05104","finding"
"magnetic resonance imaging","0.04726","diagnostic procedure"
"anticonvulsants","0.04726","pharmacologic substance"
"thyroid gland","0.04726","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"consumption-archaic term for tb","0.04726","disease or syndrome"
"anti-anxiety agents","0.04537","pharmacologic substance"
"schizoaffective disorder","0.04537","mental or behavioral dysfunction"
"electrocardiogram","0.04537","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"mood disorders","0.04537","mental or behavioral dysfunction"
"transaminases","0.04537","enzyme"
"tobacco","0.04348","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"substance use disorders","0.04348","mental or behavioral dysfunction"
"eating disorders","0.04348","mental or behavioral dysfunction"
"urine drug screen positive","0.04348","laboratory or test result"
"withdrawal convulsions","0.04159","pathologic function"
"lactation","0.04159","organ or tissue function"
"heart diseases","0.04159","disease or syndrome"
"current therapy","0.04159","therapeutic or preventive procedure"
"mental retardation","0.04159","mental or behavioral dysfunction"
"diabetes","0.04159","disease or syndrome"
"breast","0.04159","body part, organ, or organ component"
"brain","0.03970","body part, organ, or organ component - disease or syndrome"
"violent","0.03970","mental or behavioral dysfunction"
"amphetamines","0.03970","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"antabuse","0.03970","organic chemical - pharmacologic substance"
"malignant neoplasms","0.03970","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"delirium dementia amnestic cognitive disorders","0.03781","mental or behavioral dysfunction"
"myocardial infarction","0.03781","disease or syndrome - finding"
"claustrophobia","0.03781","mental or behavioral dysfunction"
"topiramate","0.03781","organic chemical - pharmacologic substance"
"medical history","0.03781","finding"
"major depressive disorder","0.03781","mental or behavioral dysfunction"
"illicit drugs","0.03592","hazardous or poisonous substance - pharmacologic substance"
"relate - vinyl resin","0.03592","organic chemical"
"negative finding","0.03592","finding"
"fluoxetine","0.03592","organic chemical - pharmacologic substance"
"infantile neuroaxonal dystrophy","0.03403","disease or syndrome"
"lung","0.03403","body part, organ, or organ component - disease or syndrome"
"stimulant","0.03403","pharmacologic substance"
"gastrointestinal hemorrhage","0.03403","pathologic function"
"kidney diseases","0.03214","disease or syndrome"
"creatinine clearance","0.03214","finding"
"personality disorders","0.03214","mental or behavioral dysfunction"
"human chorionic gonadotropin","0.03214","disease or syndrome - pharmacologic substance"
"renal impairment","0.03214","disease or syndrome - finding"
"glaucoma","0.03214","disease or syndrome - finding"
"unconscious state","0.03214","disease or syndrome - finding"
"pharmacotherapy","0.03214","therapeutic or preventive procedure"
"obsessive-compulsive disorder","0.03214","disease or syndrome - mental or behavioral dysfunction"
"endocrine system diseases","0.03214","disease or syndrome - finding"
