"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"ethanol","0.836","organic chemical - pharmacologic substance"
"alcoholic intoxication chronic","0.573","mental or behavioral dysfunction"
"intravenous infusion procedures","0.471","therapeutic or preventive procedure"
"contraceptive methods","0.388","therapeutic or preventive procedure"
"pharmacologic substance","0.372","pharmacologic substance - therapeutic or preventive procedure"
"gravidity","0.335","finding"
"mental disorders","0.304","mental or behavioral dysfunction"
"allergy severity - severe","0.284","finding"
"alcohol consumption","0.276","individual behavior"
"psychotic disorders","0.274","mental or behavioral dysfunction"
"schizophrenia","0.231","mental or behavioral dysfunction"
"bipolar disorder","0.225","mental or behavioral dysfunction"
"positive finding","0.225","finding"
"active brand of pseudoephedrine-triprolidine","0.212","organic chemical - pharmacologic substance"
"screening for cancer","0.197","diagnostic procedure"
"suicidal","0.191","finding"
"pharmaceutical preparations","0.189","pharmacologic substance"
"unstable status","0.183","finding"
"physical assessment findings","0.181","finding"
"hypersensitivity","0.180","clinical attribute - finding - pathologic function"
"naltrexone","0.180","organic chemical - pharmacologic substance"
"disulfiram","0.174","body part, organ, or organ component - hazardous or poisonous substance - organic chemical - pharmacologic substance"
"psychotropic drugs","0.172","pharmacologic substance"
"multiple endocrine neoplasia","0.163","antibiotic - neoplastic process - organic chemical"
"depressed mood","0.163","finding - mental or behavioral dysfunction"
"opioids","0.159","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"alcohol withdrawal syndrome","0.157","disease or syndrome"
"negative finding","0.151","finding"
"benzodiazepines","0.149","organic chemical - pharmacologic substance"
"marihuana","0.146","mental or behavioral dysfunction - organic chemical - pharmacologic substance"
"pregnancy tests","0.144","diagnostic procedure"
"opiates","0.140","hazardous or poisonous substance - mental or behavioral dysfunction - pharmacologic substance"
"heavy drinking","0.132","mental or behavioral dysfunction"
"aspartate transaminase","0.132","enzyme"
"alanine transaminase","0.132","congenital abnormality - disease or syndrome - enzyme"
"detoxification procedure","0.130","therapeutic or preventive procedure"
"consumption-archaic term for tb","0.125","disease or syndrome"
"liver diseases","0.123","disease or syndrome"
"antidepressive agents","0.121","pharmacologic substance"
"epilepsy","0.119","disease or syndrome"
"antipsychotic agents","0.119","pharmacologic substance"
"substance dependence","0.119","mental or behavioral dysfunction"
"nicotine dependence","0.117","mental or behavioral dysfunction"
"hepatic","0.115","body location or region"
"substance abuse problem","0.113","mental or behavioral dysfunction"
"alcohol abuse","0.104","mental or behavioral dysfunction"
"severe combined immunodeficiency","0.100","diagnostic procedure - disease or syndrome"
"anxiety disorders","0.098","finding - mental or behavioral dysfunction"
"post-traumatic stress disorder","0.096","mental or behavioral dysfunction"
"electrocardiogram","0.096","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"unipolar depression","0.093","mental or behavioral dysfunction"
"adverse reactions","0.091","antibiotic - biologically active substance - disease or syndrome - finding - organic chemical - pathologic function - pharmacologic substance - receptor"
"follow-up status","0.089","finding"
"withdrawal symptoms","0.087","sign or symptom"
"caffeine","0.085","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"impaired cognition","0.083","finding - mental or behavioral dysfunction"
"alcohol use disorder","0.079","mental or behavioral dysfunction"
"opiate addiction","0.079","mental or behavioral dysfunction"
"hypertensive disease","0.079","biologically active substance - disease or syndrome - finding"
"acamprosate","0.079","organic chemical - pharmacologic substance"
"drug dependence","0.076","mental or behavioral dysfunction"
"cocaine","0.070","hazardous or poisonous substance - injury or poisoning - organic chemical - pharmacologic substance"
"operative surgical procedures","0.068","diagnostic procedure - therapeutic or preventive procedure"
"schizoaffective disorder","0.068","mental or behavioral dysfunction"
"injury wounds","0.068","body substance - injury or poisoning"
"hiv","0.068","disease or syndrome - pharmacologic substance - virus"
"medical history","0.068","finding"
"craniocerebral trauma","0.068","injury or poisoning"
"relate - vinyl resin","0.064","organic chemical"
"nervous system disorder","0.064","disease or syndrome"
"current non-drinker of alcohol","0.062","individual behavior"
"substance use disorders","0.060","mental or behavioral dysfunction"
"alcohol withdrawal delirium","0.060","disease or syndrome - receptor"
"bilirubin","0.060","biologically active substance - laboratory or test result - organic chemical"
"panic disorder","0.060","disease or syndrome - mental or behavioral dysfunction"
"manic","0.059","finding - mental or behavioral dysfunction"
"congenital abnormality","0.059","congenital abnormality - disease or syndrome"
"psychoactive substances","0.059","hazardous or poisonous substance - pharmacologic substance"
"body mass index","0.059","clinical attribute - diagnostic procedure"
"contraceptives oral","0.059","pharmacologic substance - therapeutic or preventive procedure"
"suicide attempt","0.057","finding - mental or behavioral dysfunction"
"tobacco","0.057","hazardous or poisonous substance - organic chemical - pharmacologic substance"
"investigational new drugs","0.057","pharmacologic substance - therapeutic or preventive procedure"
"liver function","0.055","organ or tissue function"
"encephalopathies","0.053","disease or syndrome - finding"
"major depressive disorder","0.053","mental or behavioral dysfunction"
