"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"gravidity","0.32750","finding"
"ethanol","0.29250","organic chemical - pharmacologic substance"
"pharmacologic substance","0.29000","pharmacologic substance - therapeutic or preventive procedure"
"intravenous infusion procedures","0.28750","therapeutic or preventive procedure"
"unstable status","0.26250","finding"
"substance abuse problem","0.25500","mental or behavioral dysfunction"
"suicidal","0.23250","finding"
"psychotic disorders","0.22250","mental or behavioral dysfunction"
"schizophrenia","0.20000","mental or behavioral dysfunction"
"active brand of pseudoephedrine-triprolidine","0.17750","organic chemical - pharmacologic substance"
"depressed mood","0.17250","finding - mental or behavioral dysfunction"
"bipolar disorder","0.15750","mental or behavioral dysfunction"
"hypersensitivity","0.15750","clinical attribute - finding - pathologic function"
"allergy severity - severe","0.15500","finding"
"antidepressive agents","0.14250","pharmacologic substance"
"contraceptive methods","0.13750","therapeutic or preventive procedure"
"antipsychotic agents","0.13750","pharmacologic substance"
"mental disorders","0.13000","mental or behavioral dysfunction"
"kidney","0.12500","body part, organ, or organ component"
"schizoaffective disorder","0.12250","mental or behavioral dysfunction"
"manic","0.12000","finding - mental or behavioral dysfunction"
"substance dependence","0.12000","mental or behavioral dysfunction"
"breast","0.10500","body part, organ, or organ component"
"hypertensive disease","0.10500","biologically active substance - disease or syndrome - finding"
"hepatic","0.10250","body location or region"
"mental retardation","0.10250","mental or behavioral dysfunction"
"pharmaceutical preparations","0.09750","pharmacologic substance"
"caffeine","0.09250","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"fluoxetine","0.09250","organic chemical - pharmacologic substance"
"physical assessment findings","0.08750","finding"
"nervous system disorder","0.08000","disease or syndrome"
"benign rolandic epilepsy","0.07500","disease or syndrome - therapeutic or preventive procedure"
"magnetic resonance imaging","0.07250","diagnostic procedure"
"suicide attempt","0.07250","finding - mental or behavioral dysfunction"
"benzodiazepines","0.07250","organic chemical - pharmacologic substance"
"electroconvulsive therapy","0.07000","disease or syndrome - therapeutic or preventive procedure"
"alcoholic intoxication chronic","0.07000","mental or behavioral dysfunction"
"craniocerebral trauma","0.07000","injury or poisoning"
"alcohol abuse","0.07000","mental or behavioral dysfunction"
"personality disorders","0.06750","mental or behavioral dysfunction"
"congenital abnormality","0.06750","congenital abnormality - disease or syndrome"
"hypothyroidism","0.06500","disease or syndrome"
"positive finding","0.06500","finding"
"psychotherapy","0.06500","therapeutic or preventive procedure"
