"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"intravenous infusion procedures","0.48250","therapeutic or preventive procedure"
"depressed mood","0.44250","finding - mental or behavioral dysfunction"
"bipolar disorder","0.40250","mental or behavioral dysfunction"
"depressive episode unspecified","0.22000","mental or behavioral dysfunction"
"contraceptive methods","0.16000","therapeutic or preventive procedure"
"manic","0.15750","finding - mental or behavioral dysfunction"
"major depressive disorder","0.15000","mental or behavioral dysfunction"
"antidepressive agents","0.13000","pharmacologic substance"
"mental disorders","0.13000","mental or behavioral dysfunction"
"unipolar depression","0.11750","mental or behavioral dysfunction"
"schizophrenia","0.11000","mental or behavioral dysfunction"
"antipsychotic agents","0.10750","pharmacologic substance"
"stabilizer - function","0.10000","organ or tissue function"
"depression bipolar","0.09500","mental or behavioral dysfunction"
"lithium","0.09500","congenital abnormality - disease or syndrome - pharmacologic substance"
"severe combined immunodeficiency","0.08750","diagnostic procedure - disease or syndrome"
"pharmacologic substance","0.08000","pharmacologic substance - therapeutic or preventive procedure"
"schizoaffective disorder","0.08000","mental or behavioral dysfunction"
"tropical spastic paraparesis","0.08000","disease or syndrome - therapeutic or preventive procedure"
"nitric oxide synthase","0.07750","enzyme"
"mood disorders","0.07750","mental or behavioral dysfunction"
"bipolar i disorder","0.07750","mental or behavioral dysfunction"
"bipolar ii disorder","0.07250","mental or behavioral dysfunction"
"physical assessment findings","0.06250","finding"
"psychotropic drugs","0.06250","pharmacologic substance"
"negative finding","0.06000","finding"
"psychotic disorders","0.05750","mental or behavioral dysfunction"
"multiple endocrine neoplasia","0.05500","antibiotic - neoplastic process - organic chemical"
"barakat syndrome","0.05250","disease or syndrome"
"allergy severity - severe","0.05000","finding"
"depressive symptoms","0.04750","sign or symptom"
"moderate adverse event","0.04250","finding"
"atypia morphology","0.03750","finding"
"anxiety disorders","0.03500","finding - mental or behavioral dysfunction"
"binocular diameter","0.03500","clinical attribute - disease or syndrome - finding"
"gravidity","0.03500","finding"
"therapeutic brand of coal tar","0.03500","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"bleomycin-cisplatin protocol","0.03250","therapeutic or preventive procedure"
"pregnancy tests","0.03250","diagnostic procedure"
"valproate","0.03250","pharmacologic substance"
"pharmaceutical preparations","0.03000","pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.03000","organic chemical - pharmacologic substance"
"benign rolandic epilepsy","0.03000","disease or syndrome - therapeutic or preventive procedure"
"lamotrigine","0.03000","organic chemical - pharmacologic substance"
"structured diagnostic interview","0.03000","diagnostic procedure"
"serum","0.02750","biologically active substance - body substance - pharmacologic substance"
"cancer remission","0.02750","finding - neoplastic process"
"benzodiazepines","0.02500","organic chemical - pharmacologic substance"
"valproic acid","0.02500","body part, organ, or organ component - organic chemical - pharmacologic substance"
"medical history","0.02500","finding"
"contraceptives oral","0.02500","pharmacologic substance - therapeutic or preventive procedure"
"quetiapine","0.02500","organic chemical - pharmacologic substance"
"psychotic symptoms","0.02500","sign or symptom"
