"CDEs","Frequency (0-1 normalized)","UMLS Semantic Types"
"intravenous infusion procedures","0.560","therapeutic or preventive procedure"
"bipolar disorder","0.517","mental or behavioral dysfunction"
"depressed mood","0.505","finding - mental or behavioral dysfunction"
"gravidity","0.355","finding"
"pharmacologic substance","0.343","pharmacologic substance - therapeutic or preventive procedure"
"ethanol","0.305","organic chemical - pharmacologic substance"
"schizophrenia","0.297","mental or behavioral dysfunction"
"contraceptive methods","0.273","therapeutic or preventive procedure"
"psychotic disorders","0.273","mental or behavioral dysfunction"
"unstable status","0.268","finding"
"substance abuse problem","0.260","mental or behavioral dysfunction"
"antidepressive agents","0.255","pharmacologic substance"
"mental disorders","0.250","mental or behavioral dysfunction"
"suicidal","0.247","finding"
"manic","0.245","finding - mental or behavioral dysfunction"
"depressive episode unspecified","0.242","mental or behavioral dysfunction"
"antipsychotic agents","0.233","pharmacologic substance"
"active brand of pseudoephedrine-triprolidine","0.198","organic chemical - pharmacologic substance"
"schizoaffective disorder","0.198","mental or behavioral dysfunction"
"allergy severity - severe","0.193","finding"
"major depressive disorder","0.190","mental or behavioral dysfunction"
"hypersensitivity","0.158","clinical attribute - finding - pathologic function"
"stabilizer - function","0.152","organ or tissue function"
"physical assessment findings","0.140","finding"
"unipolar depression","0.140","mental or behavioral dysfunction"
"lithium","0.135","congenital abnormality - disease or syndrome - pharmacologic substance"
"kidney","0.130","body part, organ, or organ component"
"pharmaceutical preparations","0.125","pharmacologic substance"
"substance dependence","0.122","mental or behavioral dysfunction"
"mental retardation","0.115","mental or behavioral dysfunction"
"hypertensive disease","0.113","biologically active substance - disease or syndrome - finding"
"psychotropic drugs","0.113","pharmacologic substance"
"breast","0.110","body part, organ, or organ component"
"depression bipolar","0.107","mental or behavioral dysfunction"
"mood disorders","0.107","mental or behavioral dysfunction"
"fluoxetine","0.107","organic chemical - pharmacologic substance"
"hepatic","0.105","body location or region"
"benzodiazepines","0.098","organic chemical - pharmacologic substance"
"severe combined immunodeficiency","0.098","diagnostic procedure - disease or syndrome"
"caffeine","0.092","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"nervous system disorder","0.090","disease or syndrome"
"tropical spastic paraparesis","0.087","disease or syndrome - therapeutic or preventive procedure"
"benign rolandic epilepsy","0.087","disease or syndrome - therapeutic or preventive procedure"
"bipolar i disorder","0.085","mental or behavioral dysfunction"
"nitric oxide synthase","0.085","enzyme"
"magnetic resonance imaging","0.085","diagnostic procedure"
"congenital abnormality","0.083","congenital abnormality - disease or syndrome"
"alcoholic intoxication chronic","0.083","mental or behavioral dysfunction"
"anxiety disorders","0.080","finding - mental or behavioral dysfunction"
"personality disorders","0.080","mental or behavioral dysfunction"
"suicide attempt","0.080","finding - mental or behavioral dysfunction"
"screening for cancer","0.077","diagnostic procedure"
"pregnancy tests","0.075","diagnostic procedure"
"craniocerebral trauma","0.075","injury or poisoning"
"psychotherapy","0.075","therapeutic or preventive procedure"
"positive finding","0.075","finding"
"bipolar ii disorder","0.075","mental or behavioral dysfunction"
"negative finding","0.072","finding"
"electroconvulsive therapy","0.070","disease or syndrome - therapeutic or preventive procedure"
"alcohol abuse","0.070","mental or behavioral dysfunction"
"cerebrovascular accident","0.068","disease or syndrome - therapeutic or preventive procedure"
"injury wounds","0.068","body substance - injury or poisoning"
"hypothyroidism","0.068","disease or syndrome"
"multiple endocrine neoplasia","0.062","antibiotic - neoplastic process - organic chemical"
"depressive symptoms","0.062","sign or symptom"
"psychotic symptoms","0.062","sign or symptom"
"carbamazepine","0.060","organic chemical - pharmacologic substance"
"moderate adverse event","0.060","finding"
"medical contraindication","0.060","finding"
"olanzapine","0.058","organic chemical - pharmacologic substance"
"hematological disease","0.058","disease or syndrome"
"lamotrigine","0.058","organic chemical - pharmacologic substance"
"post-traumatic stress disorder","0.058","mental or behavioral dysfunction"
"barakat syndrome","0.058","disease or syndrome"
"infantile neuroaxonal dystrophy","0.058","disease or syndrome"
"obsessive-compulsive disorder","0.055","disease or syndrome - mental or behavioral dysfunction"
"diabetes mellitus","0.055","disease or syndrome - pharmacologic substance"
"thyroid gland","0.055","body part, organ, or organ component - disease or syndrome - pharmacologic substance"
"monoamine oxidase inhibitors","0.052","organic chemical - pharmacologic substance"
"cancer remission","0.052","finding - neoplastic process"
"therapeutic brand of coal tar","0.052","organic chemical - pharmacologic substance - therapeutic or preventive procedure"
"medical history","0.052","finding"
"cardiovascular diseases","0.052","disease or syndrome"
"atypia morphology","0.052","finding"
"quetiapine","0.050","organic chemical - pharmacologic substance"
"homicidal","0.050","mental or behavioral dysfunction"
"hyperthyroidism","0.050","disease or syndrome"
"electrocardiogram","0.050","diagnostic procedure - finding - organic chemical - pharmacologic substance"
"anticonvulsants","0.048","pharmacologic substance"
"developmental disabilities","0.045","mental or behavioral dysfunction"
"malignant neoplasms","0.045","biologically active substance - finding - neoplastic process - pharmacologic substance - therapeutic or preventive procedure"
"blood pressure finding","0.045","finding"
"stress disorders traumatic","0.045","mental or behavioral dysfunction"
"implantation procedure","0.045","therapeutic or preventive procedure"
"delusional disorder","0.045","mental or behavioral dysfunction"
"experimental drug","0.045","pharmacologic substance"
"pharmacotherapy","0.045","therapeutic or preventive procedure"
"heart diseases","0.045","disease or syndrome"
"contraceptives oral","0.045","pharmacologic substance - therapeutic or preventive procedure"
"impaired cognition","0.045","finding - mental or behavioral dysfunction"
"serum","0.043","biologically active substance - body substance - pharmacologic substance"
"angina pectoris","0.043","sign or symptom"
"borderline personality disorder","0.043","disease or syndrome - mental or behavioral dysfunction"
"binocular diameter","0.040","clinical attribute - disease or syndrome - finding"
"risperidone","0.040","organic chemical - pharmacologic substance"
"valproic acid","0.040","body part, organ, or organ component - organic chemical - pharmacologic substance"
"family history","0.040","congenital abnormality - disease or syndrome - enzyme - finding"
"multiple sclerosis","0.040","body part, organ, or organ component - disease or syndrome - finding"
"unconscious state","0.040","disease or syndrome - finding"
"eating disorders","0.040","mental or behavioral dysfunction"
"suicidality","0.040","clinical attribute"
"investigational new drugs","0.040","pharmacologic substance - therapeutic or preventive procedure"
"valproate","0.040","pharmacologic substance"
"schizophreniform disorders","0.037","mental or behavioral dysfunction"
"operative surgical procedures","0.037","diagnostic procedure - therapeutic or preventive procedure"
"bleomycin-cisplatin protocol","0.037","therapeutic or preventive procedure"
"lactation","0.037","organ or tissue function"
"clozapine","0.037","organic chemical - pharmacologic substance"
"pervasive development disorder","0.037","congenital abnormality - inorganic chemical - mental or behavioral dysfunction - pharmacologic substance"
"delirium dementia amnestic cognitive disorders","0.037","mental or behavioral dysfunction"
"hypomania","0.037","mental or behavioral dysfunction"
"cardiac arrhythmia","0.037","finding - pathologic function"
"consciousness related finding","0.035","finding"
"nicotine dependence","0.035","mental or behavioral dysfunction"
"drug dependence","0.035","mental or behavioral dysfunction"
"cerebrovascular disorders","0.035","pathologic function"
"drug abuse","0.035","mental or behavioral dysfunction"
"body mass index","0.035","clinical attribute - diagnostic procedure"
"substance use disorders","0.035","mental or behavioral dysfunction"
"cocaine","0.033","hazardous or poisonous substance - injury or poisoning - organic chemical - pharmacologic substance"
"claustrophobia","0.033","mental or behavioral dysfunction"
"antisocial behavior","0.033","mental or behavioral dysfunction"
"attention deficit hyperactivity disorder","0.033","disease or syndrome - mental or behavioral dysfunction"
"selective serotonin re-uptake inhibitor","0.033","pharmacologic substance"
"brain injuries","0.033","injury or poisoning"
"neoplasm metastasis","0.033","neoplastic process"
"ziprasidone","0.033","organic chemical - pharmacologic substance"
"cochlear implant procedure","0.030","therapeutic or preventive procedure"
"body excretions","0.030","body substance"
"relate - vinyl resin","0.030","organic chemical"
"compulsive disorder","0.030","finding"
"myocardial infarction","0.030","disease or syndrome - finding"
"sexually active","0.030","finding"
"injectables","0.030","pharmacologic substance"
"structured diagnostic interview","0.030","diagnostic procedure"
"congestive heart failure","0.030","congenital abnormality - disease or syndrome"
